occupation,frequency,cluster_id,category_name
Istituti di credito,22,4,"Property, banking & insurance businesses"
IMPRESA ARTIGIANA,21,4,"Industrial, technical & construction trades"
Annessa alla Comunità Israelitica,20,4,Religious & civic institutions
DISINFESTAZIONI UNIVERSALI,20,4,"Industrial, technical & construction trades"
Società immobiliare,20,4,"Property, banking & insurance businesses"
Avvocato,19,4,Legal & professional titles
Assicurazioni,18,4,"Property, banking & insurance businesses"
commercialista,18,4,Legal & professional titles
casa editrice,18,4,"Visual, decorative arts & antiques"
Archivio di Stato,18,4,"Governance, civic administration & institutional titles"
PENSIONI,17,4,"Governance, civic administration & institutional titles"
STABILIMENTO GRAFICO,17,4,"Visual, decorative arts & antiques"
Azienda,16,4,General commerce & advertising
Società in NOME COLLETTIVO,15,4,General commerce & advertising
assicurazioni,15,4,"Property, banking & insurance businesses"
Specialisti veneziane,13,4,General commerce & advertising
Affitti Appartamenti,13,4,"Property, banking & insurance businesses"
Insegne e cartelli reclame,12,4,General commerce & advertising
SCIENTIFICA E MAGISTRALE,12,4,Education & academic institutions
IL GAZZETTINO,11,4,"Visual, decorative arts & antiques"
Scuole Elementari,10,4,Education & academic institutions
PARROCCHIE E SUCCURSALI,10,4,Religious & civic institutions
Società mobiliari e agricole,9,4,General commerce & advertising
Compra-vendita immobili,9,4,"Property, banking & insurance businesses"
Articoli Sanitari e Affini,8,4,Medical professions
Agenzia Nazionale Stampa Associata,8,4,"Visual, decorative arts & antiques"
OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,7,4,"Governance, civic administration & institutional titles"
Attività varie,7,4,General commerce & advertising
Acquisto e conduzione,7,4,General commerce & advertising
Mediatori,7,4,Legal & professional titles
Commercialista,7,4,Legal & professional titles
Impresa edile,7,4,"Industrial, technical & construction trades"
compravendita immobili,7,4,"Property, banking & insurance businesses"
Soc. An. d'Acquisto di materiali,7,4,General commerce & advertising
Cooperatore,7,4,General commerce & advertising
Commissione del Listino,7,4,General commerce & advertising
Agenzie e d'affari,6,4,General commerce & advertising
Imprese di Costruzioni,6,4,"Industrial, technical & construction trades"
Banco di Sicilia,6,4,"Property, banking & insurance businesses"
ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,6,4,Religious & civic institutions
Agenzia - INTREV,6,4,General commerce & advertising
ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,5,4,Religious & civic institutions
SOCIETA' CANOTTIERI BUCIUNTORO,5,4,"Governance, civic administration & institutional titles"
Disinfezioni,5,4,General commerce & advertising
Pubblicità,5,4,General commerce & advertising
Medicina Generale,5,4,General commerce & advertising
imprese ed appalti vari,5,4,"Industrial, technical & construction trades"
Avv.,5,4,Legal & professional titles
Applicati,5,4,General commerce & advertising
presso Camera del Lavoro,4,4,"Governance, civic administration & institutional titles"
ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,4,4,Religious & civic institutions
SPORT OLIMPICI,4,4,"Governance, civic administration & institutional titles"
Category: Provvianza e Credito,4,4,General commerce & advertising
GUÏDA COMMERCIALE DI VENEZIA E PROVINCIA,4,4,"Governance, civic administration & institutional titles"
legatoria di libri,4,4,"Visual, decorative arts & antiques"
Impresa Edile,4,4,"Industrial, technical & construction trades"
Ospedale Civile,4,4,Medical professions
Applicata,4,4,General commerce & advertising
Economia politica,4,4,Education & academic institutions
"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",4,4,"Governance, civic administration & institutional titles"
Attività Immobiliari in genere,3,4,"Property, banking & insurance businesses"
Bilancie,3,4,General commerce & advertising
Carta da impacco,3,4,General commerce & advertising
Case Editrici,3,4,General commerce & advertising
Società mobiliare e agricola,3,4,General commerce & advertising
compra-vendita immobili,3,4,"Property, banking & insurance businesses"
Mediatore,3,4,Legal & professional titles
CONSORZIO DI BONIFICA DESE SUPERIORE,3,4,General commerce & advertising
Applicato,3,4,General commerce & advertising
Ragioneria generale ed applicata,3,4,Education & academic institutions
Geografia economica,3,4,Education & academic institutions
"SCIENTIFICA E MAGISTRALE,",3,4,Education & academic institutions
Educazione fisica,3,4,Education & academic institutions
CASINO DI COMMERCIO,3,4,General commerce & advertising
Giornalista professionista,3,4,"Visual, decorative arts & antiques"
Corpo del Genio Civile,2,4,General commerce & advertising
ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,2,4,Religious & civic institutions
ISTITUTO VITTORIO ALFIERI,2,4,General commerce & advertising
IST. PROVINCIALE DEGLI ESPOSTI,2,4,General commerce & advertising
SOCIETA ITALIANA DEGLI AUTORI ED EDITORI,2,4,General commerce & advertising
Applicati di Prima,2,4,General commerce & advertising
Applicati di Seconda,2,4,General commerce & advertising
Osp. Civile,2,4,Medical professions
Category: Comunicazioni interne,2,4,General commerce & advertising
Acquisto,2,4,General commerce & advertising
Agenzie di pubblicità,2,4,General commerce & advertising
Approvvigionamenti,2,4,General commerce & advertising
Forniture enti vari,2,4,General commerce & advertising
Imprese immobiliari,2,4,"Property, banking & insurance businesses"
Istituti d'informazioni e di investigazioni,2,4,General commerce & advertising
MOBILI DI LUSSO E COMUNI,2,4,General commerce & advertising
agenzia d'affari,2,4,General commerce & advertising
Pensione,2,4,General commerce & advertising
rivendita,2,4,General commerce & advertising
"Medicina Generale, Dott. Medicina",2,4,General commerce & advertising
Ass. dei Commercianti,2,4,General commerce & advertising
medico generale,2,4,General commerce & advertising
Giudice Tribunale Civile e Penale,2,4,Legal & professional titles
acquisto costruzioni immobili,2,4,General commerce & advertising
compra.vendita immobili,2,4,"Property, banking & insurance businesses"
Soc. An. Condizione Immobilit,2,4,"Property, banking & insurance businesses"
Società ITMA,2,4,General commerce & advertising
Impresa,2,4,General commerce & advertising
DIREZIONE LAVORI E SERVIZI PUBBLICI,2,4,General commerce & advertising
DIREZIONE SERVIZI DI IGIENE E DI ASSISTENZA PUBBLICA,2,4,General commerce & advertising
Economato,2,4,General commerce & advertising
Politica economica e finanziaria,2,4,Education & academic institutions
Diritto del lavoro,2,4,Education & academic institutions
Diritto amministrativo,2,4,Education & academic institutions
Diritto processuale civile,2,4,Education & academic institutions
Primi Archivisti,2,4,General commerce & advertising
Istruzione,2,4,General commerce & advertising
Protocollo Archivio,2,4,General commerce & advertising
DIREZIONE LOTTO,2,4,General commerce & advertising
I. Ragioniere,2,4,General commerce & advertising
Ufficio Stampa,2,4,General commerce & advertising
Squadra Mobile,2,4,General commerce & advertising
Ispettori PlI,2,4,General commerce & advertising
Officina riparazioni,1,4,General commerce & advertising
GIUNTA PROV. AMMINISTRATIVA,1,4,General commerce & advertising
Assicurazioni Generali,1,4,"Property, banking & insurance businesses"
Ufficio Deposito,1,4,General commerce & advertising
Stabilimento I. N. A.,1,4,General commerce & advertising
"Uffici Finanziari di Mirano,",1,4,General commerce & advertising
Ufficio Idrografico,1,4,General commerce & advertising
Lavoratore,1,4,General commerce & advertising
Corsi vari di istruzione professionale per artigiani e operai in tutto il Veneto,1,4,General commerce & advertising
Ufficio di assistenza economica,1,4,General commerce & advertising
Sezione Autonoma di Credito per le Piccole Industrie e l’Artigianato,1,4,General commerce & advertising
Ufficio Commissionario Industrie e Artigiane con Mostre campionarie permanenti di prodotti tipici dell’artigianato e delle piccole industrie venete,1,4,General commerce & advertising
Biblioteca di consultazione per artigiani e piccoli industriali (aperto tutti i giorni feriali nelle ore d’Ufficio),1,4,General commerce & advertising
ISTIT. MAGISTRALE PARIFICATO,1,4,Education & academic institutions
SCUOLA MAGISTRALE RICONOSCIUTA,1,4,Education & academic institutions
SCUOLA MEDIA PARIFICATA,1,4,Education & academic institutions
ISTITUTO ITALIANO RAVA',1,4,General commerce & advertising
ISTITUTO SUORE DI NEVERS,1,4,General commerce & advertising
"Assistenza infermi a domicilio,  diurna e notturna.",1,4,General commerce & advertising
Infermiere,1,4,Medical professions
Fed. Ginnastica d'Italia (FGDI),1,4,General commerce & advertising
Unione It. Tiro a Segno (UITS),1,4,General commerce & advertising
"Pres. Reg., Fed. It. Sport Invernali (FISI)",1,4,General commerce & advertising
Fed. It Gioco Calcio (FIGC),1,4,General commerce & advertising
presso Lega Reg.,1,4,General commerce & advertising
Dirett. Sport.,1,4,General commerce & advertising
Ispett. di Cantiere,1,4,General commerce & advertising
Federazione delle Federazioni Sportive,1,4,General commerce & advertising
Specialista Malattie Pelle e Veneree,1,4,Medical professions
IspetL Sanità,1,4,Medical professions
"Medicina interna, Specialista Malattie Polmonari",1,4,Medical professions
dirett. Cro-nici,1,4,General commerce & advertising
Osp. Civ.,1,4,Medical professions
Asp. Civile,1,4,Medical professions
Docente malattie del bambini,1,4,Medical professions
compravendita beni agricoli,1,4,General commerce & advertising
Acquisto Alberghi,1,4,General commerce & advertising
Affissioni e pubblicità,1,4,General commerce & advertising
Istituto di Informazioni e Investigazioni,1,4,General commerce & advertising
Agenzie di pagno,1,4,General commerce & advertising
Soc. Elenchi Abbonati al Telelef. An.,1,4,General commerce & advertising
"Qualsiasi Pratica presso Municipi, Prefetture, Tribunali ed Enti vari, Agenzia d'Affari, Cospista",1,4,General commerce & advertising
Commercio terreni,1,4,General commerce & advertising
Carta da parati e affini,1,4,General commerce & advertising
Uffici,1,4,General commerce & advertising
Costruzione e gestione alberghi,1,4,General commerce & advertising
Disinfestazioni,1,4,General commerce & advertising
Giornali Riviste,1,4,General commerce & advertising
AFFITTI APPARTAMENTI COMPRA - VENDITA AMMINISTRAZIONE,1,4,General commerce & advertising
Comune di S. Elena Gestione Ospedale Civile,1,4,General commerce & advertising
Soc. per Az.,1,4,General commerce & advertising
LEGNAME E IMBALLAGGI,1,4,General commerce & advertising
Officina,1,4,General commerce & advertising
Imposte di consumo,1,4,General commerce & advertising
OFFICINA RIPARAZIONI,1,4,General commerce & advertising
Schedari - Mobili per Uffici - Macchine Contabili,1,4,General commerce & advertising
Imprese lavori,1,4,General commerce & advertising
Imprese e pompe funebri,1,4,General commerce & advertising
Banco di Interesse Nazionale,1,4,General commerce & advertising
Lavori pubblici in genere,1,4,General commerce & advertising
La Mercantile Azienda Veneta Rappresentanze Commerciali Industriali,1,4,General commerce & advertising
Magazzini di deposito,1,4,General commerce & advertising
Costruzioni Edili,1,4,"Industrial, technical & construction trades"
affitti appartamenti vuoti e ammobilitati,1,4,General commerce & advertising
s.r.l.,1,4,General commerce & advertising
"RADIORIPARAZIONI A DOMICILIO, NOLEGGIO RADIOGRAMMFONI",1,4,General commerce & advertising
S. A. Fondiaria Italiana,1,4,General commerce & advertising
S. in nome collettivo,1,4,General commerce & advertising
Società per Azioni,1,4,General commerce & advertising
Riparazioni autoveicoli,1,4,General commerce & advertising
Segnalazioni luminose,1,4,General commerce & advertising
Spettacoli educativi e morali,1,4,General commerce & advertising
Mazzagni Fasolato,1,4,General commerce & advertising
"Affitti, Appartamenti, Compravendita Case, Terrei, Dent, Immobili",1,4,General commerce & advertising
gestione S. A.,1,4,General commerce & advertising
Gesitone S. A. «I. C. S. A.»,1,4,General commerce & advertising
gestione S. A. «I. C. S. A.»,1,4,General commerce & advertising
gestione Furlan cav. Giovanni,1,4,General commerce & advertising
"Impianti Telefoni Automatici Interni, Autorizzata dall'Azienda di Stato",1,4,General commerce & advertising
diret. uff. del Registro,1,4,General commerce & advertising
ing. Sez. Corpo del Genio Civile,1,4,General commerce & advertising
segretaria Istituto Universitario di Economia e Comm. Cà Foscari,1,4,General commerce & advertising
Capitale sociale L. 150.000.000,1,4,General commerce & advertising
Accomandita Gestioni,1,4,General commerce & advertising
Azienda Generale (carrozzieri,1,4,General commerce & advertising
Azienda Generale Italiana Petrolii,1,4,General commerce & advertising
Casa Italiana Rappresentanze Depositi affini C.I.R.L.A.,1,4,General commerce & advertising
Azienda Immobiliare Anonima,1,4,General commerce & advertising
Fid. Prova-della (V.U.V.),1,4,General commerce & advertising
informazioni commerciali,1,4,General commerce & advertising
Avogado degli Azzoni,1,4,General commerce & advertising
Medico Chirurgo Riceve dalle ore 15 alle ore 18,1,4,General commerce & advertising
Industria dello spettacolo,1,4,General commerce & advertising
Società di Assicurazioni,1,4,General commerce & advertising
"Istituto di Informazioni e di Investigazioni, Ricerche, agenzia d'informazioni e investigazioni",1,4,General commerce & advertising
Azienda Agricola,1,4,General commerce & advertising
o. pensione,1,4,General commerce & advertising
Sostituto Proc. Tribunale Civile e Penale,1,4,Legal & professional titles
Ispettore Istituto Aut. per le case popolari,1,4,General commerce & advertising
legatoria di Libri,1,4,"Visual, decorative arts & antiques"
Associazione,1,4,Religious & civic institutions
Imprese ed Appalti Vari,1,4,General commerce & advertising
Imprese ed Appalti,1,4,General commerce & advertising
Pres. Soc. Ven. della (IFSE),1,4,General commerce & advertising
segreteria Istituto Universitarlo Economía e Com. Ca' Foscari,1,4,Education & academic institutions
Banca Nazionale del Lavoro,1,4,"Property, banking & insurance businesses"
"Istituto Universitario di Economia e Commercio, Ca' Foscari",1,4,Education & academic institutions
Istituto Nazionale per il Commercio Estero,1,4,General commerce & advertising
Amm. Imposte di Consumo del Comune,1,4,General commerce & advertising
Gestione P. Y. Socimezarea,1,4,General commerce & advertising
curato autonomo,1,4,Religious & civic institutions
Bibliotecc 1. stituto Universitario Economia Commercio Co Foscar.,1,4,General commerce & advertising
Patrocinatore legale,1,4,Legal & professional titles
Istituto Ortopedioco Elioteropico,1,4,Medical professions
medicina generale-Ospedale Civile,1,4,General commerce & advertising
"Gespppe Vec-tore s. N., Società mineraria",1,4,General commerce & advertising
I. Archiviasti del Genio Civile,1,4,General commerce & advertising
Compagnia Immobiliare Edile,1,4,General commerce & advertising
gestione ICSA,1,4,General commerce & advertising
gestione SPES,1,4,General commerce & advertising
"Soc. per Az. a. r. 1., electrica e idraulica",1,4,General commerce & advertising
impresa Edile,1,4,General commerce & advertising
Segretario Società Costruzioni Bincionaro,1,4,General commerce & advertising
comprvendita immobili,1,4,General commerce & advertising
Segret. presso la Corte d'Appello,1,4,General commerce & advertising
"Geometra, prin.e del Genio Civile",1,4,General commerce & advertising
Revisore dei Cont.,1,4,Legal & professional titles
imp::e(.9 ed appalti,1,4,General commerce & advertising
impresa-edile,1,4,"Industrial, technical & construction trades"
"consigliere Istituto Univers. di Economia e Commerico, C'a Foscari",1,4,General commerce & advertising
imprese Edili,1,4,General commerce & advertising
impresario edile,1,4,General commerce & advertising
Ass. Imprese Elettriche Veneto Adriatiche,1,4,General commerce & advertising
impresa edili,1,4,General commerce & advertising
Società Immobiliare,1,4,General commerce & advertising
Rivendita giornalai,1,4,General commerce & advertising
Istituto Zambler,1,4,General commerce & advertising
Forniture e Rappresentanze Articoli tecnici di Actis Caporale Letizia,1,4,General commerce & advertising
Specialista Malattie Veneree e della Pelle,1,4,General commerce & advertising
per azioni,1,4,General commerce & advertising
Reparto Compart. di Mobilitazione,1,4,General commerce & advertising
Istituto Univers,1,4,General commerce & advertising
casa e editrice,1,4,General commerce & advertising
 della Prev. Sociale,1,4,General commerce & advertising
pres Lega R:9,1,4,General commerce & advertising
Banca Popolare di Novara,1,4,"Property, banking & insurance businesses"
Soc. Acc. Sempl. Mobili (Negozio),1,4,General commerce & advertising
ed L. Merline e C.,1,4,General commerce & advertising
 impresa edile,1,4,General commerce & advertising
lavori municipalizzati,1,4,General commerce & advertising
Giudice: Tribunale Civile e Penale,1,4,Legal & professional titles
Cinema (agenzia noleggio film),1,4,General commerce & advertising
Medico generale,1,4,Medical professions
medicina generale | Osp. Infettivi,1,4,General commerce & advertising
Consigliere Isttautiz Aut. per le case poplari,1,4,General commerce & advertising
Ispettrice Gener. Opera Pia; Asili di Carità per l'Infanzia,1,4,General commerce & advertising
vic. intend. dell’Intendenza di Finanza,1,4,General commerce & advertising
agenzia d’affari,1,4,General commerce & advertising
Reggente Uff. Ist. Naz. Ass. Malattia ai Lavoratori,1,4,General commerce & advertising
Ingegn. Primo n° 7,1,4,General commerce & advertising
imprese edili,1,4,General commerce & advertising
Cimiteri Comunali,1,4,"Governance, civic administration & institutional titles"
"Ispett. 2,  Clas. Off",1,4,General commerce & advertising
Società Anonima,1,4,General commerce & advertising
"Distribuzione e l'ispezione di giornali, Distribuzione giornali, Distribuzione Libri",1,4,General commerce & advertising
"Istituto Universitario di Economia e Commercio, Ca Foscari",1,4,Education & academic institutions
compravendita,1,4,"Property, banking & insurance businesses"
Specialisti in malattie oculari,1,4,Medical professions
Contabili ecc.,1,4,General commerce & advertising
"Società Italiana Cinemato-grafia, Soc. a r. l., cinema (aggenzi noleggio film)",1,4,General commerce & advertising
Soc. a.r. l.,1,4,General commerce & advertising
"cav. not., IV Rep. Poste e Telegrafi, ",1,4,General commerce & advertising
"Istituto Federale delle Casse di Risparmio delle Venezie,",1,4,General commerce & advertising
mediatori generali,1,4,Legal & professional titles
PSC. Soc. Ven. dell (UITIS),1,4,General commerce & advertising
Uff. Prov. Statistica Economica Agricola,1,4,General commerce & advertising
P.esqnd. Automobile Club d’Italia,1,4,General commerce & advertising
Agenzia Bufolo Gina,1,4,General commerce & advertising
informazioni comm.,1,4,General commerce & advertising
Tenenza delle Legioni Territ. Guardia di Finanza 44 tre,1,4,General commerce & advertising
"Ispett. Riparto Telegrafo Uff. Impianti Elettrici e di Segnalamento, Ferrovia dello Stato",1,4,General commerce & advertising
Pres. Reg. della (F.I.S.I.),1,4,General commerce & advertising
Cooperato',1,4,General commerce & advertising
"Rappresentanze Industriali, Commerciali ed affini",1,4,General commerce & advertising
Consigliere Istituto Aut. per le case popolari,1,4,General commerce & advertising
Impresa Lavori,1,4,General commerce & advertising
Istituto Nazionale per l'Addestramento Professionale Lavoratori dell'Industria,1,4,General commerce & advertising
Imprese Edile,1,4,General commerce & advertising
Divisione Ragioneria,1,4,General commerce & advertising
s. r. Compien venditti automobilie,1,4,General commerce & advertising
Societa immobiliare,1,4,"Property, banking & insurance businesses"
Investimenti Fondiari e Commercioli,1,4,General commerce & advertising
Ispet. Capo Amm. Imposte Consumo del Comune,1,4,General commerce & advertising
"Società automezzi Roma, automoleggi Automosport",1,4,General commerce & advertising
Tribunale del Minorenni,1,4,Legal & professional titles
Tribunale Civile e Penale,1,4,Legal & professional titles
Società Carburanti Italiana Anonima,1,4,General commerce & advertising
Comm. Aggi.,1,4,General commerce & advertising
Immobiliare,1,4,"Property, banking & insurance businesses"
Capitale Lire 60.000.000,1,4,General commerce & advertising
"Soc. R. Rappresentanze e Attività affini, case editric",1,4,General commerce & advertising
società di assicurazioni,1,4,"Property, banking & insurance businesses"
Soc. Coop. Muranese di Consumo,1,4,General commerce & advertising
attività immobiliari,1,4,"Property, banking & insurance businesses"
Soc. Industriale es. Marco,1,4,General commerce & advertising
rappresentanze commerciali,1,4,General commerce & advertising
Società mobiliare immobiliare e agricola,1,4,"Property, banking & insurance businesses"
Società mineraria immobile,1,4,"Property, banking & insurance businesses"
Attività immobiliare,1,4,General commerce & advertising
Acquisto fabbricati e aziende agricole,1,4,General commerce & advertising
Agricoltura R.I.A.C.,1,4,General commerce & advertising
compra vendita immobili,1,4,General commerce & advertising
impresa pompe funebri,1,4,General commerce & advertising
reprezntanze varie,1,4,
attività immobiliare,1,4,"Property, banking & insurance businesses"
"Soc. per Az. Odorico Odorico, ,",1,4,General commerce & advertising
Soc. per Az. Rossi Tranquillo,1,4,General commerce & advertising
comperavendita immobili,1,4,General commerce & advertising
Società Autorimessa Roma,1,4,General commerce & advertising
Società Italo-Oriental d’idrogenco,1,4,General commerce & advertising
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,4,General commerce & advertising
Prov. Servizio Impianti Sportivi,1,4,General commerce & advertising
 Invest. Legione Territ. Guardia di Finanza,1,4,General commerce & advertising
"Uf. Cont'avvenzioni, ",1,4,General commerce & advertising
Ispett. Comp. delle Tasse e delle II. DD. sugli Affari,1,4,General commerce & advertising
Ispett. Sanità,1,4,Medical professions
Servizio,1,4,General commerce & advertising
segretario Istituto C. T. universitario di Economia e Comm.,1,4,General commerce & advertising
Istituto Aut. per le case popolari,1,4,General commerce & advertising
(Società per la Gestione),1,4,General commerce & advertising
Scuola Infermiere della Croce Rossa Italiana,1,4,Medical professions
Istituto Universitario di Architett.,1,4,Education & academic institutions
servizi,1,4,General commerce & advertising
pensione (dipendenza Excelsior),1,4,General commerce & advertising
Geometra principale del Genio Civile,1,4,General commerce & advertising
Ispett. Contabile Am,1,4,General commerce & advertising
Instituto Universi di Economia e Commerc,1,4,General commerce & advertising
 Camera ricorso Legione Territ. Guardia di Finanza,1,4,General commerce & advertising
Ispett. Reg.,1,4,General commerce & advertising
Capo Uff. Stampa e Propag.,1,4,General commerce & advertising
officium industria,1,4,General commerce & advertising
presso la Corte d’Appello,1,4,General commerce & advertising
 interni,1,4,General commerce & advertising
Insegnanti Circolo Filologico,1,4,General commerce & advertising
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,4,General commerce & advertising
articoli sanitari,1,4,General commerce & advertising
compra-vendita,1,4,"Property, banking & insurance businesses"
SUDDIVISIONE DEGLI UFFICI,1,4,General commerce & advertising
Ufficio Contravvenzioni,1,4,General commerce & advertising
Esattore dell'imposta di soggiorno,1,4,General commerce & advertising
Sezione Città,1,4,General commerce & advertising
Sezione Terraferma,1,4,General commerce & advertising
Sezione Amministrativa,1,4,General commerce & advertising
UFFICIO IMPOSTA GENERALE SULL'ENTRATA,1,4,General commerce & advertising
Camera Ricovero Legion.,1,4,General commerce & advertising
Nucleo polizia Trib. invest.,1,4,General commerce & advertising
"Succ. n. 5, Titolare",1,4,General commerce & advertising
Rappresentanza della Camera di Commercio,1,4,General commerce & advertising
Applicata straordinaria,1,4,General commerce & advertising
Storia economica,1,4,Education & academic institutions
Diritto commerciale,1,4,Education & academic institutions
Statistica,1,4,Education & academic institutions
Scienza delle finanze e diritto finanziario,1,4,General commerce & advertising
Economie e politica agraria,1,4,General commerce & advertising
Tecnica del commercio internazionale,1,4,Education & academic institutions
Diritto internazionale,1,4,Education & academic institutions
Matematica generale e di Matematica finanziaria,1,4,Education & academic institutions
Tecnica bancaria e professionale,1,4,Education & academic institutions
Istituzioni di diritto pubblico,1,4,Education & academic institutions
Istituzioni di diritto privato,1,4,Education & academic institutions
Demografia generale,1,4,Education & academic institutions
Diritto aeronautico,1,4,Education & academic institutions
Statistica economica,1,4,Education & academic institutions
Storia economica (incar.),1,4,Education & academic institutions
Statistica (incar.),1,4,Education & academic institutions
Diritto pubblico,1,4,Education & academic institutions
Diritto privato,1,4,Education & academic institutions
Scienze delle ze e diritto finanziario,1,4,General commerce & advertising
Matematica finanziaria,1,4,Education & academic institutions
Diritto e procedura penale,1,4,Education & academic institutions
Storia delle dottrine economiche,1,4,General commerce & advertising
Contabilita di Stato,1,4,Education & academic institutions
Diritto civile,1,4,Education & academic institutions
Elementi di diritto e procedura penale,1,4,Education & academic institutions
Tecnica amministrativi delle aziende industriali,1,4,Education & academic institutions
Tecnica commerciale e bancaria,1,4,Education & academic institutions
Elementi di diritto processuale civile,1,4,Education & academic institutions
"Ragioneria generale applicata, Economia aziendale",1,4,Education & academic institutions
Laboratorio di Geografia economica,1,4,Education & academic institutions
Laboratorio di Economia politica — Francesco Ferrera,1,4,Education & academic institutions
Laboratorio di Politica economica e finanziari,1,4,Education & academic institutions
Laboratorio di Scienza delle finanze e diritto finanziario,1,4,Education & academic institutions
Scienze e Matematica,1,4,General commerce & advertising
ISTITUTO CONVITTO « G. MARCONI »,1,4,General commerce & advertising
Contabile,1,4,Legal & professional titles
Chirurgia I,1,4,Medical professions
Gabinetto radiologico,1,4,Medical professions
Farmacìa esterna,1,4,Medical professions
Economati,1,4,General commerce & advertising
Canonici residenziali (teolog.),1,4,Religious & civic institutions
Canonici residenziali (penitenz),1,4,Religious & civic institutions
Canonici residenziali,1,4,Religious & civic institutions
Assistenza,1,4,General commerce & advertising
COMITATO OLIMPICO NAZIONALE ITALIANO,1,4,"Governance, civic administration & institutional titles"
Fed. It. di Atletica Leggera (FIDAL),1,4,"Governance, civic administration & institutional titles"
Unione Velocipedistica It (UVI),1,4,"Governance, civic administration & institutional titles"
"Studio di Ragiione ria, Consulenza ed Assistenza Tributaria. Telef. 28.042.",1,4,General commerce & advertising
Specialista Malattie Lattanti e Bambini,1,4,Medical professions
Ditta Fiorin Pietro,1,4,General commerce & advertising
Accademico,1,4,General commerce & advertising
Compravendita immobili,1,4,"Property, banking & insurance businesses"
Compra-vendita,1,4,"Property, banking & insurance businesses"
Commissione Direttiva del Circolo Artistico,1,4,General commerce & advertising
Concessionaria per le reclandiazioni circolari,1,4,General commerce & advertising
Istituto Nazionale per l'Assie. contro gli Infortuni sul Lavoro,1,4,General commerce & advertising
"Ispettore di Zona, Azienda di Stato per i servizi Telefonici",1,4,General commerce & advertising
già Suce Guetta Società An.,1,4,General commerce & advertising
gestione S. A. ICSA,1,4,General commerce & advertising
Ispettrice Reale Infermiere Volont. Croce Rossa Italiana,1,4,Medical professions
UFFICIO DEL REGISTRO ATTI CIVILI,1,4,General commerce & advertising
UFFICIO REGISTRO ATTI GIUDIZIARI E CONCESSIONI GOVERNATIVE,1,4,General commerce & advertising
UFFICIO DEL REGISTRO SUCCESSIONI E DEMANIO,1,4,General commerce & advertising
UFFICIO IMPOSTA IN SURROGAZIONE,1,4,General commerce & advertising
ISPETTORATO COMPARTIMENTALE DELLE DOGANE,1,4,General commerce & advertising
Organizmatore,1,4,General commerce & advertising
Categoria XXII,1,4,General commerce & advertising
Ufficio Rappresentanza Prodotti Italiani URPI,1,4,General commerce & advertising
vendita immobili,1,4,"Property, banking & insurance businesses"
In. dell’intendenza di finanza,1,4,General commerce & advertising
casa di cura fdm.,1,4,General commerce & advertising
gestione tCSAn,1,4,General commerce & advertising
I.Q prof. titol. un. post,1,4,General commerce & advertising
autoligenzio e straflutione sa,1,4,General commerce & advertising
"Ispez., di Ia Cl. Sicz. Larovici di Venezia, Ferrovec dello Stato, Direzione S. Luca",1,4,General commerce & advertising
Lavoro (ANPI),1,4,General commerce & advertising
Specialista,1,4,General commerce & advertising
dirett. uff. distrett. delle Imposte Dirette,1,4,General commerce & advertising
AFFITTI-APPARTAMENTI CASE,1,4,General commerce & advertising
impresa edile e appalti vari,1,4,General commerce & advertising
 Atti giud. e conlesso governativo,1,4,General commerce & advertising
Geludio Civile,1,4,General commerce & advertising
Federaz. Cooperative,1,4,General commerce & advertising
esperto materie amministrative,1,4,General commerce & advertising
Deputazione Borsa valori,1,4,General commerce & advertising
UNIONE REGIONALE CAMERE DI COMMERCIO DELLE VENEZIE,1,4,General commerce & advertising
ISTITUTO NAZIONALE PER IL COMMERCIO ESTERO,1,4,General commerce & advertising
Ufficio Stranieri,1,4,General commerce & advertising
Seconda Divisione,1,4,General commerce & advertising
Divisione III.a,1,4,General commerce & advertising
Maggiore di P.S. in S.P.E.,1,4,General commerce & advertising
Titolare,1,4,General commerce & advertising
Scienze naturali chimica e geografia,1,4,Education & academic institutions
segretario Istituto Univers. di Economia e Commercio,1,4,General commerce & advertising
Sezione specializzata di Zootecnia,1,4,General commerce & advertising
al Porto di Venezia,119,5,"Maritime, shipping & transport"
trattoria,81,5,Hospitality & dining
Specialità veneziane,74,5,Hospitality & dining
osteria,60,5,Hospitality & dining
Commissariato di S. Elena,52,5,"Governance, civic administration & institutional titles"
BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,24,5,Religious & civic institutions
RISTORANTE,21,5,Hospitality & dining
Trattoria,21,5,Hospitality & dining
specialità veneziane,21,5,Hospitality & dining
Osteria,15,5,Hospitality & dining
Vanoni Ezio,10,5,
albergo e ristorante,9,5,Hospitality & dining
Alberghi,8,5,Hospitality & dining
albergo,8,5,Hospitality & dining
