canonical_label,frequency,cluster_id,category_name
detergents,3,4,Wholesale & agricultural suppliers
Syrups,3,4,Wholesale & agricultural suppliers
Antiseptic products,3,4,Medical professions
Edible oils,3,4,Wholesale & agricultural suppliers
Soap,3,4,Wholesale & agricultural suppliers
eggs,3,4,Wholesale & agricultural suppliers
Food industry,3,4,Wholesale & agricultural suppliers
threshing,3,4,Wholesale & agricultural suppliers
Fish and seafood,3,4,Wholesale & agricultural suppliers
chemical industry,2,4,Industrial & electrical trades
candle making,2,4,Wholesale & agricultural suppliers
liquid fuels,2,4,Industrial & electrical trades
liquors,2,4,Wholesale & agricultural suppliers
alcohol,2,4,Wholesale & agricultural suppliers
Agricultural products,2,4,Wholesale & agricultural suppliers
bottling,2,4,Wholesale & agricultural suppliers
Agricultural materials,2,4,Wholesale & agricultural suppliers
bitumen,2,4,Industrial & electrical trades
detergents and soaps,2,4,Wholesale & agricultural suppliers
Petroleum products,2,4,Industrial & electrical trades
Pest control products,2,4,Medical professions
Seafood,2,4,Wholesale & agricultural suppliers
Plant Fibers,2,4,Industrial & electrical trades
Plastic materials,2,4,Industrial & electrical trades
fried food and cooked goods,2,4,Wholesale & agricultural suppliers
"flowers, plants, and seeds",2,4,Wholesale & agricultural suppliers
ice,2,4,Wholesale & agricultural suppliers
ice sales,2,4,Wholesale & agricultural suppliers
Sulfur,2,4,Industrial & electrical trades
coal (importers and producers),2,4,Industrial & electrical trades
Seeds,2,4,Wholesale & agricultural suppliers
Paper bags,2,4,Industrial & electrical trades
coffee substitutes,2,4,Wholesale & agricultural suppliers
liquor,2,4,Wholesale & agricultural suppliers
Food Products,2,4,Wholesale & agricultural suppliers
oil industry,2,4,Wholesale & agricultural suppliers
oils,2,4,Industrial & electrical trades
Import/Export Fruits and Vegetables,2,4,Wholesale & agricultural suppliers
Chemical sales,2,4,Industrial & electrical trades
Drug processing,2,4,Industrial & electrical trades
vinegar,2,4,Wholesale & agricultural suppliers
Insecticides,2,4,Medical professions
Fish farming,2,4,Wholesale & agricultural suppliers
Coatings,2,4,Industrial & electrical trades
pharmaceutical representation,2,4,Medical professions
pasta production,2,4,Wholesale & agricultural suppliers
perfume representative,2,4,"Fashion, textiles & personal goods retail"
pharmaceutical products,2,4,Medical professions
Carbonated Water,2,4,Wholesale & agricultural suppliers
Fertilizers,2,4,Industrial & electrical trades
Caviar,2,4,Wholesale & agricultural suppliers
sausage casings,2,4,Wholesale & agricultural suppliers
meats,2,4,Wholesale & agricultural suppliers
Lead products,2,4,Industrial & electrical trades
Canned Fruits and Vegetables,2,4,Wholesale & agricultural suppliers
Fertilizers and Pesticides,2,4,Industrial & electrical trades
syrups and liqueurs,1,4,Wholesale & agricultural suppliers
consumption tax,1,4,Wholesale & agricultural suppliers
coal importers and producers,1,4,Industrial & electrical trades
coffee,1,4,Wholesale & agricultural suppliers
coffee industry,1,4,Wholesale & agricultural suppliers
starch products,1,4,Wholesale & agricultural suppliers
colonial detergents and soaps,1,4,Wholesale & agricultural suppliers
various packaging,1,4,Wholesale & agricultural suppliers
vegetarian food,1,4,Wholesale & agricultural suppliers
bituminous lubricants,1,4,Wholesale & agricultural suppliers
antiseptic products,1,4,Medical professions
wholesale grains and oils,1,4,Wholesale & agricultural suppliers
wine and food representative,1,4,Wholesale & agricultural suppliers
dairy products,1,4,Wholesale & agricultural suppliers
tobacco manufacturing,1,4,Wholesale & agricultural suppliers
chemical products trade,1,4,Industrial & electrical trades
chemical products representative,1,4,Industrial & electrical trades
candle and related products,1,4,Wholesale & agricultural suppliers
dairy and cheese,1,4,Wholesale & agricultural suppliers
olive oil press,1,4,Wholesale & agricultural suppliers
herbal medicine,1,4,Medical professions
ice cream,1,4,Wholesale & agricultural suppliers
import-export agricultural products,1,4,Wholesale & agricultural suppliers
Agricultural Statistics,1,4,Wholesale & agricultural suppliers
pearl production and trade,1,4,Wholesale & agricultural suppliers
pearls (trade),1,4,Wholesale & agricultural suppliers
pellet manufacturing,1,4,Wholesale & agricultural suppliers
packaging materials,1,4,Industrial & electrical trades
Agricultural Products,1,4,Wholesale & agricultural suppliers
industrial products,1,4,Wholesale & agricultural suppliers
meat processing,1,4,Wholesale & agricultural suppliers
legumes,1,4,Wholesale & agricultural suppliers
Agricultural Trade,1,4,Wholesale & agricultural suppliers
lubricants,1,4,Wholesale & agricultural suppliers
mineral water,1,4,Wholesale & agricultural suppliers
mineral trade,1,4,Industrial & electrical trades
minerals,1,4,Industrial & electrical trades
Animal Feed,1,4,Wholesale & agricultural suppliers
Ammunition,1,4,Wholesale & agricultural suppliers
salami,1,4,Wholesale & agricultural suppliers
salted pastries,1,4,Wholesale & agricultural suppliers
sanitary products and pharmaceuticals,1,4,Medical professions
seafood,1,4,Wholesale & agricultural suppliers
Animal feed,1,4,Wholesale & agricultural suppliers
gasoline,1,4,Industrial & electrical trades
gas industry,1,4,Industrial & electrical trades
fuels and oils,1,4,Wholesale & agricultural suppliers
fuel company,1,4,Industrial & electrical trades
fryer and food,1,4,Wholesale & agricultural suppliers
porcelain and cleaning products,1,4,Wholesale & agricultural suppliers
perfumes and related,1,4,"Fashion, textiles & personal goods retail"
petroleum products,1,4,Wholesale & agricultural suppliers
pharmaceuticals,1,4,Wholesale & agricultural suppliers
flowers and plants,1,4,Wholesale & agricultural suppliers
processed and raw nuts,1,4,Wholesale & agricultural suppliers
products and commerce,1,4,Wholesale & agricultural suppliers
food distribution,1,4,Wholesale & agricultural suppliers
food preservation industry,1,4,Wholesale & agricultural suppliers
fruit,1,4,Wholesale & agricultural suppliers
preserved fish,1,4,Wholesale & agricultural suppliers
food products (commerce),1,4,Wholesale & agricultural suppliers
foodstuffs,1,4,Wholesale & agricultural suppliers
food products representative,1,4,Wholesale & agricultural suppliers
Barley,1,4,Wholesale & agricultural suppliers
Bath Products,1,4,Wholesale & agricultural suppliers
Herbal and Food Company,1,4,Wholesale & agricultural suppliers
"Grocery, Chemical Products",1,4,Wholesale & agricultural suppliers
Fish and shellfish,1,4,Wholesale & agricultural suppliers
Food distribution,1,4,Wholesale & agricultural suppliers
Food assistance,1,4,Wholesale & agricultural suppliers
Food Exchange,1,4,Wholesale & agricultural suppliers
Gasoline,1,4,Wholesale & agricultural suppliers
Gas Industry,1,4,Wholesale & agricultural suppliers
Fuels and Lubricants,1,4,Industrial & electrical trades
Fruits and Vegetables,1,4,Wholesale & agricultural suppliers
Fruit and Vegetables,1,4,Wholesale & agricultural suppliers
Fossil fuels,1,4,Wholesale & agricultural suppliers
Baking Aromas,1,4,Wholesale & agricultural suppliers
Malt,1,4,Wholesale & agricultural suppliers
Legumes,1,4,Wholesale & agricultural suppliers
Lime,1,4,Wholesale & agricultural suppliers
Italian products representation,1,4,Wholesale & agricultural suppliers
Ice Trade,1,4,Wholesale & agricultural suppliers
Horse meat,1,4,Wholesale & agricultural suppliers
Horse Meat,1,4,Wholesale & agricultural suppliers
Coloring products,1,4,Wholesale & agricultural suppliers
Carbonated Water Industry,1,4,Wholesale & agricultural suppliers
Chemical Products Representation,1,4,Industrial & electrical trades
Edible oils (trade),1,4,Wholesale & agricultural suppliers
Film materials,1,4,Wholesale & agricultural suppliers
Dairy Production,1,4,Wholesale & agricultural suppliers
Cured Meats,1,4,Wholesale & agricultural suppliers
Corks,1,4,Industrial & electrical trades
Cork Processing,1,4,Industrial & electrical trades
Cooked Meats and Offal,1,4,Wholesale & agricultural suppliers
Dry port,1,4,Wholesale & agricultural suppliers
Dried Flax,1,4,Industrial & electrical trades
Denatured Alcohol,1,4,Wholesale & agricultural suppliers
Spirits,1,4,Wholesale & agricultural suppliers
Solid and liquid fuels,1,4,Industrial & electrical trades
Solid and Liquid Fuels,1,4,Wholesale & agricultural suppliers
Soap Sales,1,4,Wholesale & agricultural suppliers
Sweet flavors,1,4,Wholesale & agricultural suppliers
Sugar factories,1,4,Wholesale & agricultural suppliers
Stoves,1,4,Industrial & electrical trades
Sausage,1,4,Wholesale & agricultural suppliers
Wine and oil,1,4,Wholesale & agricultural suppliers
Yeast,1,4,Wholesale & agricultural suppliers
Toxic gases,1,4,Industrial & electrical trades
Tobacco manufacturing,1,4,Wholesale & agricultural suppliers
Varieties,1,4,Wholesale & agricultural suppliers
Odorico Company,1,4,Wholesale & agricultural suppliers
Nitrogen Fertilizers,1,4,Industrial & electrical trades
Paraffin,1,4,Industrial & electrical trades
Packaging,1,4,Wholesale & agricultural suppliers
Olives,1,4,Wholesale & agricultural suppliers
Olive pressing equipment,1,4,Wholesale & agricultural suppliers
Meat processing,1,4,Wholesale & agricultural suppliers
Medicinal Herbs,1,4,Medical professions
Mineral Oils,1,4,Industrial & electrical trades
Mining and agriculture,1,4,Wholesale & agricultural suppliers
Mineral water,1,4,Wholesale & agricultural suppliers
Rice production,1,4,Wholesale & agricultural suppliers
Refinery and storage,1,4,Wholesale & agricultural suppliers
Pharmaceutical representation,1,4,Medical professions
Plants and seeds,1,4,Wholesale & agricultural suppliers
Plants and Seeds,1,4,Wholesale & agricultural suppliers
Pharmaceutical products,1,4,Medical professions
Perfumer,1,4,"Fashion, textiles & personal goods retail"
Perfume processing,1,4,"Fashion, textiles & personal goods retail"
Perfume,1,4,"Fashion, textiles & personal goods retail"
Pearl Production and Trade,1,4,Wholesale & agricultural suppliers
Preserved Meats,1,4,Wholesale & agricultural suppliers
Preserves,1,4,Wholesale & agricultural suppliers
Poultry,1,4,Wholesale & agricultural suppliers
Shipping company,352,5,"Maritime, shipping & transport"
Sales and mobilization,186,5,"Maritime, shipping & transport"
Port of Venice,119,5,"Maritime, shipping & transport"
shipping company,47,5,"Maritime, shipping & transport"
boat rental,31,5,"Maritime, shipping & transport"
postal office,31,5,"Maritime, shipping & transport"
State Railways,29,5,"Maritime, shipping & transport"
Shipping and Transport,26,5,"Maritime, shipping & transport"
Shipping agencies,20,5,"Maritime, shipping & transport"
Messengers,20,5,"Maritime, shipping & transport"
Naval recoveries,19,5,"Maritime, shipping & transport"
Maritime transport,18,5,"Maritime, shipping & transport"
Shipping Company,14,5,"Maritime, shipping & transport"
Raincoats,13,5,"Maritime, shipping & transport"
Printing Services,12,5,"Maritime, shipping & transport"
Transportation,11,5,"Maritime, shipping & transport"
transportation,11,5,"Maritime, shipping & transport"
Transportation services,11,5,"Maritime, shipping & transport"
Boat rental,11,5,"Maritime, shipping & transport"
sales,11,5,"Maritime, shipping & transport"
Shipping Agency,10,5,"Maritime, shipping & transport"
Shipping and transport,9,5,"Maritime, shipping & transport"
Maritime services,8,5,"Maritime, shipping & transport"
ships,7,5,"Maritime, shipping & transport"
Price commission,7,5,"Maritime, shipping & transport"
Ship Suppliers,6,5,"Maritime, shipping & transport"
River and Lagoon Transport,6,5,"Maritime, shipping & transport"
River transport,6,5,"Maritime, shipping & transport"
Maritime and Land Transport,6,5,"Maritime, shipping & transport"
Maritime brokers,5,5,"Maritime, shipping & transport"
funeral services,5,5,"Maritime, shipping & transport"
Porters,5,5,"Maritime, shipping & transport"
Import/export,5,5,"Maritime, shipping & transport"
Trade,5,5,"Maritime, shipping & transport"
maritime cooperative,4,5,"Maritime, shipping & transport"
Labor Services,4,5,"Maritime, shipping & transport"
shipping and transportation,4,5,"Maritime, shipping & transport"
Maritime Transport,3,5,"Maritime, shipping & transport"
Maritime recovery,3,5,"Maritime, shipping & transport"
unspecified trade,3,5,"Maritime, shipping & transport"
supplies,3,5,"Maritime, shipping & transport"
Exports,3,5,"Maritime, shipping & transport"
shipping agency,3,5,"Maritime, shipping & transport"
Shipping agency,3,5,"Maritime, shipping & transport"
Sewage Services,3,5,"Maritime, shipping & transport"
temporary workers,3,5,"Maritime, shipping & transport"
Funeral Supplies,3,5,"Maritime, shipping & transport"
Transport Agency,3,5,"Maritime, shipping & transport"
Transport services,2,5,"Maritime, shipping & transport"
Transport and Tourism,2,5,"Maritime, shipping & transport"
Maritime supplies,2,5,"Maritime, shipping & transport"
Maritime suppliers,2,5,"Maritime, shipping & transport"
automotive transport,2,5,"Maritime, shipping & transport"
Supplies for Various Entities,2,5,"Maritime, shipping & transport"
Sails and Flags,2,5,"Maritime, shipping & transport"
fuel supply,2,5,"Maritime, shipping & transport"
Port works,2,5,"Maritime, shipping & transport"
Temporary Workers,2,5,"Maritime, shipping & transport"
Naval and Industrial Supplies,2,5,"Maritime, shipping & transport"
Telecommunications,2,5,"Maritime, shipping & transport"
Shipping,2,5,"Maritime, shipping & transport"
commerce and processing,2,5,"Maritime, shipping & transport"
commerce,2,5,"Maritime, shipping & transport"
railway administration,2,5,"Maritime, shipping & transport"
newspaper distribution,2,5,"Maritime, shipping & transport"
porters,2,5,"Maritime, shipping & transport"
telecommunications,2,5,"Maritime, shipping & transport"
towing company,2,5,"Maritime, shipping & transport"
shipowners,2,5,"Maritime, shipping & transport"
military supply,2,5,"Maritime, shipping & transport"
Lagoon navigation,2,5,"Maritime, shipping & transport"
mobile unit,2,5,"Maritime, shipping & transport"
Luggage services,2,5,"Maritime, shipping & transport"
subscription,1,5,"Maritime, shipping & transport"
customs office,1,5,"Maritime, shipping & transport"
sewage exploration,1,5,"Maritime, shipping & transport"
shipping and landings,1,5,"Maritime, shipping & transport"
shipping and transport,1,5,"Maritime, shipping & transport"
customs,1,5,"Maritime, shipping & transport"
coal trade,1,5,"Maritime, shipping & transport"
coal trading company,1,5,"Maritime, shipping & transport"
shipping,1,5,"Maritime, shipping & transport"
ship recovery,1,5,"Maritime, shipping & transport"
telegram services,1,5,"Maritime, shipping & transport"
water magistrate,1,5,"Maritime, shipping & transport"
bicycle and motorcycle rentals,1,5,"Maritime, shipping & transport"
bicycle and motorcycle rental,1,5,"Maritime, shipping & transport"
utilities provider,1,5,"Maritime, shipping & transport"
telephone service,1,5,"Maritime, shipping & transport"
trading,1,5,"Maritime, shipping & transport"
train station,1,5,"Maritime, shipping & transport"
car rental,1,5,"Maritime, shipping & transport"
unknown trade,1,5,"Maritime, shipping & transport"
transportation services,1,5,"Maritime, shipping & transport"
transportation materials,1,5,"Maritime, shipping & transport"
translation services,1,5,"Maritime, shipping & transport"
transport and recovery union,1,5,"Maritime, shipping & transport"
transport and shipping,1,5,"Maritime, shipping & transport"
transport company,1,5,"Maritime, shipping & transport"
transport organization,1,5,"Maritime, shipping & transport"
transport services,1,5,"Maritime, shipping & transport"
transportation and shipping,1,5,"Maritime, shipping & transport"
transportation authority,1,5,"Maritime, shipping & transport"
transportation company,1,5,"Maritime, shipping & transport"
Air Transport,1,5,"Maritime, shipping & transport"
import/export,1,5,"Maritime, shipping & transport"
pearl trade,1,5,"Maritime, shipping & transport"
maritime supplier,1,5,"Maritime, shipping & transport"
maritime recovery,1,5,"Maritime, shipping & transport"
maritime enterprises,1,5,"Maritime, shipping & transport"
maintenance services,1,5,"Maritime, shipping & transport"
luggage handlers,1,5,"Maritime, shipping & transport"
maritime broker,1,5,"Maritime, shipping & transport"
maritime authority,1,5,"Maritime, shipping & transport"
naval supplies,1,5,"Maritime, shipping & transport"
labor services,1,5,"Maritime, shipping & transport"
mobilization department,1,5,"Maritime, shipping & transport"
embarkation and disembarkation,1,5,"Maritime, shipping & transport"
recruitment and mobilization,1,5,"Maritime, shipping & transport"
rafts,1,5,"Maritime, shipping & transport"
railway management,1,5,"Maritime, shipping & transport"
railway police,1,5,"Maritime, shipping & transport"
refrigeration and commerce,1,5,"Maritime, shipping & transport"
sails and flags,1,5,"Maritime, shipping & transport"
river transport,1,5,"Maritime, shipping & transport"
rentals and leasing,1,5,"Maritime, shipping & transport"
port commander,1,5,"Maritime, shipping & transport"
General company (carriage),1,5,"Maritime, shipping & transport"
Funeral services,1,5,"Maritime, shipping & transport"
Funeral Services,1,5,"Maritime, shipping & transport"
Fuel and naval supplies,1,5,"Maritime, shipping & transport"
Land transport,1,5,"Maritime, shipping & transport"
Land and naval installations,1,5,"Maritime, shipping & transport"
Mainland section,1,5,"Maritime, shipping & transport"
Importation,1,5,"Maritime, shipping & transport"
Import/Export,1,5,"Maritime, shipping & transport"
International transport cooperative,1,5,"Maritime, shipping & transport"
International trade technology,1,5,"Maritime, shipping & transport"
Industrial port,1,5,"Maritime, shipping & transport"
Industrial transport services,1,5,"Maritime, shipping & transport"
Complete Supplies,1,5,"Maritime, shipping & transport"
Commerce and Processing,1,5,"Maritime, shipping & transport"
Car rental and towing,1,5,"Maritime, shipping & transport"
Car Rentals,1,5,"Maritime, shipping & transport"
Car Rental and Garage,1,5,"Maritime, shipping & transport"
Boat supplies,1,5,"Maritime, shipping & transport"
Estuary and Marghera section,1,5,"Maritime, shipping & transport"
Embarkation and disembarkation,1,5,"Maritime, shipping & transport"
Drug Trade,1,5,"Maritime, shipping & transport"
Sports Facility Services,1,5,"Maritime, shipping & transport"
Sports Facilities Service,1,5,"Maritime, shipping & transport"
Supply Department,1,5,"Maritime, shipping & transport"
Supplies,1,5,"Maritime, shipping & transport"
Superior customs direction,1,5,"Maritime, shipping & transport"
Storage Facility,1,5,"Maritime, shipping & transport"
Sailing Federation,1,5,"Maritime, shipping & transport"
Shipbuilding and transport,1,5,"Maritime, shipping & transport"
Shipping and subletting,1,5,"Maritime, shipping & transport"
Shipping and landings,1,5,"Maritime, shipping & transport"
Shipping and Transport Agency,1,5,"Maritime, shipping & transport"
Shipping and Navigation,1,5,"Maritime, shipping & transport"
Shipping Cases,1,5,"Maritime, shipping & transport"
Ship brokerage,1,5,"Maritime, shipping & transport"
Services,1,5,"Maritime, shipping & transport"
Service,1,5,"Maritime, shipping & transport"
Waste management,1,5,"Maritime, shipping & transport"
Warehousing,1,5,"Maritime, shipping & transport"
Transportation organization,1,5,"Maritime, shipping & transport"
Transport and naval recovery,1,5,"Maritime, shipping & transport"
Train station,1,5,"Maritime, shipping & transport"
Timekeeping services,1,5,"Maritime, shipping & transport"
Travel Goods,1,5,"Maritime, shipping & transport"
Tugboat Services,1,5,"Maritime, shipping & transport"
Newspaper and Book Distribution,1,5,"Maritime, shipping & transport"
Naval supplies,1,5,"Maritime, shipping & transport"
Oil Merchant,1,5,"Maritime, shipping & transport"
Marriage Services,1,5,"Maritime, shipping & transport"
Maritime station agency,1,5,"Maritime, shipping & transport"
Maritime repair services,1,5,"Maritime, shipping & transport"
Maritime provisioning,1,5,"Maritime, shipping & transport"
Maritime agency management,1,5,"Maritime, shipping & transport"
Maritime Supply,1,5,"Maritime, shipping & transport"
Maritime Supplier,1,5,"Maritime, shipping & transport"
Maritime Services,1,5,"Maritime, shipping & transport"
Maritime Enterprises,1,5,"Maritime, shipping & transport"
Maritime Agency,1,5,"Maritime, shipping & transport"
Moving Services,1,5,"Maritime, shipping & transport"
Military Supplies,1,5,"Maritime, shipping & transport"
Railway records,1,5,"Maritime, shipping & transport"
Railway administration,1,5,"Maritime, shipping & transport"
Railway Entrances,1,5,"Maritime, shipping & transport"
River Navigation,1,5,"Maritime, shipping & transport"
Recovery services,1,5,"Maritime, shipping & transport"
Pilot services,1,5,"Maritime, shipping & transport"
Pest control services,1,5,"Maritime, shipping & transport"
Production and Distribution,1,5,"Maritime, shipping & transport"
Postal Transport,1,5,"Maritime, shipping & transport"
Postal Services,1,5,"Maritime, shipping & transport"
Port Services,1,5,"Maritime, shipping & transport"
Painter,125,6,"Visual, decorative arts & antiques"
professionals and artists,41,6,"Visual, decorative arts & antiques"
Photography,39,6,"Visual, decorative arts & antiques"
art and crafts,39,6,"Visual, decorative arts & antiques"
printing,32,6,"Visual, decorative arts & antiques"
antiques and fine arts,30,6,"Visual, decorative arts & antiques"
decorators and painters,27,6,"Visual, decorative arts & antiques"
decorator and painter,23,6,"Visual, decorative arts & antiques"
paints and varnishes,21,6,"Visual, decorative arts & antiques"
Artisan Business,21,6,"Visual, decorative arts & antiques"
Glass,18,6,"Visual, decorative arts & antiques"
Painter decorator,16,6,"Visual, decorative arts & antiques"
art objects,15,6,"Visual, decorative arts & antiques"
Art reproductions,15,6,"Visual, decorative arts & antiques"
optical engineering photography,15,6,"Visual, decorative arts & antiques"
Venetian specialists,13,6,"Visual, decorative arts & antiques"
Cutlers and sharpeners,13,6,"Visual, decorative arts & antiques"
Goldsmith,13,6,"Visual, decorative arts & antiques"
Photography articles,12,6,"Visual, decorative arts & antiques"
Female painter,12,6,"Visual, decorative arts & antiques"
Sculptor,11,6,"Visual, decorative arts & antiques"
Marble,11,6,"Visual, decorative arts & antiques"
art academy,10,6,"Visual, decorative arts & antiques"
Printing,10,6,"Visual, decorative arts & antiques"
artistic glass,10,6,"Visual, decorative arts & antiques"
Art academy teacher,9,6,"Visual, decorative arts & antiques"
photography,8,6,"Visual, decorative arts & antiques"
Picture frames,8,6,"Visual, decorative arts & antiques"
Glassware,8,6,"Visual, decorative arts & antiques"
Ceramics,8,6,"Visual, decorative arts & antiques"
artistic furniture,7,6,"Visual, decorative arts & antiques"
Art objects,6,6,"Visual, decorative arts & antiques"
Engravers and Sculptors,6,6,"Visual, decorative arts & antiques"
glassworks,6,6,"Visual, decorative arts & antiques"
applied arts,5,6,"Visual, decorative arts & antiques"
artistic circle,5,6,"Visual, decorative arts & antiques"
Photographer,5,6,"Visual, decorative arts & antiques"
glass and ceramics,5,6,"Visual, decorative arts & antiques"
silverware,5,6,"Visual, decorative arts & antiques"
jewelry,5,6,"Visual, decorative arts & antiques"
Glass Products,4,6,"Visual, decorative arts & antiques"
Enamels,4,6,"Visual, decorative arts & antiques"
floristry,4,6,"Visual, decorative arts & antiques"
Photography Supplies,4,6,"Visual, decorative arts & antiques"
Photographic Materials,4,6,"Visual, decorative arts & antiques"
photographic articles,4,6,"Visual, decorative arts & antiques"
mosaics,4,6,"Visual, decorative arts & antiques"
illustrated postcards,4,6,"Visual, decorative arts & antiques"
Artificial Flowers,4,6,"Visual, decorative arts & antiques"
Lacquered Furniture,4,6,"Visual, decorative arts & antiques"
Art profession,4,6,"Visual, decorative arts & antiques"
antiques,3,6,"Visual, decorative arts & antiques"
Marbles,3,6,"Visual, decorative arts & antiques"
Printing/graphic arts,3,6,"Visual, decorative arts & antiques"
Glass Company,3,6,"Visual, decorative arts & antiques"
Glass Flowers,3,6,"Visual, decorative arts & antiques"
Paints and varnishes,3,6,"Visual, decorative arts & antiques"
Painting services,3,6,"Visual, decorative arts & antiques"
glass and chandeliers,3,6,"Visual, decorative arts & antiques"
photographer,3,6,"Visual, decorative arts & antiques"
Iron Furniture,3,6,"Visual, decorative arts & antiques"
Glass products,3,6,"Visual, decorative arts & antiques"
Underwater Paints,3,6,"Visual, decorative arts & antiques"
Antiques and Fine Arts,3,6,"Visual, decorative arts & antiques"
Stained glass,3,6,"Visual, decorative arts & antiques"
cutler and sharpener,3,6,"Visual, decorative arts & antiques"
Artificial stone,3,6,"Visual, decorative arts & antiques"
art reproductions,3,6,"Visual, decorative arts & antiques"
Artistic ceramics,3,6,"Visual, decorative arts & antiques"
art teacher,2,6,"Visual, decorative arts & antiques"
Art institution,2,6,"Visual, decorative arts & antiques"
Art history,2,6,"Visual, decorative arts & antiques"
Venetian Mirrors,2,6,"Visual, decorative arts & antiques"
Murano Glass,2,6,"Visual, decorative arts & antiques"
Photography supplies,2,6,"Visual, decorative arts & antiques"
Rubber Stamps,2,6,"Visual, decorative arts & antiques"
"goldsmithing, jewelry",2,6,"Visual, decorative arts & antiques"
Artistic Portraits and Industrial Works,2,6,"Visual, decorative arts & antiques"
Artistic portraits,2,6,"Visual, decorative arts & antiques"
Porcelain,2,6,"Visual, decorative arts & antiques"
Artistic gift items,2,6,"Visual, decorative arts & antiques"
engraver,2,6,"Visual, decorative arts & antiques"
Artist,2,6,"Visual, decorative arts & antiques"
decorative design,2,6,"Visual, decorative arts & antiques"
Neutral Glass,2,6,"Visual, decorative arts & antiques"
Artistic Portraits,2,6,"Visual, decorative arts & antiques"
Paints and Varnishes,2,6,"Visual, decorative arts & antiques"
Paints and Coatings,2,6,"Visual, decorative arts & antiques"
Designer,2,6,"Visual, decorative arts & antiques"
painting,2,6,"Visual, decorative arts & antiques"
Earthenware,2,6,"Visual, decorative arts & antiques"
photography studio,2,6,"Visual, decorative arts & antiques"
photojournalism,2,6,"Visual, decorative arts & antiques"
Glassblowing,2,6,"Visual, decorative arts & antiques"
paper trade,2,6,"Visual, decorative arts & antiques"
Graphic Arts,2,6,"Visual, decorative arts & antiques"
Decorators and Painters,2,6,"Visual, decorative arts & antiques"
modeled figure and ornament,2,6,"Visual, decorative arts & antiques"
watercolor and photography,2,6,"Visual, decorative arts & antiques"
stucco,1,6,"Visual, decorative arts & antiques"
Architectural Styles,1,6,"Visual, decorative arts & antiques"
Architectural design,1,6,"Visual, decorative arts & antiques"
ship painting and varnishing,1,6,"Visual, decorative arts & antiques"
silverware and jewelry,1,6,"Visual, decorative arts & antiques"
silverware and gilding,1,6,"Visual, decorative arts & antiques"
costume jewelry,1,6,"Visual, decorative arts & antiques"
stationery and art,1,6,"Visual, decorative arts & antiques"
ship painting and finishing,1,6,"Visual, decorative arts & antiques"
Archaeological museum,1,6,"Visual, decorative arts & antiques"
stamp factory - engraving studio,1,6,"Visual, decorative arts & antiques"
stained glass,1,6,"Visual, decorative arts & antiques"
silverware and watchmaking,1,6,"Visual, decorative arts & antiques"
(photo studios),1,6,"Visual, decorative arts & antiques"
watchmaking and jewelry,1,6,"Visual, decorative arts & antiques"
watchmaking workshop,1,6,"Visual, decorative arts & antiques"
bathroom articles,1,6,"Visual, decorative arts & antiques"
wallpaper and related,1,6,"Visual, decorative arts & antiques"
Art History,1,6,"Visual, decorative arts & antiques"
Art Supplies,1,6,"Visual, decorative arts & antiques"
architectural designer,1,6,"Visual, decorative arts & antiques"
art dealer,1,6,"Visual, decorative arts & antiques"
Art dealer,1,6,"Visual, decorative arts & antiques"
Art archive,1,6,"Visual, decorative arts & antiques"
art gallery,1,6,"Visual, decorative arts & antiques"
artistic glass and prints,1,6,"Visual, decorative arts & antiques"
artistic society,1,6,"Visual, decorative arts & antiques"
artistic portraits,1,6,"Visual, decorative arts & antiques"
artistic objects,1,6,"Visual, decorative arts & antiques"
artistic mills,1,6,"Visual, decorative arts & antiques"
artistic gift items,1,6,"Visual, decorative arts & antiques"
ceramics,1,6,"Visual, decorative arts & antiques"
Academy of Fine Arts,1,6,"Visual, decorative arts & antiques"
ceramic articles,1,6,"Visual, decorative arts & antiques"
terracotta and metal,1,6,"Visual, decorative arts & antiques"
bronze works,1,6,"Visual, decorative arts & antiques"
cabinetmaker,1,6,"Visual, decorative arts & antiques"
decorative carpets,1,6,"Visual, decorative arts & antiques"
industrial painting,1,6,"Visual, decorative arts & antiques"
goldsmith and jewelry,1,6,"Visual, decorative arts & antiques"
goldsmith,1,6,"Visual, decorative arts & antiques"
glassworks and chandeliers,1,6,"Visual, decorative arts & antiques"
pearls and jewelry,1,6,"Visual, decorative arts & antiques"
glassware representative,1,6,"Visual, decorative arts & antiques"
glass products,1,6,"Visual, decorative arts & antiques"
painter decorator,1,6,"Visual, decorative arts & antiques"
paintings,1,6,"Visual, decorative arts & antiques"
marine stones,1,6,"Visual, decorative arts & antiques"
metalwork,1,6,"Visual, decorative arts & antiques"
jeweler,1,6,"Visual, decorative arts & antiques"
interiors,1,6,"Visual, decorative arts & antiques"
glass production,1,6,"Visual, decorative arts & antiques"
glass processing,1,6,"Visual, decorative arts & antiques"
engraving and stamping,1,6,"Visual, decorative arts & antiques"
engravings,1,6,"Visual, decorative arts & antiques"
glass manufacturing,1,6,"Visual, decorative arts & antiques"
rubber stamps and engravings,1,6,"Visual, decorative arts & antiques"
Antique Arts,1,6,"Visual, decorative arts & antiques"
decorator,1,6,"Visual, decorative arts & antiques"
decorative painters,1,6,"Visual, decorative arts & antiques"
earthenware,1,6,"Visual, decorative arts & antiques"
playing cards,1,6,"Visual, decorative arts & antiques"
