Name,Address,Location,Category,Role,Profession,Additional Info,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,Journal,is_provincia,matched_parish,matched_sestiere,matched_lett,all_doors
Bonesso ing. Plino,Fondamenta S. Lucia,Venezia,,Reparto movimento,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Bufa-ale Beltramino,Fondamenta S. Lucia,Venezia,,Riparto Circolaz. Vei. coli.,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Giunchi rag. Turbilio,Fondamenta S. Lucia,Venezia,,"Ispettore, Capo Uff. Contabilità",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Agostinis Leone,Fondamenta S. Lucia,Venezia,,Segreteria e Capo Personale Rip. Utilizzo personale,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Pozzana Giuseppe,Fondamenta S. Lucia,Venezia,,Orari,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Alberti Augusto,Fondamenta S. Lucia,Venezia,,Sotto Capo Ufficio Contabilità,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Druid Giuseppe,Fondamenta S. Lucia,Venezia,,Utilizzazione materiali mer ci,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Villa Giuseppe,Fondamenta S. Lucia,Venezia,,Andamento treni,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Lastucci avv. cav. uff. Gennaro,Fondamenta S. Lucia,Venezia,,"Capo della Sezione ispettore capo, Sezione Commerciale e del Traffico",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Orsi dr. Prof. Mario,Fondamenta S. Lucia,Venezia,,"Sostituto Capo Sezione, Ispettore La Classe",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Amici Grossi dr. Vittorio,Fondamenta S. Lucia,Venezia,,Ispettore La Classe,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Ghezzi Arcangelo,Fondamenta S. Lucia,Venezia,,Capo Gestione la cl.,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Baffo cav. Luigi,Fondamenta S. Lucia,Venezia,,Segretari capi: Contenzioso,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Borato Pietro,Fondamenta S. Lucia,Venezia,,Segretari capi: Segreteria,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Montagna ing cav. Mario,Fondamenta S. Lucia,Venezia,,"Capo della Sezione, Sezione Materiale e Trazione",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Ispett. Ple Scheneti ing. cav. uff. Giuseppe,Fondamenta S. Lucia,Venezia,,Sostituto capo sezione,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Bolognin ing. Carlo,Fondamenta S. Lucia,Venezia,,Ispettori PlI,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Sgreva rag. cav. uff. Tiziano,Fondamenta S. Lucia,Venezia,,Ispettori PlI,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Sacco ing. Francesco,Fondamenta S. Lucia,Venezia,,Ispettore di La classe,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Peretti ing. comm. Ubaldino,Fondamenta S. Lucia,Venezia,,"Capo della sezione, Sezione Lavori di Venezia",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Frezzini ing cav. uff. Ferdinando,Fondamenta S. Lucia,Venezia,,Ispettori Capi,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Padoan ing. cav. uff. Italo,Fondamenta S. Lucia,Venezia,,Ispettori Capi,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Assorbito dall’uff. Corrispondenza e Pacchi,Riva dell'Olio numero 1781,,,Titolare,,,62,page_62_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Riva dell'Olio numero 1781,,no_civic_number,inside_venice,,False,45.4375002,12.3345911,manual_nominatim,9,,,,,,
Momo cav. rag,Riva dell'Olio numero 1781,,,Direttore,,,62,page_62_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Riva dell'Olio numero 1781,,no_civic_number,inside_venice,,False,45.4375002,12.3345911,manual_nominatim,9,,,,,,
De Lorenzo cav. Enrico,Riva dell'Olio numero 1781,,,Direttore,,,62,page_62_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Riva dell'Olio numero 1781,,no_civic_number,inside_venice,,False,45.4375002,12.3345911,manual_nominatim,9,,,,,,
Albanese gr. uff. Giovanni,Ponte della Canonica,Campo dei Frari,,Avvocato dello Stato,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Di Filippo comm. Antenore,Ponte della Canonica,Campo dei Frari,,Vice Avvocato dello Stato,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Nista avv. Armando,Ponte della Canonica,Campo dei Frari,,Sostituto Avvocato dello Stato,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Borgo cav. dr. Mario,Ponte della Canonica,Campo dei Frari,,Aggiunto di Procura,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
"Sioni cav. Emanuele, Capuzzo cav. Ferruccio",Ponte della Canonica,Campo dei Frari,,Archivisti,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Zennaro Giulia,Ponte della Canonica,Campo dei Frari,,Al. Applicati,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Costantini Cesira,Ponte della Canonica,Campo dei Frari,,Al. ord.,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
"Biasetto Massimiliano, Bzaccooschi Crescentino, Carretta Ermenegildo, Barisoni Guglielmo",Ponte della Canonica,Campo dei Frari,,Usceri,Archivio di Stato,CONSORZIO DI BONIFICA— DEL LITORALE DI CAVALLINO,64,page_64_semantic.csv,government,,,,Santa Maria Gloriosa,False,Manually geocoded via Nominatim lookup: Ponte della Canonica,,no_civic_number,inside_venice,"Ponte della Canonica, Venezia, Italy",False,45.43494,12.34056,manual_nominatim,9,,,,,,
Dott. Lino Scabello, Campo dei Carmini 2613,Calle Giustinia,,ISPETTOR. PROV. DELL'AGRICOLTURA,Sezione specializzata di Zootecnia,"COLTIVATORI DIRETTI E MEZZADRI, ,",65,page_65_semantic.csv,government,,,,,False,"Recovered from Role/Profession, geocoded via Nominatim:  Campo dei Carmini 2613, Venezia, Italia",,no_civic_number,inside_venice,,False,45.4337699,12.3220079,role_profession_address_recovery,10,,,,,,
Speri Ing. Mario,Campo S. Stefano,,,Vice Presidente,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Ambrosini ing. Pietro,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Braida gr. uff. Nicola,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Cottica avv. Alberto,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Ghett-ing. Ottaviano,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Maurodini ing. Mario,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Gandini ing. Giorgio,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Nardo ing. Flavio,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Queo-Car. Antonio,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Respi di Cervia ing. Adedoato,Campo S. Stefano,,,Membro,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Cristina dr. Giuseppe,Campo S. Stefano,,,Direttore,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,Santo Stefano,False,Manually geocoded via Nominatim lookup: Campo S. Stefano,,no_civic_number,inside_venice,"Campo San Stefano, Venezia, Italy",False,45.4328097,12.3300846,manual_nominatim,9,,,,,,
Fontana Armando,S. Luca - Calle Bembo,,,Presidente,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Ratti Dr. Donato,S. Luca - Calle Bembo,,,V. Presidente,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Bettinello Comm. Antonio,S. Luca - Calle Bembo,,,V. Presidente,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Accorsi Aldo,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Alverà dr. Luigi,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Caffi Marcello,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Cappellin Manlio,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Friedenberg dr. Mario,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Gaggio Riccardo,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Lunetti Giulio,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Pelizzari Luigi,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Penzin ing. Felice,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Testolini dr. Adelchi,S. Luca - Calle Bembo,,,Consigliere,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Da Molin rag. Domenico,S. Luca - Calle Bembo,,,Revisore dei conti,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Franchi dr. Mario,S. Luca - Calle Bembo,,,Revisore dei conti,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Zavagno cav. Aureliano,S. Luca - Calle Bembo,,,Revisore dei conti,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Gaggio Riccardo,S. Luca - Calle Bembo,,,Cassiere-Economi,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Lorenzini Leonardo,S. Luca - Calle Bembo,,,Segretario,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Del Prà cav. Giacomo,S. Luca - Calle Bembo,Grossisti tessili,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Montagna Giovanni,S. Luca - Calle Bembo,dettaglianti tessili,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Fedel Egidio,S. Luca - Calle Bembo,arredamenti,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Squellati-ni Manlio,S. Luca - Calle Bembo,confezioni,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Pelizzari Luigi,S. Luca - Calle Bembo,,,"mercierie, lingere, maglierie ed affini",Capo di Gruppo o Categoria,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Barbasio Bruno,S. Luca - Calle Bembo,Cappelliere,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Falcier Bruno,S. Luca - Calle Bembo,pelliccerie,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Petulinelli Orazio,S. Luca - Calle Bembo,"articoli sportivi, pelletterie, valigerie ed affini",,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Accorsi Aldo,S. Luca - Calle Bembo,calzolerie,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Lunetti Giulio,S. Luca - Calle Bembo,profumerie e giocattoli,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Testolini dr. Adelchi,S. Luca - Calle Bembo,cartolerie,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Alfieri Vittorio,S. Luca - Calle Bembo,Aligheri,,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Gaggio Gjanni,S. Luca - Calle Bembo,"grossisti, cartai, e cartoni",,Capo di Gruppo o Categoria,AFFITTAVOLI,",",66,page_66_semantic.csv,government,,,,San Luca,False,Manually geocoded via Nominatim lookup: S. Luca - Calle Bembo,,no_civic_number,inside_venice,,False,45.4367016,12.3352261,manual_nominatim,9,,,,,,
Scattferin Bruno,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,arte antica,",",67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Martiniuzzi Giorgio,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,merletti,67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Ceccato Amedeo,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,orologie," argenterie,  orologerie",67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Ratti dr. Donato,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,prodotti siderurgici e metallurgici,",",67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Badida Giovanni,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,materiali ferrosi da riutilizzo,",",67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Pellegrini Giuseppe,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,macchine per ufficio,67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Da Molin rag. Domenico,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,vetro e ceramica,",",67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Tolotti Ferruccio,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,ottica,67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
Ferruzzi Giuseppe,Via Manin,,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,fotografia,67,page_67_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via Manin,,no_civic_number,inside_venice,,False,45.2607,12.2003,manual_nominatim,9,,,,,,
