Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
BANCO di NAPOLI,Calle Galuppi,VENEZIA,Istituti di credito,,,ISTITUTO DI CREDITO DI DIRITTO PUBBLICO | BACINO ORSELO 1122,,,228,page_228_semantic.csv,industria,,,,,False,"Nominatim failed: query=Calle Galuppi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle Galuppi, Venezia, Italy",False,,,no_civic_number,,,,,
Carnelutti Ines,Via Mirkovich 9,Margherita,Latterie,,,Section: Murano,,,232,page_232_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Rafaello Angela,Via Rizzard. 13,S. Margherita,Latterie,,,Section: Murano,,,232,page_232_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Bortolotto Arturo,Castello 6866,Lingerie e maglierie,Lingerie e maglierie,,,Location: Murano,,,236,page_236_semantic.csv,industria,6866.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Chiartin Giovanni,S. Marco 5981,Lingerie e maglierie,Lingerie e maglierie,,,Location: Murano,,,236,page_236_semantic.csv,industria,5981.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Pellizzato Angelo,Tolette 1214,Camicerie da uomo,Camicerie da uomo,,,Location: Murano,,,236,page_236_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ferraboschi Silvio,Via Elettricità 12,Linee per trasporto energia elettrica di trazione e telefoniche,Linee per trasporto energia elettrica di trazione e telefoniche,,,"Impianti Costruzioni Elettriche Industriali,  Tel. 25-647 | Venezia",,,236,page_236_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Alla «Città d'Aosta»,Mercerie del Capitelio 4948,Lingerie e maglierie,Lingerie e maglierie,,,"Camicerie, Lingerie, Biancheria, Mercerie, Telefono 20-733",,,236,page_236_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cappellin Manlio,Mercerie 223-28,Lingerie e maglierie,Lingerie e maglierie,,,Location: Murano,,,236,page_236_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Del Sole Romolo, 8, Nicolò,,,,",",,,238,page_238_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Bonora Gino,Giudecca 2285,Macellerie,Macellerie,,,",",,,240,page_240_semantic.csv,industria,2285.0,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
De Sansuane Giuseppina,S. Marco 6878,Macellerie,Macellerie,,,",",,,240,page_240_semantic.csv,industria,6878.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Soc. An. Cooperative Lavoratori Interni,S. Luc. 4152,Venezia,Macellazione,,,",",,,240,page_240_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Saccà Edoardo,Via Carducci 78,Macellerie,Macchine utensili,,,Mestre,,,240,page_240_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
AGENZIA P. BORTOLUZZI,San Luca 4162,Venezia,Macellerie,,,Amministrazione immobili,,,240,page_240_semantic.csv,industria,4162.0,,,San Luca,False,Nominatim failed: query=None | type=nan class=nan,False,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Patron Guido,Via Cavalletti 67,Mest.,Agenzie di trasporto,,,",",,,241,page_241_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
ARTI GRAFICHE ESPERIA,Sant’ Apniona 3379,VENEZIA,Agenzie di trasporto,,,Arti Grafiche,,,241,page_241_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dudse,"Sant’ Apniona 3379, Via XXII Marzo, 2288",Macellerie,VENEZIA,,,OFFICINA RIPARAZIONI MACCCHINE PER SCRIVERE,,,241,page_241_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Elettromeccanica Fantini,"Via F. Lippi, 32",Milano,Materiale elettromeccanico,,,"Agente: Luigi Jasgher, Venezia, Castello, S. Lio 5885, Tel. 26964",,,245,page_245_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Soc. An. « UVELA »,S. Marco 6284,S. Croce,refrattari e laterizi,,,Category: Materiali da costruzione,,,246,page_246_semantic.csv,industria,6284.0,,SAN MARCO,,False,"Nominatim failed: query=Sestiere San Marco, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Sestiere San Marco, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Torzo Giacomo,"C. Can.ciano, 6000",S. Croce,refrattari e laterizi,,,Category: Materiali da costruzione,,,246,page_246_semantic.csv,industria,6000.0,,SANTA CROCE,,False,"Nominatim failed: query=Calle Canzian, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Calle Canzian, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Romor F.lli,"Mercerie del Capitello, Telef. 20-641","Mercerie, Mode, Serteríe, Linerie, Confezioni",Camicerie da uomo,,,"filati ed affini,",,,248,page_248_semantic.csv,industria,,,,,False,"Nominatim failed: query=Mercerie del Capitello, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Mercerie del Capitello, Venezia, Italy",False,,,no_civic_number,,,,,
Fratelli ZAN,S. Basegio 1677 C,VENEZIA,FABBRICA,,,LAVORAZIONE MOBILI ANTICHI E MODERNI,,,251,page_251_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa di San Basegio, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Basegio, Venezia, Italy",False,,,no_civic_number,,,,,
Zarbato Romeo & C. (Ditta),Via Torre Belfredo 36, Riva del Vin,,,,"MOBILI USATI, Mobili all’Arredamento. Mobili di qualsiasi tipo,  arredamenti Completi,  Negozio di vendita,  Mostra permanente: S. Fosca,  Calle Zancani,  2433 A. | Rialto",,,252,page_252_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Polo Aldo,Cannaregio 6896,Noleggio imbarcazioni,Noleggio imbarcazioni,,,Category: Morocicli,,,256,page_256_semantic.csv,industria,6896.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Dalla Pietà Lucia,Campo S. Agostino 2293,Noleggio imbarcazioni,Noleggio imbarcazioni,,,Category: Morocicli,,,256,page_256_semantic.csv,industria,,,,,False,"Nominatim failed: query=Campo San Agostino, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Campo San Agostino, Venezia, Italy",False,,,no_civic_number,,,,,
Gambarissi Luigi,S. Fosca 2422,Noleggio imbarcazioni,Noleggio imbarcazioni,,,Category: Morocicli,,,256,page_256_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa di San Fosca, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Fosca, Venezia, Italy",False,,,no_civic_number,,,,,
S. A. « Serenissima »,SS. Filippo e Giacomo 4245,Noleggio imbarcazioni,Noleggio imbarcazioni,,,Category: Morocicli,,,256,page_256_semantic.csv,industria,4245.0,,,San Giacomo dell'Orio,False,"Nominatim failed: query=Chiesa dei Santi Filippo e Giacomo, Venezia, Italy | type=place_of_worship class=amenity",False,number_not_in_reference,inside_venice,"Chiesa dei Santi Filippo e Giacomo, Venezia, Italy",False,,,number_not_in_reference,,,,,
Campbell Antonio,Piazza Umberto I,Officine industria alluminio,,,,"Officine industria alluminio, ",,,256,page_256_semantic.csv,industria,,,,,False,"Nominatim failed: query=Piazza Umberto I, Venezia, Italy | type=square class=place",False,no_civic_number,inside_venice,"Piazza Umberto I, Venezia, Italy",False,,,no_civic_number,,,,,
Aurora Raffiniera S. A.,"Ca Shibicni 40, S. Marina 6108",Officine meccaniche metallurgiche e costruzioni in ferro,Officine meccaniche metallurgiche e costruzioni in ferro,,,"Officine meccaniche metallurgiche e costruzioni in ferro, | Meccanica veneziana costruzioni Export",,,256,page_256_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Baldo G.,"Ca Shibicni 40, S. Marina 6108",Venezia,Officine meccaniche metallurgiche e costruzioni in ferro,,,Category: Morocicli,,,256,page_256_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Berengo F.lli,"Ca Shibicni 40, S. Marina 6108", Via Torre Belfredo,,,,"Mestre, Officine meccaniche metallurgiche e costruzioni in ferro,  Telefono 50-0-47 | Premiata Officina Meccanica",,,256,page_256_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Olivetti lnc. G. & C. S.p.A.,"Bacino Orceolo, 1418",Venezia,Filiale di Venezia,,," Telefono 24-118,  Macchine per scrivere da ufficio e portatili,  Macchine contabili,  Schedeni visibili orizzontali synthesis",,,258,page_258_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Codognotto Attilio,S. Marcu 1295,Giudecca,"Oreficerie, Gioiellerie",,,"grassi lubrificanti,",,,261,page_261_semantic.csv,industria,1295.0,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Scarpa V. e Bon G.,S. Bartolomeo 5396,Giudecca,"Oreficerie, Gioiellerie",,,"grassi lubrificanti,",,,261,page_261_semantic.csv,industria,5396.0,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Quintavalle Enrico,S. Polo 9,Giudecca,Orologerie,,,"grassi lubrificanti,",,,261,page_261_semantic.csv,industria,,,SAN POLO,,False,"Nominatim failed: query=Giudecca, Venezia, Italy | type=island class=place",False,no_civic_number,inside_venice,"Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Ardenghi Luigi,Cann. 8370,Marittima,Osterie,,,"industriale,  scientifica,",,,262,page_262_semantic.csv,industria,8370.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
S.A.S. Certette C. e. Cronotecnia,"Via Lonel, 40, Torino",Marittima,Orologeria tecnica,,," industriale,  scientifica, Orologeria Tecnica Industriale Scientifica. Officina per costruzioni. Meccaniche di Alta Precisione.",,,262,page_262_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Società Italiana Ossigeno ed altri gas,Via Miranese 5,Giudecca,Ossigeno,,,"per uso industriale, depositi",,,262,page_262_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Giudecca, Venezia, Italy | type=island class=place",False,no_civic_number,inside_venice,"Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
d'use,VIA XVII Marzo n. 2225,Venezia,Osterie,,,OFFICINA RIPARAZIONI MAOOHINE PER SORIVERE,,,262,page_262_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Salviato Maria,Castello, Calle delle Razze,Agenzie di trasporto,,,"industriale,  scientifica,",,,263,page_263_semantic.csv,industria,,,CASTELLO,,False,"Nominatim failed: query=Calle delle Razze, Castello, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle delle Razze, Castello, Venezia, Italy",False,,,no_geocodable_address,,,,,
Bardelle S. A.,"Merceria dell'Orologio, 263",Venezia,Foto - Ottica,,,Laboratorio modernamente attrezzato per la fabbricazione e riparazione di qualsiasi occhiale,,,263,page_263_semantic.csv,industria,,,,,False,"Nominatim failed: query=Merceria dell'Orologio, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Merceria dell'Orologio, Venezia, Italy",False,,,no_civic_number,,,,,
Regini Fratelli," ""Castello 5615 S. Marco 585""",Palloncini alla veneziana,Agenzie di trasporto,,,Mestre,,,264,page_264_semantic.csv,industria,5615.0,S,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Riva Serafino," ""Spada-na 1700""",Palloncini alla veneziana,Agenzie di trasporto,,,Mestre,,,264,page_264_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
SAN GIORGIO Società Ind. per Az.,"""Spada-na 1700""", Sestri,—Agenzia di Padova: Ditta Michele Tripletti,,,"Corso dei Popolo,  1"",  Telefono 42-587, Strumenti vari per oftalmologia. Binocoli prismatici e Galileiani,  Obbiettivi per proiezioni cinematografiche,  Apparecchi fotografici ed accessori per fotografa,  Lenti per occhiali. | ""Genova",,,264,page_264_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Tonnato Celso,"""Ponte Baratieri, 718""",Palloncini alla veneziana,Agenzie di trasporto,,,"Ottica,  Fotografa",,,264,page_264_semantic.csv,industria,,,,,False,"Nominatim failed: query=Ponte Baratieri, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Ponte Baratieri, Venezia, Italy",False,,,no_civic_number,,,,,
Istituti di Pena,Giudecca 375,Giudecca,Panifici,,,Mestre,,,265,page_265_semantic.csv,industria,375.0,,GIUDECCA,,False,"Nominatim failed: query=Istituti di Pena, Giudecca, Venezia, Italy | type=nan class=nan",False,interpolation_distance_exceeded,inside_venice,"Istituti di Pena, Giudecca, Venezia, Italy",False,,,interpolation_distance_exceeded,,,,,
Bolzanella Angelo,V Chiesa 475,Trivignano,Panifici,,,Mestre,,,265,page_265_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cittato Luigi,Calle Osalvia 8,S. Elena,Panifici,,,Mestre,,,265,page_265_semantic.csv,industria,,,SANT'ELENA,,False,"Nominatim failed: query=Calle Osalvia, Sestiere di Sant'Elena, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle Osalvia, Sestiere di Sant'Elena, Venezia, Italy",False,,,no_civic_number,,,,,
Nardi Alessandro,Via Zambelli 1,Marghiera,Panifici,,,Mestre,,,265,page_265_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
«S.A.E.» Società Applicazioni Elettrotecniche,Fill Siliprandl Chiesa & C., Milano, Via Lario,,," 16 Strumenti per la misura,  la regolazione a la registrazione delle temperature,  Agente: Luigi Jagher,  Venezia,  Castello,  S. Lio 5685,  Tel. 26-894, ",,,270,page_270_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Potenz Giuseppe e Attilio,Dorsoduro 4721,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,,,"benzina e derivati,",,,271,page_271_semantic.csv,industria,4721.0,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
De Luigi Eugenio,S. Boldo 2271,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,,,"benzina e derivati,",,,271,page_271_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa di San Boldo, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Boldo, Venezia, Italy",False,,,no_civic_number,,,,,
Mattinazzi Giovanni,Ma.ghera v. degli Antoni 35,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,,,"benzina e derivati,",,,271,page_271_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pedrocco Piero,"Via Cappuccina, 22",Camicerie da uomo,,,,"benzina e derivati,",,,271,page_271_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
"Pagliarin Francesco, Impresa Pompe Funebri","Via Giacinto Gallina, 6145",Pompe funebri,"Premiata Fabbrica Casse Mortuarie Comunali di Lusso, Assortimento Fannli e Portaforrl m Bronzo, Croci in Marmo per Campi Comunli, Tel. (giorno e notte) n. 23.070",,,"benzina e derivati,",,,271,page_271_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
d.u@s.e. ,VENEZIA - Via XXII Marzo 2288,Macchine per scrivere - Calcolatrici - Duplicatori,Macchine per scrivere - Calcolatrici - Duplicatori,,,"OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI, Telefono n. 25.889",,,271,page_271_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Amelia Radia,Campiello Mosca N. 4 B,Santa Croce,VENEZIA,,,"motopompe,  elettropompe,",,,274,page_274_semantic.csv,industria,,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Rossi Mario,S. Marco, Calle Balloni,Refrettari,,,",",,,280,page_280_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_geocodable_address,,,,,
Agenzia Filippini Antonio,Palazzo Poste,San Marco,Refrettari,,,Category: Rappresentanze varie,,,280,page_280_semantic.csv,industria,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo Poste, Venezia, Italy | type=post_office class=amenity",False,no_civic_number,inside_venice,"Palazzo Poste, Venezia, Italy",False,,,no_civic_number,,,,,
AGENZIA P. BORTOLUZZI,San Luca 4182,VENEZIA,Refrettari,,,"AFFITTI APPARTAMENTI,  VENDITA AMMINISTRAZIONE case e terreni edili immobili, Tel. 23-432",,,280,page_280_semantic.csv,industria,4182.0,,,San Luca,False,Nominatim failed: query=None | type=nan class=nan,False,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
RIV Officina di Villar Perosa,Campo Mam 4251,Giudecca,Registratori di cassa,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,4251.0,,GIUDECCA,,False,"Nominatim failed: query=Campo Mam, Giudecca, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Campo Mam, Giudecca, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Orio Emilio,"calle Piòtà, 3685",Giudecca,"Sfute, Cucino economiche, Fabbrica Letti, Reti, Brande Turche, Bragola, Telef. 27-283",,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,3685.0,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Leardini Ignazio,"Fond. S. Lorenzo, 5107",Giudecca,"Guanti, Pizzi, Ricami a mano, Esportazione, Telefono 25-812",,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,5107.0,,GIUDECCA,,False,"Nominatim failed: query=Fondamenta San Lorenzo, Giudecca, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Fondamenta San Lorenzo, Giudecca, Venezia, Italy",False,,,no_numeric_bounds,,,,,
"Aster Detective, Istituto di Informazioni e di Investigazioni, Ricerche","San Stefano, Corte delle Pizzocchere 3515",Giudecca,Ricerche,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,3515.0,,GIUDECCA,Santo Stefano,False,"Nominatim failed: query=Corte delle Pizzocchere, San Stefano, Giudecca, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Corte delle Pizzocchere, San Stefano, Giudecca, Venezia, Italy",False,,,no_numeric_bounds,,,,,
S. A. Registratori di Cassa National,calle dei Fuseri,Giudecca,Registratori di cassa,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lucheece Achille,"Giudecca, Corte Grandi",Giudecca,Recuperi navali,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Corte Grandi, Giudecca, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Corte Grandi, Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Pagan Giuseppe Officne Navali Meccaniche Veneziane,Giudecca Sacca Fisola,Giudecca,Recuperi navali,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Sacca Fisola, Giudecca, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Sacca Fisola, Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Radonicich G.,Calle Vallaresso,Giudecca,Rimorchatori,,,"Generi alimentari,",,,281,page_281_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Calle Vallaresso, Giudecca, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle Vallaresso, Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Antica Trattoria « Al Colombo »,Gran Viale 8,"S. Luca, calle del Teatro Goldoni",Ristoranti,,,"Conduttore Cozzi Bernardo, Vasto e freschissimo ambiente all'aperto. Sale par banchetti. Cucina Veneziana sceltissima, Prezzi modici, Il sito più centrale di Venezia, Tel. 22-627",,,282,page_282_semantic.csv,industria,,,,San Luca,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Nadi Antonia,S. Croce 6841,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,6841.0,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Buonaviglia Francesco,Cann. 6824,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,6824.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Gasparo Angelina,S. Elena Calle Oslaiva 7-1,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gasparro Roma,Calle Furlani 3269,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gatti Elvira,Tolenti 119,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Grandesso Luigia,fdm. Rosso 2519,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,"Nominatim failed: query=Fondamenta Rosso, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Fondamenta Rosso, Venezia, Italy",False,,,no_civic_number,,,,,
Graff Rosina,Rio Terrà Farsetti 1465,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Nardini Olga,Frezzeria 731,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Nave Emma,S. Marina 6102,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pasini Antonia,Madonna dell’Orto 397,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa della Madonna dell'Orto, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa della Madonna dell'Orto, Venezia, Italy",False,,,no_civic_number,,,,,
Rossetti Amabile,S. Ermenia 988,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Tarchio Angela,Calle della Testa 5368,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vescovo Giulia,S. Elena Calle Pasubio,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,SANT'ELENA,,False,"Nominatim failed: query=Sestiere Sant'Elena, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Sestiere Sant'Elena, Venezia, Italy",False,,,no_civic_number,,,,,
Agostini Luciano,S. Ido 5753,Campalto,Macchine per scrivere,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Bortolazzo Antonio,Campalto via Chiesa,Campalto,Strti da uomo,,,Ristoranti,,,286,page_286_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Caforio Giovanni,S. Marco, Ponte dell'Angelo,S. Marco,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,SAN MARCO,L'Angelo,False,"Nominatim failed: query=Ponte dell'Angelo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Ponte dell'Angelo, Venezia, Italy",False,,,no_geocodable_address,,,,,
