occupation,frequency,cluster_id
Case da Gioco,1,3
Gassogeni,1,3
Orologi,1,3
Turaccioli,1,3
Conterie ar-pe-le,1,3
Traslochi,1,3
edicola,1,3
notai1o,1,3
barberie,1,3
avvocate,1,3
Dursto Militare,1,3
otorinolaringoiatra,1,3
pellicterie,1,3
risandamento e fumisteria,1,3
lo porta orlat. uff. nostra generale sull’entrata,1,3
carbonia,1,3
Tendomna Volante Legione Ferrit,1,3
automoleggio,1,3
pesce crostacei,1,3
notato,1,3
libri antichi,1,3
Orzo,1,3
(già Pardo e Bassani),1,3
agnuni,1,3
lavandoria e steria,1,3
autoriparatori,1,3
aggiusta maturittima rimorchiatore,1,3
INSETTICIDI,1,3
ristor ante,1,3
cas erni animali,1,3
(gab. inetti di posa),1,3
Ruga Giuffa,1,3
osteitrico,1,3
bottiglieriа,1,3
Capo divisione,1,3
esperto scienze guerriere,1,3
colonnello medico,1,3
Supplente,1,3
arte antica,1,3
cuoi ed affini,1,3
detàglian- ti legna e charbonc,1,3
religione,1,3
Cappellano-curato,1,3
Medicina generale,222,4
Vendita e Mobilizzi,186,4
CIMITERI COMUNALI,139,4
MEDICI DELLA PROVINCIA,120,4
medicina generale,96,4
Imprese ed appalti vari,45,4
impresa edile,45,4
avvocato,36,4
Ing. A. Carretta e Geom. M. Monopoli,33,4
Compra - vendita Immobili,32,4
Ufficio postale,31,4
Società immobiliari,31,4
ASSOCIAZIONE REGIONALE VENETA PER LA TUTELA DELLE VITTIME DEL FASCISMO,30,4
Case di Cura,25,4
Commerciale,25,4
Lavoro,23,4
Società di assicurazioni,23,4
COSTRUZIONI EDILI ED AFFINI,22,4
Istituti di credito,22,4
IMPRESA ARTIGIANA,21,4
Annessa alla Comunità Israelitica,20,4
DISINFESTAZIONI UNIVERSALI,20,4
Società immobiliare,20,4
Avvocato,19,4
Assicurazioni,18,4
commercialista,18,4
casa editrice,18,4
Archivio di Stato,18,4
PENSIONI,17,4
STABILIMENTO GRAFICO,17,4
Azienda,16,4
Società in NOME COLLETTIVO,15,4
assicurazioni,15,4
Specialisti veneziane,13,4
Affitti Appartamenti,13,4
Insegne e cartelli reclame,12,4
SCIENTIFICA E MAGISTRALE,12,4
IL GAZZETTINO,11,4
Scuole Elementari,10,4
PARROCCHIE E SUCCURSALI,10,4
Società mobiliari e agricole,9,4
Compra-vendita immobili,9,4
Articoli Sanitari e Affini,8,4
Agenzia Nazionale Stampa Associata,8,4
OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,7,4
Attività varie,7,4
Acquisto e conduzione,7,4
Mediatori,7,4
Commercialista,7,4
Impresa edile,7,4
compravendita immobili,7,4
Soc. An. d'Acquisto di materiali,7,4
Cooperatore,7,4
Commissione del Listino,7,4
Agenzie e d'affari,6,4
Imprese di Costruzioni,6,4
Banco di Sicilia,6,4
ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,6,4
Agenzia - INTREV,6,4
ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,5,4
SOCIETA' CANOTTIERI BUCIUNTORO,5,4
Disinfezioni,5,4
Pubblicità,5,4
Medicina Generale,5,4
imprese ed appalti vari,5,4
Avv.,5,4
Applicati,5,4
presso Camera del Lavoro,4,4
ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,4,4
SPORT OLIMPICI,4,4
Category: Provvianza e Credito,4,4
GUÏDA COMMERCIALE DI VENEZIA E PROVINCIA,4,4
legatoria di libri,4,4
Impresa Edile,4,4
Ospedale Civile,4,4
Applicata,4,4
Economia politica,4,4
"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",4,4
Attività Immobiliari in genere,3,4
Bilancie,3,4
Carta da impacco,3,4
Case Editrici,3,4
Società mobiliare e agricola,3,4
compra-vendita immobili,3,4
Mediatore,3,4
CONSORZIO DI BONIFICA DESE SUPERIORE,3,4
Applicato,3,4
Ragioneria generale ed applicata,3,4
Geografia economica,3,4
"SCIENTIFICA E MAGISTRALE,",3,4
Educazione fisica,3,4
CASINO DI COMMERCIO,3,4
Giornalista professionista,3,4
Corpo del Genio Civile,2,4
ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,2,4
ISTITUTO VITTORIO ALFIERI,2,4
IST. PROVINCIALE DEGLI ESPOSTI,2,4
SOCIETA ITALIANA DEGLI AUTORI ED EDITORI,2,4
Applicati di Prima,2,4
Applicati di Seconda,2,4
Osp. Civile,2,4
Category: Comunicazioni interne,2,4
Acquisto,2,4
Agenzie di pubblicità,2,4
Approvvigionamenti,2,4
Forniture enti vari,2,4
Imprese immobiliari,2,4
Istituti d'informazioni e di investigazioni,2,4
MOBILI DI LUSSO E COMUNI,2,4
agenzia d'affari,2,4
Pensione,2,4
rivendita,2,4
"Medicina Generale, Dott. Medicina",2,4
Ass. dei Commercianti,2,4
medico generale,2,4
Giudice Tribunale Civile e Penale,2,4
acquisto costruzioni immobili,2,4
compra.vendita immobili,2,4
Soc. An. Condizione Immobilit,2,4
Società ITMA,2,4
Impresa,2,4
DIREZIONE LAVORI E SERVIZI PUBBLICI,2,4
DIREZIONE SERVIZI DI IGIENE E DI ASSISTENZA PUBBLICA,2,4
Economato,2,4
Politica economica e finanziaria,2,4
Diritto del lavoro,2,4
Diritto amministrativo,2,4
Diritto processuale civile,2,4
Primi Archivisti,2,4
Istruzione,2,4
Protocollo Archivio,2,4
DIREZIONE LOTTO,2,4
I. Ragioniere,2,4
Ufficio Stampa,2,4
Squadra Mobile,2,4
Ispettori PlI,2,4
Officina riparazioni,1,4
GIUNTA PROV. AMMINISTRATIVA,1,4
Assicurazioni Generali,1,4
Ufficio Deposito,1,4
Stabilimento I. N. A.,1,4
"Uffici Finanziari di Mirano,",1,4
Ufficio Idrografico,1,4
Lavoratore,1,4
Corsi vari di istruzione professionale per artigiani e operai in tutto il Veneto,1,4
Ufficio di assistenza economica,1,4
Sezione Autonoma di Credito per le Piccole Industrie e l’Artigianato,1,4
Ufficio Commissionario Industrie e Artigiane con Mostre campionarie permanenti di prodotti tipici dell’artigianato e delle piccole industrie venete,1,4
Biblioteca di consultazione per artigiani e piccoli industriali (aperto tutti i giorni feriali nelle ore d’Ufficio),1,4
ISTIT. MAGISTRALE PARIFICATO,1,4
SCUOLA MAGISTRALE RICONOSCIUTA,1,4
SCUOLA MEDIA PARIFICATA,1,4
ISTITUTO ITALIANO RAVA',1,4
ISTITUTO SUORE DI NEVERS,1,4
"Assistenza infermi a domicilio,  diurna e notturna.",1,4
Infermiere,1,4
Fed. Ginnastica d'Italia (FGDI),1,4
Unione It. Tiro a Segno (UITS),1,4
"Pres. Reg., Fed. It. Sport Invernali (FISI)",1,4
Fed. It Gioco Calcio (FIGC),1,4
presso Lega Reg.,1,4
Dirett. Sport.,1,4
Ispett. di Cantiere,1,4
Federazione delle Federazioni Sportive,1,4
Specialista Malattie Pelle e Veneree,1,4
IspetL Sanità,1,4
"Medicina interna, Specialista Malattie Polmonari",1,4
dirett. Cro-nici,1,4
Osp. Civ.,1,4
Asp. Civile,1,4
Docente malattie del bambini,1,4
compravendita beni agricoli,1,4
Acquisto Alberghi,1,4
Affissioni e pubblicità,1,4
Istituto di Informazioni e Investigazioni,1,4
Agenzie di pagno,1,4
Soc. Elenchi Abbonati al Telelef. An.,1,4
"Qualsiasi Pratica presso Municipi, Prefetture, Tribunali ed Enti vari, Agenzia d'Affari, Cospista",1,4
Commercio terreni,1,4
Carta da parati e affini,1,4
Uffici,1,4
Costruzione e gestione alberghi,1,4
Disinfestazioni,1,4
Giornali Riviste,1,4
AFFITTI APPARTAMENTI COMPRA - VENDITA AMMINISTRAZIONE,1,4
Comune di S. Elena Gestione Ospedale Civile,1,4
Soc. per Az.,1,4
LEGNAME E IMBALLAGGI,1,4
Officina,1,4
Imposte di consumo,1,4
OFFICINA RIPARAZIONI,1,4
Schedari - Mobili per Uffici - Macchine Contabili,1,4
Imprese lavori,1,4
Imprese e pompe funebri,1,4
Banco di Interesse Nazionale,1,4
Lavori pubblici in genere,1,4
La Mercantile Azienda Veneta Rappresentanze Commerciali Industriali,1,4
Magazzini di deposito,1,4
Costruzioni Edili,1,4
affitti appartamenti vuoti e ammobilitati,1,4
s.r.l.,1,4
"RADIORIPARAZIONI A DOMICILIO, NOLEGGIO RADIOGRAMMFONI",1,4
S. A. Fondiaria Italiana,1,4
S. in nome collettivo,1,4
Società per Azioni,1,4
Riparazioni autoveicoli,1,4
Segnalazioni luminose,1,4
Spettacoli educativi e morali,1,4
Mazzagni Fasolato,1,4
"Affitti, Appartamenti, Compravendita Case, Terrei, Dent, Immobili",1,4
gestione S. A.,1,4
Gesitone S. A. «I. C. S. A.»,1,4
gestione S. A. «I. C. S. A.»,1,4
gestione Furlan cav. Giovanni,1,4
"Impianti Telefoni Automatici Interni, Autorizzata dall'Azienda di Stato",1,4
diret. uff. del Registro,1,4
ing. Sez. Corpo del Genio Civile,1,4
segretaria Istituto Universitario di Economia e Comm. Cà Foscari,1,4
Capitale sociale L. 150.000.000,1,4
Accomandita Gestioni,1,4
Azienda Generale (carrozzieri,1,4
Azienda Generale Italiana Petrolii,1,4
Casa Italiana Rappresentanze Depositi affini C.I.R.L.A.,1,4
Azienda Immobiliare Anonima,1,4
Fid. Prova-della (V.U.V.),1,4
informazioni commerciali,1,4
Avogado degli Azzoni,1,4
Medico Chirurgo Riceve dalle ore 15 alle ore 18,1,4
Industria dello spettacolo,1,4
Società di Assicurazioni,1,4
"Istituto di Informazioni e di Investigazioni, Ricerche, agenzia d'informazioni e investigazioni",1,4
Azienda Agricola,1,4
o. pensione,1,4
Sostituto Proc. Tribunale Civile e Penale,1,4
Ispettore Istituto Aut. per le case popolari,1,4
legatoria di Libri,1,4
Associazione,1,4
Imprese ed Appalti Vari,1,4
Imprese ed Appalti,1,4
Pres. Soc. Ven. della (IFSE),1,4
segreteria Istituto Universitarlo Economía e Com. Ca' Foscari,1,4
Banca Nazionale del Lavoro,1,4
"Istituto Universitario di Economia e Commercio, Ca' Foscari",1,4
Istituto Nazionale per il Commercio Estero,1,4
Amm. Imposte di Consumo del Comune,1,4
Gestione P. Y. Socimezarea,1,4
curato autonomo,1,4
Bibliotecc 1. stituto Universitario Economia Commercio Co Foscar.,1,4
Patrocinatore legale,1,4
Istituto Ortopedioco Elioteropico,1,4
medicina generale-Ospedale Civile,1,4
"Gespppe Vec-tore s. N., Società mineraria",1,4
I. Archiviasti del Genio Civile,1,4
Compagnia Immobiliare Edile,1,4
gestione ICSA,1,4
gestione SPES,1,4
"Soc. per Az. a. r. 1., electrica e idraulica",1,4
impresa Edile,1,4
Segretario Società Costruzioni Bincionaro,1,4
comprvendita immobili,1,4
Segret. presso la Corte d'Appello,1,4
"Geometra, prin.e del Genio Civile",1,4
Revisore dei Cont.,1,4
imp::e(.9 ed appalti,1,4
impresa-edile,1,4
"consigliere Istituto Univers. di Economia e Commerico, C'a Foscari",1,4
imprese Edili,1,4
impresario edile,1,4
Ass. Imprese Elettriche Veneto Adriatiche,1,4
impresa edili,1,4
Società Immobiliare,1,4
Rivendita giornalai,1,4
Istituto Zambler,1,4
Forniture e Rappresentanze Articoli tecnici di Actis Caporale Letizia,1,4
Specialista Malattie Veneree e della Pelle,1,4
per azioni,1,4
Reparto Compart. di Mobilitazione,1,4
Istituto Univers,1,4
casa e editrice,1,4
 della Prev. Sociale,1,4
pres Lega R:9,1,4
Banca Popolare di Novara,1,4
Soc. Acc. Sempl. Mobili (Negozio),1,4
ed L. Merline e C.,1,4
 impresa edile,1,4
lavori municipalizzati,1,4
Giudice: Tribunale Civile e Penale,1,4
Cinema (agenzia noleggio film),1,4
Medico generale,1,4
medicina generale | Osp. Infettivi,1,4
Consigliere Isttautiz Aut. per le case poplari,1,4
Ispettrice Gener. Opera Pia; Asili di Carità per l'Infanzia,1,4
vic. intend. dell’Intendenza di Finanza,1,4
agenzia d’affari,1,4
Reggente Uff. Ist. Naz. Ass. Malattia ai Lavoratori,1,4
Ingegn. Primo n° 7,1,4
imprese edili,1,4
Cimiteri Comunali,1,4
"Ispett. 2,  Clas. Off",1,4
Società Anonima,1,4
"Distribuzione e l'ispezione di giornali, Distribuzione giornali, Distribuzione Libri",1,4
"Istituto Universitario di Economia e Commercio, Ca Foscari",1,4
compravendita,1,4
Specialisti in malattie oculari,1,4
Contabili ecc.,1,4
"Società Italiana Cinemato-grafia, Soc. a r. l., cinema (aggenzi noleggio film)",1,4
Soc. a.r. l.,1,4
"cav. not., IV Rep. Poste e Telegrafi, ",1,4
"Istituto Federale delle Casse di Risparmio delle Venezie,",1,4
mediatori generali,1,4
PSC. Soc. Ven. dell (UITIS),1,4
Uff. Prov. Statistica Economica Agricola,1,4
P.esqnd. Automobile Club d’Italia,1,4
Agenzia Bufolo Gina,1,4
informazioni comm.,1,4
Tenenza delle Legioni Territ. Guardia di Finanza 44 tre,1,4
"Ispett. Riparto Telegrafo Uff. Impianti Elettrici e di Segnalamento, Ferrovia dello Stato",1,4
Pres. Reg. della (F.I.S.I.),1,4
Cooperato',1,4
"Rappresentanze Industriali, Commerciali ed affini",1,4
Consigliere Istituto Aut. per le case popolari,1,4
Impresa Lavori,1,4
Istituto Nazionale per l'Addestramento Professionale Lavoratori dell'Industria,1,4
Imprese Edile,1,4
Divisione Ragioneria,1,4
s. r. Compien venditti automobilie,1,4
Societa immobiliare,1,4
Investimenti Fondiari e Commercioli,1,4
Ispet. Capo Amm. Imposte Consumo del Comune,1,4
"Società automezzi Roma, automoleggi Automosport",1,4
Tribunale del Minorenni,1,4
Tribunale Civile e Penale,1,4
Società Carburanti Italiana Anonima,1,4
Comm. Aggi.,1,4
Immobiliare,1,4
Capitale Lire 60.000.000,1,4
"Soc. R. Rappresentanze e Attività affini, case editric",1,4
società di assicurazioni,1,4
Soc. Coop. Muranese di Consumo,1,4
attività immobiliari,1,4
Soc. Industriale es. Marco,1,4
rappresentanze commerciali,1,4
Società mobiliare immobiliare e agricola,1,4
Società mineraria immobile,1,4
Attività immobiliare,1,4
Acquisto fabbricati e aziende agricole,1,4
Agricoltura R.I.A.C.,1,4
compra vendita immobili,1,4
impresa pompe funebri,1,4
reprezntanze varie,1,4
attività immobiliare,1,4
"Soc. per Az. Odorico Odorico, ,",1,4
Soc. per Az. Rossi Tranquillo,1,4
comperavendita immobili,1,4
Società Autorimessa Roma,1,4
Società Italo-Oriental d’idrogenco,1,4
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,4
Prov. Servizio Impianti Sportivi,1,4
 Invest. Legione Territ. Guardia di Finanza,1,4
"Uf. Cont'avvenzioni, ",1,4
Ispett. Comp. delle Tasse e delle II. DD. sugli Affari,1,4
Ispett. Sanità,1,4
Servizio,1,4
segretario Istituto C. T. universitario di Economia e Comm.,1,4
Istituto Aut. per le case popolari,1,4
(Società per la Gestione),1,4
Scuola Infermiere della Croce Rossa Italiana,1,4
Istituto Universitario di Architett.,1,4
servizi,1,4
pensione (dipendenza Excelsior),1,4
Geometra principale del Genio Civile,1,4
Ispett. Contabile Am,1,4
Instituto Universi di Economia e Commerc,1,4
 Camera ricorso Legione Territ. Guardia di Finanza,1,4
Ispett. Reg.,1,4
Capo Uff. Stampa e Propag.,1,4
officium industria,1,4
presso la Corte d’Appello,1,4
 interni,1,4
Insegnanti Circolo Filologico,1,4
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,4
articoli sanitari,1,4
compra-vendita,1,4
SUDDIVISIONE DEGLI UFFICI,1,4
Ufficio Contravvenzioni,1,4
Esattore dell'imposta di soggiorno,1,4
Sezione Città,1,4
Sezione Terraferma,1,4
Sezione Amministrativa,1,4
UFFICIO IMPOSTA GENERALE SULL'ENTRATA,1,4
Camera Ricovero Legion.,1,4
Nucleo polizia Trib. invest.,1,4
"Succ. n. 5, Titolare",1,4
Rappresentanza della Camera di Commercio,1,4
Applicata straordinaria,1,4
Storia economica,1,4
Diritto commerciale,1,4
Statistica,1,4
Scienza delle finanze e diritto finanziario,1,4
Economie e politica agraria,1,4
Tecnica del commercio internazionale,1,4
Diritto internazionale,1,4
Matematica generale e di Matematica finanziaria,1,4
Tecnica bancaria e professionale,1,4
Istituzioni di diritto pubblico,1,4
Istituzioni di diritto privato,1,4
Demografia generale,1,4
Diritto aeronautico,1,4
Statistica economica,1,4
Storia economica (incar.),1,4
Statistica (incar.),1,4
Diritto pubblico,1,4
Diritto privato,1,4
Scienze delle ze e diritto finanziario,1,4
Matematica finanziaria,1,4
Diritto e procedura penale,1,4
Storia delle dottrine economiche,1,4
Contabilita di Stato,1,4
Diritto civile,1,4
Elementi di diritto e procedura penale,1,4
Tecnica amministrativi delle aziende industriali,1,4
Tecnica commerciale e bancaria,1,4
Elementi di diritto processuale civile,1,4
"Ragioneria generale applicata, Economia aziendale",1,4
Laboratorio di Geografia economica,1,4
Laboratorio di Economia politica — Francesco Ferrera,1,4
Laboratorio di Politica economica e finanziari,1,4
Laboratorio di Scienza delle finanze e diritto finanziario,1,4
Scienze e Matematica,1,4
ISTITUTO CONVITTO « G. MARCONI »,1,4
Contabile,1,4
Chirurgia I,1,4
Gabinetto radiologico,1,4
Farmacìa esterna,1,4
Economati,1,4
Canonici residenziali (teolog.),1,4
Canonici residenziali (penitenz),1,4
Canonici residenziali,1,4
Assistenza,1,4
COMITATO OLIMPICO NAZIONALE ITALIANO,1,4
Fed. It. di Atletica Leggera (FIDAL),1,4
Unione Velocipedistica It (UVI),1,4
"Studio di Ragiione ria, Consulenza ed Assistenza Tributaria. Telef. 28.042.",1,4
Specialista Malattie Lattanti e Bambini,1,4
Ditta Fiorin Pietro,1,4
Accademico,1,4
Compravendita immobili,1,4
Compra-vendita,1,4
Commissione Direttiva del Circolo Artistico,1,4
Concessionaria per le reclandiazioni circolari,1,4
Istituto Nazionale per l'Assie. contro gli Infortuni sul Lavoro,1,4
"Ispettore di Zona, Azienda di Stato per i servizi Telefonici",1,4
già Suce Guetta Società An.,1,4
gestione S. A. ICSA,1,4
Ispettrice Reale Infermiere Volont. Croce Rossa Italiana,1,4
UFFICIO DEL REGISTRO ATTI CIVILI,1,4
UFFICIO REGISTRO ATTI GIUDIZIARI E CONCESSIONI GOVERNATIVE,1,4
UFFICIO DEL REGISTRO SUCCESSIONI E DEMANIO,1,4
UFFICIO IMPOSTA IN SURROGAZIONE,1,4
ISPETTORATO COMPARTIMENTALE DELLE DOGANE,1,4
Organizmatore,1,4
Categoria XXII,1,4
Ufficio Rappresentanza Prodotti Italiani URPI,1,4
vendita immobili,1,4
In. dell’intendenza di finanza,1,4
casa di cura fdm.,1,4
gestione tCSAn,1,4
I.Q prof. titol. un. post,1,4
autoligenzio e straflutione sa,1,4
"Ispez., di Ia Cl. Sicz. Larovici di Venezia, Ferrovec dello Stato, Direzione S. Luca",1,4
Lavoro (ANPI),1,4
Specialista,1,4
dirett. uff. distrett. delle Imposte Dirette,1,4
AFFITTI-APPARTAMENTI CASE,1,4
impresa edile e appalti vari,1,4
 Atti giud. e conlesso governativo,1,4
Geludio Civile,1,4
Federaz. Cooperative,1,4
esperto materie amministrative,1,4
Deputazione Borsa valori,1,4
UNIONE REGIONALE CAMERE DI COMMERCIO DELLE VENEZIE,1,4
ISTITUTO NAZIONALE PER IL COMMERCIO ESTERO,1,4
Ufficio Stranieri,1,4
Seconda Divisione,1,4
Divisione III.a,1,4
Maggiore di P.S. in S.P.E.,1,4
Titolare,1,4
Scienze naturali chimica e geografia,1,4
segretario Istituto Univers. di Economia e Commercio,1,4
Sezione specializzata di Zootecnia,1,4
al Porto di Venezia,119,5
trattoria,81,5
Specialità veneziane,74,5
osteria,60,5
Commissariato di S. Elena,52,5
BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,24,5
RISTORANTE,21,5
Trattoria,21,5
specialità veneziane,21,5
Osteria,15,5
Vanoni Ezio,10,5
albergo e ristorante,9,5
Alberghi,8,5
albergo,8,5
locanda,8,5
VISITOSI GUIDO,8,5
CINEMA S. Margherita,7,5
Torcello,6,5
SEZIONE FILATELICA VENEZIANA DEL CIRCOLO ARTISTICO,6,5
Venezia,5,5
S. Marco,5,5
CIRCOLO ARTISTICO DI VENEZIA,5,5
Ristorante,4,5
Calonificio Veneziano,4,5
Vetreria,4,5
Cannaregio,3,5
Castello,3,5
S. Polo,3,5
Specialità Veneziane,3,5
Giovanni e Paolo,3,5
S. Marco 3650,3,5
S. Fantin 1983-A,3,5
Via Torre Belfredo,2,5
Cantine,2,5
S. Elena,2,5
Nettezza urbana,2,5
Banco di Roma,2,5
Strada Nuova,2,5
Biblioteca Marciana,2,5
Palazzo Giustinian,2,5
" S. Giovanni Laterano, , ",2,5
DELLA CA’ PESARO,2,5
Santa Croce (IV),1,5
Mazzorbo di Burano,1,5
Rio del Pontelungo,1,5
Riva del Carbon,1,5
S. Angelo,1,5
presso Albergo Danieli,1,5
presso ditta 'Jessurum',1,5
presso Italian,1,5
Rio Nuovo 3498-A,1,5
Fontamenta S. Felice 3084,1,5
 Silvestro,1,5
Scuola: « G. Gozzi »,1,5
Scuola: « Giacinto Gallina »,1,5
Scuola: S. Maria Formosa,1,5
Scuola: Luigi Cadorna,1,5
Scuola Michele Renier,1,5
Scuola Armando Diaz,1,5
Scuola Alfredo Oriani,1,5
Scuola A. Scarsellini,1,5
Scuola E. De Amicis,1,5
Scuola Diedo,1,5
Scuola Giudecca,1,5
Scuola Marghera,1,5
Scuola Catene,1,5
Scuola Villabona,1,5
Scuola Chirignago,1,5
Scuola Asseggiano,1,5
ISTITUTO DELLE SUORE DEL S. CUORE,1,5
COLLEGIO ARMENO « M. RAPHAEL »,1,5
"Asilo e Morioni n. S. Francesco della Vigna, numero 2951",1,5
 S. Lorenzo 4978,1,5
 Rio Terra Farsetti 1848,1,5
" anche per Giudecca, , ",1,5
" anche per S. Polo, , ",1,5
COLONIA ALPINA « S. MARCO »,1,5
Comm. Circolo,1,5
Osp. Marino,1,5
"Murano, Venezia",1,5
"Carpenedo, Mestre",1,5
 Venezia,1,5
 Città Giardino,1,5
S. Croce 862,1,5
"S. Marco, 378,,,",1,5
S. Marco 2553,1,5
"S. Marco, 553",1,5
"S. Marco, 2670 A",1,5
"S. Marco, 4611",1,5
"Gran Caffè Bar 900, S. Simeone",1,5
San Marco,1,5
Bottega della Luca,1,5
Società An. cuoi artistici Veneziani,1,5
S. Samuele 3357,1,5
v. Principe di Piemonte 10,1,5
"rag. Severino Sutter, S. Polo 2988",1,5
pt. Sant' Antonino,1,5
Campo S. Maria Formosa,1,5
Internazionale Zamplroni propr. Vianello,1,5
"alluminio, Porto Marghera",1,5
San Luca Calle del Magazen,1,5
"Bottega della Luce, S. Marco, Calle Goldoni 4511",1,5
S. Luca 4371,1,5
San Lio,1,5
ZAGO F. LLI,1,5
"S. Marco 3416""",1,5
",,Direzione per la costruzione del Tempio Votivo di Lido,Conte di L'albero 38851,,De Bernardi Domenico,Cannaregio 2446,,De Rossi Antonio,,Mestre,Via Mestrina 62Dei Rossi Engleo,,Burano,S. Mauro 121",1,5
Telefono 23.050,1,5
S. Marco 4651,1,5
Agente per il Veneto: S. A. Supper Lux,1,5
S. Polo 1077,1,5
Vetrai 74,1,5
"S. Croce 772, Dorsod. 2727, S. Marco 4578 e Lido, Via Malamocco 91",1,5
S. Fosca 2223,1,5
S. Marco 914,1,5
Bottegon,1,5
Telefono 42-562,1,5
"Unica Premiara Ditta di Palloncini alla Veneziana, Grandissimo Assortimento con Festoni e Addobbi per Barche, Sale, e Cotillons per Feste Danzanti",1,5
Unica Premiara Ditta di Palloncini alla Veneziana,1,5
S. Marco 3727,1,5
"Pellestrina, S. Pietro in Volta",1,5
Via Piave,1,5
P.za Umber. I,1,5
S. Marco 4346,1,5
"Strumenti per la misura, la regolazione e la registrazione delle temperature, Agente: Luigi Jasgher - Venezia, Castello, S. Lio 5685",1,5
P. Marghera,1,5
Piazz. 27 Ottobre,1,5
Lussero Cl. rag. Cesare,1,5
Telefono 22-534,1,5
Via Acquileia,1,5
S. Moisè,1,5
S. Croce,1,5
Porto secco,1,5
Cà Vio,1,5
"""Lido Gran Viale 27""",1,5
Labor. Via Cà Rossea 4,1,5
Succ. Lorenzo Rubelli e Figlio,1,5
Sede di Venezia,1,5
"Rinomata cucina, VIni scelti, Servizio accurato",1,5
Alla Salute Risorta,1,5
"La più caratteristica Trattoria, di Polo Pietro fu Osvaldo, Telefono 25-463",1,5
Il ritrovo dei buongustai,1,5
Aromi dolci affini di Marcassoli Marino,1,5
Bacino Orseolo 1198,1,5
"Alla Colonna, trattoria,",1,5
S. Marco 1957A,1,5
Barbiere pt. Piccolo 426,1,5
"Sanpoli Lux, S. Molsi 2025",1,5
Stazione di Mestre,1,5
Locanda,1,5
S. M. Elisabetta 31 piante e sementi,1,5
specialità veniziane,1,5
" Telefono 25.889, ",1,5
Piazzale Stazione,1,5
"Di vetterti Aumn, Istibuto Prov. degli Esposanti",1,5
"Velluti, Soprarizzo, Broccati, Damascoti Per Ammobramento, Chiese Passamenterie",1,5
S. Pietro Apostolo,1,5
Canal Palazzo Widmann,1,5
Trattoria Locanda „Alle Anche Figure„,1,5
S. Giuliano.,1,5
Casa del Regalo,1,5
Calle Larga S. Marco,1,5
espresso pozzi neri,1,5
Demanio e Pesca Capparinesi di Porto,1,5
Giudecca,1,5
località Dese,1,5
S. Cassiano,1,5
"Agenzia di Città: Ponte dei Bareteri, Agenzia di Lido: Gran Viale Santa Maria Elisabetta",1,5
"Filiala: Pietrasanta (Carrara), Viale Oberdan 4, teleg. Castaman Pietrasanta",1,5
"Capo Stazione, P.le Stazione",1,5
"Piazza Barche, ",1,5
"Piazza Umberto I, ",1,5
Gran Caffè Bar 900,1,5
S. Marziale,1,5
S. Marco Piazza Riva S. Chiara,1,5
"Sed. Centrale, Mi. lanao, Via Correggio 31",1,5
Albergo,1,5
portabagagli | nella Stazione di Venezia,1,5
Calle Larga San Marco,1,5
S. Bartolomeo,1,5
arpicprete Basilica di San Marco,1,5
Calle del Mistro,1,5
S. Marco 4292,1,5
Capo Stazione di Prima Classe,1,5
macelleria (isola della Chiesa),1,5
Via Galuppi,1,5
Succ: Fratelli Scarpa,1,5
Colonia Alpina S. Marco,1,5
a M arcianca,1,5
Trattoria vini,1,5
alla Basilica d’Oro,1,5
 al Pingrosso,1,5
Purroco San Polo Apostolo,1,5
Ponte Storto,1,5
"Piazza Umberto 69, Via Piave 72",1,5
Murano fdn. Santi 9,1,5
delle Cliniche di Venezia,1,5
Direzione S. Lucia,1,5
Viale Miranese 98,1,5
Riva Schiavoni,1,5
"f,attoria",1,5
Marco 7,1,5
SS. Pietro e Caterina,1,5
santo da uomo,1,5
albergo - ristorante,1,5
Marangon,1,5
"Carte da Gioco ""Modiano""",1,5
di Venezia,1,5
Piazzale S. M. Elisabetta 21,1,5
Banco S. Marco,1,5
Rialto 1364,1,5
Salvi Marco 2887,1,5
Silvio. Giovanni e Mario,1,5
S. Pietro in Volto,1,5
"Pelletseun, Sarn Pietro in Volta",1,5
Adriatico,1,5
Parocco,1,5
trattoria | P. Marghera Vi Rossanrol,1,5
S. Polo 2380,1,5
Frari,1,5
S. Polo 1421-A,1,5
S. Marco 570,1,5
S. Polo 2355,1,5
S. Croce 1051,1,5
S. Angelo 3880,1,5
S. Angelo 3538,1,5
di Giovanni Lucangei,1,5
"Alla Nuova Trattoria, di Mario",1,5
terrazzano,1,5
deposito Marghera,1,5
Stabilimento : Casa di Pena,1,5
Favaro Veneto Dese,1,5
Acc. Senni.,1,5
di Eugenio e Mario Miozzi,1,5
