canonical_label,frequency,cluster_id
Officer Attached to P.T.I.,1,9
Medical inspector,1,9
Military command,1,9
Merchants Association President,1,9
Provincial Officer,1,9
Representative,1,9
Reporter,1,9
Registry office director,1,9
Referee association president,1,9
Provincial Federation Secretary,1,9
Payment Officer,1,9
Assigned Assistant,1,9
Provincial Administration Secretary,1,9
Professor Engineer,1,9
Private Investigator,1,9
President of Venetian Society,1,9
President of Society,1,9
President of League,1,9
President of ACCNl,1,9
Police Unit for Investigations,1,9
Port Workers' Welfare Commissioner,1,9
Political Secretary,1,9
