page,page_num,score_winner,score_winner_score,llm_winner,llm_winner_score,agree,score_gap,scores_tied,selection_method
page_456,456,page_456_semantic_3.csv,77.99,page_456_semantic_1.csv,58.27,False,19.72,False,SCORE_CLEAR
page_457,457,page_457_semantic_3.csv,78.29,page_457_semantic_1.csv,58.85,False,19.44,False,SCORE_CLEAR
page_458,458,page_458_semantic_1.csv,71.39,page_458_semantic_1.csv,54.7,True,16.69,False,SCORE_CLEAR
page_459,459,page_459_semantic_3.csv,73.77,page_459_semantic_1.csv,48.58,False,25.19,True,SCORE_TIED_RECENCY
page_460,460,page_460_semantic_2.csv,76.59,page_460_semantic_3.csv,56.31,False,20.28,True,SCORE_TIED_RECENCY
page_461,461,page_461_semantic_3.csv,78.03,page_461_semantic_3.csv,58.07,True,19.96,False,SCORE_CLEAR
page_462,462,page_462_semantic_2.csv,73.42,page_462_semantic_3.csv,47.92,False,25.5,False,SCORE_CLEAR
page_463,463,page_463_semantic_2.csv,74.27,page_463_semantic_2.csv,49.7,True,24.57,False,SCORE_CLEAR
page_464,464,page_464_semantic_3.csv,78.24,page_464_semantic_3.csv,57.77,True,20.47,False,SCORE_CLEAR
page_465,465,page_465_semantic_3.csv,77.56,page_465_semantic_3.csv,57.61,True,19.95,False,SCORE_CLEAR
page_466,466,page_466_semantic_2.csv,72.98,page_466_semantic_1.csv,49.58,False,23.4,False,SCORE_CLEAR
page_467,467,page_467_semantic_1.csv,76.12,page_467_semantic_1.csv,56.2,True,19.92,False,SINGLE
page_468,468,page_468_semantic_3.csv,78.06,page_468_semantic_3.csv,58.11,True,19.95,False,SCORE_CLEAR
page_469,469,page_469_semantic_3.csv,78.78,page_469_semantic_1.csv,57.13,False,21.65,False,SCORE_CLEAR
page_470,470,page_470_semantic_3.csv,78.51,page_470_semantic_1.csv,58.72,False,19.79,False,SCORE_CLEAR
page_471,471,page_471_semantic_3.csv,79.83,page_471_semantic_1.csv,61.18,False,18.65,False,SCORE_CLEAR
page_472,472,page_472_semantic_2.csv,76.88,page_472_semantic_1.csv,55.06,False,21.82,False,SCORE_CLEAR
page_473,473,page_473_semantic_2.csv,76.41,page_473_semantic_1.csv,54.66,False,21.75,False,SCORE_CLEAR
page_474,474,page_474_semantic_3.csv,79.16,page_474_semantic_1.csv,59.81,False,19.35,False,SCORE_CLEAR
page_475,475,page_475_semantic_3.csv,77.92,page_475_semantic_1.csv,58.06,False,19.86,False,SCORE_CLEAR
page_476,476,page_476_semantic_2.csv,76.45,page_476_semantic_2.csv,54.2,True,22.25,False,SCORE_CLEAR
page_477,477,page_477_semantic_2.csv,75.38,page_477_semantic_1.csv,52.22,False,23.16,False,SCORE_CLEAR
page_478,478,page_478_semantic_3.csv,78.95,page_478_semantic_1.csv,59.31,False,19.64,False,SCORE_CLEAR
page_479,479,page_479_semantic_3.csv,78.72,page_479_semantic_3.csv,59.0,True,19.72,False,SCORE_CLEAR
page_480,480,page_480_semantic_3.csv,78.53,page_480_semantic_3.csv,59.18,True,19.35,False,SCORE_CLEAR
page_481,481,page_481_semantic_3.csv,79.36,page_481_semantic_1.csv,60.61,False,18.75,False,SCORE_CLEAR
page_482,482,page_482_semantic_2.csv,76.54,page_482_semantic_1.csv,55.92,False,20.62,False,SCORE_CLEAR
page_483,483,page_483_semantic_2.csv,73.67,page_483_semantic_3.csv,48.62,False,25.05,False,SCORE_CLEAR
page_484,484,page_484_semantic_3.csv,79.17,page_484_semantic_1.csv,59.83,False,19.34,False,SCORE_CLEAR
page_485,485,page_485_semantic_3.csv,78.85,page_485_semantic_2.csv,59.47,False,19.38,False,SCORE_CLEAR
page_486,486,page_486_semantic_2.csv,75.52,page_486_semantic_1.csv,53.06,False,22.46,False,SCORE_CLEAR
page_487,487,page_487_semantic_3.csv,73.82,page_487_semantic_2.csv,51.84,False,21.98,True,SCORE_TIED_RECENCY
page_488,488,page_488_semantic_2.csv,65.95,page_488_semantic_1.csv,50.93,False,15.02,True,SCORE_TIED_RECENCY
page_489,489,page_489_semantic_3.csv,72.51,page_489_semantic_3.csv,50.8,True,21.71,False,SCORE_CLEAR
page_491,491,page_491_semantic_2.csv,70.0,page_491_semantic_3.csv,57.04,False,12.96,True,SCORE_TIED_RECENCY
page_492,492,page_492_semantic_3.csv,71.38,page_492_semantic_2.csv,58.48,False,12.9,True,SCORE_TIED_RECENCY
page_493,493,page_493_semantic_2.csv,70.29,page_493_semantic_1.csv,47.2,False,23.09,False,SCORE_CLEAR
page_494,494,page_494_semantic_1.csv,74.66,page_494_semantic_1.csv,58.2,True,16.46,False,SCORE_CLEAR
page_495,495,page_495_semantic_1.csv,76.39,page_495_semantic_1.csv,61.7,True,14.69,True,SCORE_TIED_RECENCY
page_496,496,page_496_semantic_5.csv,80.53,page_496_semantic_1.csv,63.9,False,16.63,True,SCORE_TIED_RECENCY
page_497,497,page_497_semantic_5.csv,75.93,page_497_semantic_1.csv,60.2,False,15.73,True,SCORE_TIED_RECENCY
page_498,498,page_498_semantic_5.csv,71.76,page_498_semantic_1.csv,51.7,False,20.06,False,SCORE_CLEAR
page_499,499,page_499_semantic_1.csv,76.1,page_499_semantic_1.csv,61.7,True,14.4,False,SCORE_CLEAR
page_500,500,page_500_semantic_5.csv,77.15,page_500_semantic_1.csv,56.0,False,21.15,False,SCORE_CLEAR
page_501,501,page_501_semantic_5.csv,73.05,page_501_semantic_1.csv,54.5,False,18.55,False,SCORE_CLEAR
page_502,502,page_502_semantic_5.csv,79.33,page_502_semantic_1.csv,39.7,False,39.63,False,SCORE_CLEAR
page_503,503,page_503_semantic_5.csv,77.74,page_503_semantic_1.csv,40.0,False,37.74,False,SCORE_CLEAR
page_504,504,page_504_semantic_1.csv,77.04,page_504_semantic_1.csv,63.7,True,13.34,True,SCORE_TIED_RECENCY
page_505,505,page_505_semantic_5.csv,75.51,page_505_semantic_1.csv,60.3,False,15.21,False,SCORE_CLEAR
page_506,506,page_506_semantic_1.csv,77.86,page_506_semantic_1.csv,61.2,True,16.66,False,SCORE_CLEAR
page_507,507,page_507_semantic_1.csv,76.0,page_507_semantic_1.csv,55.2,True,20.8,True,SCORE_TIED_RECENCY
page_508,508,page_508_semantic_5.csv,78.96,page_508_semantic_1.csv,55.5,False,23.46,True,SCORE_TIED_RECENCY
page_509,509,page_509_semantic_5.csv,77.87,page_509_semantic_1.csv,63.7,False,14.17,False,SCORE_CLEAR
page_510,510,page_510_semantic_2.csv,76.31,nan,,False,,False,SINGLE
page_511,511,page_511_semantic_1.csv,80.18,page_511_semantic_1.csv,63.1,True,17.08,False,SINGLE
page_512,512,page_512_semantic_1.csv,76.01,page_512_semantic_1.csv,59.8,True,16.21,False,SCORE_CLEAR
page_513,513,page_513_semantic_5.csv,76.34,page_513_semantic_1.csv,55.1,False,21.24,False,SCORE_CLEAR
page_514,514,page_514_semantic_1.csv,76.85,page_514_semantic_1.csv,63.6,True,13.25,False,SCORE_CLEAR
page_515,515,page_515_semantic_1.csv,69.27,page_515_semantic_1.csv,52.6,True,16.67,False,SCORE_CLEAR
page_516,516,page_516_semantic_1.csv,77.18,page_516_semantic_1.csv,61.4,True,15.78,False,SCORE_CLEAR
page_517,517,page_517_semantic_1.csv,77.52,page_517_semantic_1.csv,64.2,True,13.32,False,SCORE_CLEAR
page_518,518,page_518_semantic_1.csv,77.47,page_518_semantic_1.csv,62.2,True,15.27,False,SCORE_CLEAR
page_519,519,page_519_semantic_1.csv,75.39,page_519_semantic_1.csv,63.1,True,12.29,False,SCORE_CLEAR
page_520,520,page_520_semantic_5.csv,59.89,page_520_semantic_1.csv,64.9,False,-5.01,True,SCORE_TIED_RECENCY
page_521,521,page_521_semantic_1.csv,75.12,page_521_semantic_1.csv,62.6,True,12.52,False,SCORE_CLEAR
page_522,522,page_522_semantic_5.csv,75.6,page_522_semantic_1.csv,59.7,False,15.9,False,SCORE_CLEAR
page_523,523,page_523_semantic_1.csv,77.49,page_523_semantic_1.csv,66.6,True,10.89,False,SCORE_CLEAR
page_524,524,page_524_semantic_1.csv,75.87,page_524_semantic_1.csv,62.0,True,13.87,False,SCORE_CLEAR
page_525,525,page_525_semantic_5.csv,73.51,page_525_semantic_1.csv,58.2,False,15.31,False,SCORE_CLEAR
page_526,526,page_526_semantic_1.csv,75.4,page_526_semantic_1.csv,62.3,True,13.1,False,SCORE_CLEAR
page_527,527,page_527_semantic_5.csv,76.98,page_527_semantic_1.csv,28.9,False,48.08,False,SCORE_CLEAR
page_528,528,page_528_semantic_1.csv,74.72,page_528_semantic_1.csv,59.8,True,14.92,False,SCORE_CLEAR
page_529,529,page_529_semantic_5.csv,78.26,page_529_semantic_1.csv,37.0,False,41.26,False,SCORE_CLEAR
page_530,530,page_530_semantic_1.csv,76.47,page_530_semantic_1.csv,59.2,True,17.27,False,SCORE_CLEAR
page_531,531,page_531_semantic_5.csv,73.4,page_531_semantic_1.csv,51.3,False,22.1,False,SCORE_CLEAR
page_532,532,page_532_semantic_5.csv,74.36,page_532_semantic_1.csv,57.3,False,17.06,False,SCORE_CLEAR
page_533,533,page_533_semantic_5.csv,76.33,page_533_semantic_1.csv,37.3,False,39.03,False,SCORE_CLEAR
page_534,534,page_534_semantic_5.csv,55.17,page_534_semantic_1.csv,28.6,False,26.57,False,SCORE_CLEAR
page_535,535,page_535_semantic_1.csv,76.93,page_535_semantic_1.csv,69.3,True,7.63,True,SCORE_TIED_RECENCY
page_536,536,page_536_semantic_5.csv,76.44,page_536_semantic_1.csv,64.0,False,12.44,False,SCORE_CLEAR
page_537,537,page_537_semantic_1.csv,76.25,page_537_semantic_1.csv,64.0,True,12.25,False,SCORE_CLEAR
page_538,538,page_538_semantic_3.csv,77.05,page_538_semantic_1.csv,35.8,False,41.25,False,SCORE_CLEAR
page_539,539,page_539_semantic_1.csv,73.71,page_539_semantic_1.csv,60.0,True,13.71,False,SCORE_CLEAR
page_540,540,page_540_semantic_1.csv,76.11,page_540_semantic_1.csv,61.1,True,15.01,True,SCORE_TIED_RECENCY
page_541,541,page_541_semantic_5.csv,75.11,page_541_semantic_1.csv,28.4,False,46.71,False,SCORE_CLEAR
page_542,542,page_542_semantic_5.csv,75.67,page_542_semantic_1.csv,35.8,False,39.87,False,SCORE_CLEAR
page_543,543,page_543_semantic_5.csv,77.21,page_543_semantic_1.csv,40.1,False,37.11,False,SCORE_CLEAR
page_544,544,page_544_semantic_5.csv,77.78,page_544_semantic_1.csv,63.8,False,13.98,True,SCORE_TIED_RECENCY
page_545,545,page_545_semantic_1.csv,74.45,page_545_semantic_1.csv,59.8,True,14.65,False,SCORE_CLEAR
page_546,546,page_546_semantic_5.csv,76.47,page_546_semantic_1.csv,38.2,False,38.27,False,SCORE_CLEAR
page_547,547,page_547_semantic_5.csv,75.74,page_547_semantic_1.csv,57.9,False,17.84,False,SCORE_CLEAR
page_548,548,page_548_semantic_5.csv,75.6,page_548_semantic_1.csv,62.4,False,13.2,False,SCORE_CLEAR
page_549,549,page_549_semantic_1.csv,74.5,page_549_semantic_1.csv,55.7,True,18.8,True,SCORE_TIED_RECENCY
page_550,550,page_550_semantic_1.csv,77.63,page_550_semantic_1.csv,64.6,True,13.03,False,SCORE_CLEAR
page_551,551,page_551_semantic_5.csv,73.72,page_551_semantic_1.csv,53.8,False,19.92,False,SCORE_CLEAR
page_552,552,page_552_semantic_5.csv,73.82,page_552_semantic_1.csv,53.1,False,20.72,False,SCORE_CLEAR
page_553,553,page_553_semantic_1.csv,76.73,page_553_semantic_1.csv,60.5,True,16.23,True,SCORE_TIED_RECENCY
page_554,554,page_554_semantic_5.csv,72.25,page_554_semantic_1.csv,63.8,False,8.45,False,SCORE_CLEAR
page_555,555,page_555_semantic_5.csv,75.95,page_555_semantic_1.csv,63.8,False,12.15,True,SCORE_TIED_RECENCY
page_556,556,page_556_semantic_5.csv,74.73,page_556_semantic_1.csv,59.7,False,15.03,False,SCORE_CLEAR
page_557,557,page_557_semantic_5.csv,75.08,page_557_semantic_1.csv,60.1,False,14.98,False,SCORE_CLEAR
page_558,558,page_558_semantic_5.csv,74.78,page_558_semantic_1.csv,52.4,False,22.38,False,SCORE_CLEAR
page_559,559,page_559_semantic_5.csv,75.41,page_559_semantic_1.csv,41.0,False,34.41,False,SCORE_CLEAR
page_560,560,page_560_semantic_5.csv,78.38,page_560_semantic_1.csv,68.3,False,10.08,False,SCORE_CLEAR
page_561,561,page_561_semantic_1.csv,75.16,page_561_semantic_1.csv,60.1,True,15.06,False,SCORE_CLEAR
page_562,562,page_562_semantic_5.csv,73.28,page_562_semantic_1.csv,55.9,False,17.38,False,SCORE_CLEAR
page_563,563,page_563_semantic_5.csv,76.65,page_563_semantic_1.csv,33.7,False,42.95,False,SCORE_CLEAR
page_564,564,page_564_semantic_5.csv,76.11,page_564_semantic_1.csv,58.5,False,17.61,False,SCORE_CLEAR
page_565,565,page_565_semantic_5.csv,76.19,page_565_semantic_1.csv,60.1,False,16.09,True,SCORE_TIED_RECENCY
page_566,566,page_566_semantic_1.csv,77.81,page_566_semantic_1.csv,64.9,True,12.91,False,SCORE_CLEAR
page_567,567,page_567_semantic_1.csv,74.46,page_567_semantic_1.csv,57.7,True,16.76,False,SCORE_CLEAR
page_568,568,page_568_semantic_5.csv,77.25,page_568_semantic_1.csv,60.0,False,17.25,False,SCORE_CLEAR
page_569,569,page_569_semantic_5.csv,76.97,page_569_semantic_1.csv,59.4,False,17.57,False,SCORE_CLEAR
page_570,570,page_570_semantic_1.csv,76.39,page_570_semantic_1.csv,58.3,True,18.09,False,SCORE_CLEAR
page_572,572,page_572_semantic_3.csv,76.29,page_572_semantic_2.csv,52.6,False,23.69,True,SCORE_TIED_RECENCY
page_573,573,page_573_semantic_3.csv,73.35,page_573_semantic_1.csv,21.53,False,51.82,True,SCORE_TIED_RECENCY
page_574,574,page_574_semantic_2.csv,69.72,page_574_semantic_2.csv,14.3,True,55.42,True,SCORE_TIED_RECENCY
page_575,575,page_575_semantic_3.csv,73.45,page_575_semantic_2.csv,46.96,False,26.49,True,SCORE_TIED_RECENCY
