Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,matched_lat,matched_lon,matched_parish,matched_sestiere,matched_lett,all_doors,match_confidence,match_note,geocoding_tier,location_cleaned
Filippi Tomaso,Cannaregio 3687,,Specialità veneziane,,,Piazzetta Leoni,,,,293,page_293_semantic.csv,industria,3687.0,,CANNAREGIO,,False,45.44176328792414,12.33310427277106,San Felice,CANNAREGIO,,,exact_sestiere_direct,"num=3687, sestiere=CANNAREGIO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Formentan Camilla Carmen,S. Marco 112,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,112.0,,SAN MARCO,,False,45.43426324453512,12.337766988411031,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=112, sestiere=SAN MARCO (direct), single door",1,False
Fusello Luigi,S. Marco 702 752 1389,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,702.0,,SAN MARCO,,False,45.435730107269954,12.338326791430571,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=702, sestiere=SAN MARCO (direct), single door",1,False
Gaggio Zeviglio,Castello 4522,Castello,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4522.0,,CASTELLO,,False,45.43500607357195,12.34163559992634,San Zaccaria,CASTELLO,,,exact_sestiere_direct,"num=4522, sestiere=CASTELLO (direct), single door",1,False
Galli Carlo,S. Marco 548,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,548.0,,SAN MARCO,,False,45.436428211465824,12.338517826821942,San Salvador,SAN MARCO,,"[{""lett"": """", ""lat"": 45.436428, ""lon"": 12.338518}, {""lett"": """", ""lat"": 45.436428, ""lon"": 12.338518}]",approximate_sestiere_first_variant_direct,"num=548, sestiere=SAN MARCO (direct), no letter match; used first of 2 variants",3,False
Gavagnin Giovanna,S. Marco 687,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,687.0,,SAN MARCO,,False,45.435303901187545,12.338974036923256,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=687, sestiere=SAN MARCO (direct), single door",1,False
Giacobbe Giuseppe,San Marco 71 A,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,71.0,A,SAN MARCO,,False,45.43343437823989,12.33742762186475,San Marco,SAN MARCO,A,,exact_sestiere_with_letter_direct,"num=71A, sestiere=SAN MARCO (direct), matched letter",1,False
Gianelli Paolo,S. Marco 2281,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,2281.0,,SAN MARCO,,False,45.43284166303794,12.334326012858517,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2281, sestiere=SAN MARCO (direct), single door",1,False
Giorgi Umberto,S. Marco 1149,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1149.0,,SAN MARCO,,False,45.43422400424646,12.33621442980972,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1149, sestiere=SAN MARCO (direct), single door",1,False
Giurovich Attilio,S. Marco 698,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,698.0,,SAN MARCO,,False,45.43551257907219,12.338722104240423,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=698, sestiere=SAN MARCO (direct), single door",1,False
Giurovich Emma e Giovanni,S. Marco 53,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,53.0,,SAN MARCO,,False,45.43372662625391,12.338489944686646,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=53, sestiere=SAN MARCO (direct), single door",1,False
Grismondi Giuseppe,S. Marco 44,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,44.0,,SAN MARCO,,False,45.43385272041979,12.338943826486776,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=44, sestiere=SAN MARCO (direct), single door",1,False
Guerrieri Archimede,S. Marco 5336,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,5336.0,,SAN MARCO,,False,45.43801705919633,12.33629586962678,San Salvador,SAN MARCO,,,exact_sestiere_direct,"num=5336, sestiere=SAN MARCO (direct), single door",1,False
Kosmos m di Virginia Ridottolo Lazzari,S. Marco 4847,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4847.0,,SAN MARCO,,False,45.43667926980221,12.336982802720042,San Salvador,SAN MARCO,,,exact_sestiere_direct,"num=4847, sestiere=SAN MARCO (direct), single door",1,False
Massaco Luigi,S. Marco 255B,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,255.0,B,SAN MARCO,,False,45.43552716174307,12.338430856705555,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.435527, ""lon"": 12.338431}, {""lett"": ""A"", ""lat"": 45.435546, ""lon"": 12.338453}]",exact_sestiere_main_entrance_direct,"num=255, sestiere=SAN MARCO (direct), used unlettered row; 2 letter variants exist",2,False
Mattiuzi Pietro,S. Marco 2112,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,2112.0,,SAN MARCO,,False,45.43255335737914,12.335327991356774,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2112, sestiere=SAN MARCO (direct), single door",1,False
Mazzarovich Mirka,San Marco 1389 h,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1389.0,H,SAN MARCO,,False,45.43303170414766,12.336411993155322,San Marco,SAN MARCO,,"[{""lett"": ""A"", ""lat"": 45.43309, ""lon"": 12.336389}, {""lett"": ""B"", ""lat"": 45.433046, ""lon"": 12.336405}, {""lett"": """", ""lat"": 45.433032, ""lon"": 12.336412}]",exact_sestiere_main_entrance_direct,"num=1389, sestiere=SAN MARCO (direct), used unlettered row; 3 letter variants exist",2,False
Menegazzo Antonietta,Cannaregio 233,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,233.0,,CANNAREGIO,,False,45.43902022594235,12.321468875574851,San Geremia,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.43902, ""lon"": 12.321469}, {""lett"": ""A"", ""lat"": 45.442575, ""lon"": 12.324188}, {""lett"": ""B"", ""lat"": 45.44255, ""lon"": 12.324148}, {""lett"": """", ""lat"": 45.442589, ""lon"": 12.324267}]",approximate_sestiere_first_variant_direct,"num=233, sestiere=CANNAREGIO (direct), no letter match; used first of 4 variants",3,False
Mianzon Filippo,San Marco 1801,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1801.0,,SAN MARCO,,False,45.43445981896295,12.335509882260848,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1801, sestiere=SAN MARCO (direct), single door",1,False
Modolo Giambattista,S. Marco 88,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,88.0,,SAN MARCO,,False,45.43406763678685,12.337304042771816,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=88, sestiere=SAN MARCO (direct), single door",1,False
Moretti Giorgio,Cannaregio 134,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,134.0,,CANNAREGIO,,False,45.441980977496954,12.32321415515324,San Geremia,CANNAREGIO,A,,exact_sestiere_direct,"num=134, sestiere=CANNAREGIO (direct), single door",1,False
Moro Italico,Cannaregio 3315,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,3315.0,,CANNAREGIO,,False,45.446481445913214,12.330551875579978,San Marziale,CANNAREGIO,,,exact_sestiere_direct,"num=3315, sestiere=CANNAREGIO (direct), single door",1,False
Motta Adalgisa,S Marco 5173,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,5173.0,,SAN MARCO,,False,45.43755056289043,12.33665263717982,San Salvador,SAN MARCO,,,exact_sestiere_direct,"num=5173, sestiere=SAN MARCO (direct), single door",1,False
Motta Luciano,Cannaregio 1817,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1817.0,,CANNAREGIO,,False,45.44392207181402,12.328959052827877,Santi Ermagora e Fortunato,CANNAREGIO,,,exact_sestiere_direct,"num=1817, sestiere=CANNAREGIO (direct), single door",1,False
murdarchi Attilio,S Marco 317,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,317.0,,SAN MARCO,,False,45.43502058223754,12.339544970853613,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=317, sestiere=SAN MARCO (direct), single door",1,False
goto punom Anima u Ivhuutero,San Marco 4524,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4524.0,,SAN MARCO,,False,45.43567567907715,12.336074911385836,San Luca,SAN MARCO,,"[{""lett"": """", ""lat"": 45.435676, ""lon"": 12.336075}, {""lett"": """", ""lat"": 45.435676, ""lon"": 12.336075}]",approximate_sestiere_first_variant_direct,"num=4524, sestiere=SAN MARCO (direct), no letter match; used first of 2 variants",3,False
Novardan Giovanni,"San Marco 4524, S. Marco 94",,Specialità veneziane,,,n Vittorio,,,,293,page_293_semantic.csv,industria,4524.0,,SAN MARCO,,False,45.43567567907715,12.336074911385836,San Luca,SAN MARCO,,"[{""lett"": """", ""lat"": 45.435676, ""lon"": 12.336075}, {""lett"": """", ""lat"": 45.435676, ""lon"": 12.336075}]",approximate_sestiere_first_variant_direct,"num=4524, sestiere=SAN MARCO (direct), no letter match; used first of 2 variants | WARNING: outside-Venice place name in Address/Location",4,True
olanghi Giovanna,S. marcoa 251,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,251.0,,SAN MARCO,,False,45.43544645100986,12.338618732191918,San Marco,SAN MARCO,,"[{""lett"": ""A"", ""lat"": 45.435415, ""lon"": 12.338657}, {""lett"": """", ""lat"": 45.435446, ""lon"": 12.338619}]",exact_sestiere_main_entrance_direct,"num=251, sestiere=SAN MARCO (direct), used unlettered row; 2 letter variants exist",2,False
orlandini Giovanni di Guilmo,S. Marco 4790,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4790.0,,SAN MARCO,,False,45.4369975394948,12.33494495937406,San Salvador,SAN MARCO,,,exact_sestiere_direct,"num=4790, sestiere=SAN MARCO (direct), single door",1,False
Pagnani Renio ved Bissoli,S. Marco 126,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,126.0,,SAN MARCO,,False,45.43445607914029,12.33820950948644,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=126, sestiere=SAN MARCO (direct), single door",1,False
Paggiolini Maria,"n.'lunespa, S. Marco n. 159",S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,159.0,,SAN MARCO,,False,45.4346060736553,12.338264179801907,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=159, sestiere=SAN MARCO (direct), single door",1,False
Parenti raghnini G B B e F (Ditta),San Marco 2167,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,2167.0,,SAN MARCO,,False,45.432441019684255,12.335018700036349,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2167, sestiere=SAN MARCO (direct), single door",1,False
Pasetto Ettore,San Marco 1344,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1344.0,,SAN MARCO,,False,45.43329451280354,12.33660366953441,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1344, sestiere=SAN MARCO (direct), single door",1,False
Pali L.,San Marco 76,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,76.0,,SAN MARCO,,False,45.433562273122384,12.337291086693313,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=76, sestiere=SAN MARCO (direct), single door",1,False
paro maria a Entrnegildo,S. Marco 3451,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,3451.0,,SAN MARCO,,False,45.43409367581382,12.329982190831783,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=3451, sestiere=SAN MARCO (direct), single door",1,False
Scattolin,Piazza S Marco 102-103,Piazza S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,102.0,,SAN MARCO,,False,45.43419228873607,12.337605229904218,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=102, sestiere=SAN MARCO (direct), single door",1,False
Setla Leonilde u Vincenzo,S. Marco 364,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,364.0,,SAN MARCO,,False,45.43513984555453,12.339271627888351,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=364, sestiere=SAN MARCO (direct), single door",1,False
Seno Giovanni,S. Marco 369,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,369.0,,SAN MARCO,,False,45.43522600434951,12.33953552132088,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=369, sestiere=SAN MARCO (direct), single door",1,False
Sguario Armanda di Amilio,Cannaregio 5113,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,5113.0,,CANNAREGIO,,False,45.44263218744403,12.340168825522827,San Canziano,CANNAREGIO,,"[{""lett"": ""A"", ""lat"": 45.442619, ""lon"": 12.340247}, {""lett"": """", ""lat"": 45.442632, ""lon"": 12.340169}]",exact_sestiere_main_entrance_direct,"num=5113, sestiere=CANNAREGIO (direct), used unlettered row; 2 letter variants exist",2,False
Shemuru rentania u fto Sigismundo,S. Marco 4292-3,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4292.0,,SAN MARCO,,False,45.43514413095125,12.33436037919472,San Luca,SAN MARCO,,,exact_sestiere_direct,"num=4292, sestiere=SAN MARCO (direct), single door",1,False
Sintran Guido,San Marco 511,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,511.0,,SAN MARCO,,False,45.436090174798125,12.339084811755852,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.43609, ""lon"": 12.339085}, {""lett"": ""A"", ""lat"": 45.436107, ""lon"": 12.339115}]",exact_sestiere_main_entrance_direct,"num=511, sestiere=SAN MARCO (direct), used unlettered row; 2 letter variants exist",2,False
Soc. An. Cuu Artisti ùnneziani (S.A.C.A. V. V. E),Cannaregio 885,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,885.0,,CANNAREGIO,,False,45.447398859750045,12.319126726103612,San Geremia,CANNAREGIO,,"[{""lett"": ""D"", ""lat"": 45.447368, ""lon"": 12.319061}, {""lett"": ""E"", ""lat"": 45.447349, ""lon"": 12.319085}, {""lett"": ""B"", ""lat"": 45.447392, ""lon"": 12.31908}, {""lett"": ""C"", ""lat"": 45.44738, ""lon"": 12.31907}, {""lett"": ""A"", ""lat"": 45.447404, ""lon"": 12.31909}, {""lett"": """", ""lat"": 45.447399, ""lon"": 12.319127}]",exact_sestiere_main_entrance_direct,"num=885, sestiere=CANNAREGIO (direct), used unlettered row; 6 letter variants exist",2,False
Testa Carolfa u Domenico,S. Marco 1541,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1541.0,,SAN MARCO,,False,45.43370135107968,12.336039099181146,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1541, sestiere=SAN MARCO (direct), single door",1,False
Tomo Maria,Cannaregio 1229,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1229.0,,CANNAREGIO,,False,45.444703650087355,12.3258134897314,San Geremia,CANNAREGIO,,,exact_sestiere_direct,"num=1229, sestiere=CANNAREGIO (direct), single door",1,False
Toretto Eugeino fi Dunele,S. Marco 2432,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,2432.0,,SAN MARCO,,False,45.43249571908393,12.333378428981828,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2432, sestiere=SAN MARCO (direct), single door",1,False
Vetrerie d’Arte di Murano Id. Icifilo Bon,San Marco 298,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,298.0,,SAN MARCO,,False,45.43488671947506,12.33884463802627,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=298, sestiere=SAN MARCO (direct), single door",1,False
Vettor Giuseppe,Cannaregio 1884,Cannaregio,"Collane di perle e fiori di vetro, produzione prornia",,,tel 21-2726,,,,293,page_293_semantic.csv,industria,1884.0,,CANNAREGIO,,False,45.44439214362137,12.329419474608974,Santi Ermagora e Fortunato,CANNAREGIO,,,exact_sestiere_direct,"num=1884, sestiere=CANNAREGIO (direct), single door",1,False
Vinallnio Ettore fu Ettrore,S. Marco 3008,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,3008.0,,SAN MARCO,,False,45.43328085264276,12.329381361842882,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=3008, sestiere=SAN MARCO (direct), single door",1,False
Vio Ettro dei Gio Antonio,S. Marco 18,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,18.0,,SAN MARCO,,False,45.43378522121348,12.339206242550835,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=18, sestiere=SAN MARCO (direct), single door",1,False
Visiolle Sob. (Ditta),San Salvatore 5028-4839,,"Perle, Brillanti imitazione Argenterie, Specialità Veneziane, Casa Fondata nel 1872",,,Tel. 27-856,,,,293,page_293_semantic.csv,industria,5028.0,,,San Salvador,False,45.43690158069836,12.33663843654132,San Salvador,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=5028, sestiere=SAN MARCO (derived_from_parish), single door | WARNING: outside-Venice place name in Address/Location",4,True
Vogini Luigi (ditta),"S. Marco, Ascensionl 1291",S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1291.0,,SAN MARCO,,False,45.433347475917635,12.336748296337875,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1291, sestiere=SAN MARCO (direct), single door",1,False
Walt Giovanni,S. Moise 1492,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,1492.0,,SAN MARCO,,False,45.43332426956929,12.336434538156956,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1492, sestiere=SAN MARCO (direct), single door",1,False
Zambon Giovanni di Giuseppe,Cannaregio 3304,Cannaregio,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,3304.0,,CANNAREGIO,,False,45.4464112119449,12.330363695503133,San Marziale,CANNAREGIO,,,exact_sestiere_direct,"num=3304, sestiere=CANNAREGIO (direct), single door",1,False
Zanini Angelo,Castello 4644,Castello,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,4644.0,,CASTELLO,,False,45.43426353675376,12.342569988478887,San Zaccaria,CASTELLO,,"[{""lett"": """", ""lat"": 45.434264, ""lon"": 12.34257}, {""lett"": ""A"", ""lat"": 45.434277, ""lon"": 12.342568}]",exact_sestiere_main_entrance_direct,"num=4644, sestiere=CASTELLO (direct), used unlettered row; 2 letter variants exist",2,False
Zavagno Aurelio,S. Marco 2152-217,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,2152.0,,SAN MARCO,,False,45.432758719169094,12.33548172581712,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2152, sestiere=SAN MARCO (direct), single door",1,False
Ziffer Martinuzzi Giovanni,S. Marco 67 A,S. Marco,Specialità veneziane,,,",",,,,293,page_293_semantic.csv,industria,67.0,A,SAN MARCO,,False,45.43350119081869,12.337662527052704,San Marco,SAN MARCO,A,,exact_sestiere_with_letter_direct,"num=67A, sestiere=SAN MARCO (direct), matched letter",1,False
Agenzia Marittima Adratica & Gustavo Etbestoni,Castello 3283,Castello,Spedizioni e trasporfti,,,",",,,,293,page_293_semantic.csv,industria,3283.0,,CASTELLO,,False,45.43614888855095,12.346215962115084,San Giovanni Bragora,CASTELLO,,,exact_sestiere_direct,"num=3283, sestiere=CASTELLO (direct), single door",1,False
Agenzia Trasporti « ' La Fluviale di >’ Mario Bacci,San Marco 3941,S. Marco,Spedizioni e trasporfti,,,",",,,,293,page_293_semantic.csv,industria,3941.0,,SAN MARCO,,False,45.435702268754525,12.332048483748723,San Luca,SAN MARCO,,,exact_sestiere_direct,"num=3941, sestiere=SAN MARCO (direct), single door",1,False
ZAGO F.LLI,Venezia S. Polo 1479,,Artisti Ritratti,,,"Lavori industriali, Reparte elincrografie, vendita materiale tricoincnografico, Telefono 24-296",,,,293,page_293_semantic.csv,industria,1479.0,,SAN POLO,,False,45.437584262012926,12.331460711144237,San Silvestro,SAN POLO,,,exact_sestiere_direct,"num=1479, sestiere=SAN POLO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Arduini Achille,San Marco 3001,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,3001.0,,SAN MARCO,,False,45.43369682116786,12.329443061965655,Santo Stefano,SAN MARCO,,"[{""lett"": ""A"", ""lat"": 45.433685, ""lon"": 12.329427}, {""lett"": """", ""lat"": 45.433697, ""lon"": 12.329443}]",exact_sestiere_main_entrance_direct,"num=3001, sestiere=SAN MARCO (direct), used unlettered row; 2 letter variants exist | WARNING: outside-Venice place name in Address/Location",4,True
Barbon Italo e C. Soc. a r. l..,S. Marco 2460,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,2460.0,,SAN MARCO,,False,45.43240799495963,12.333109781809096,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2460, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Baruro Gennaro,Castello 4973,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,4973.0,,CASTELLO,,False,45.4356237881305,12.343594329481126,San Zaccaria,CASTELLO,,,exact_sestiere_direct,"num=4973, sestiere=CASTELLO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Bembo Marco di Alzetta Francesco,Castello 3810,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,3810.0,,CASTELLO,,False,45.434396497645565,12.346702791186209,San Giovanni Bragora,CASTELLO,,,exact_sestiere_direct,"num=3810, sestiere=CASTELLO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Boldrin & Masin,"Salizzada S. Pantalon, 132",,Agenzie di trasporto,,,Tel. 25-101,,,,294,page_294_semantic.csv,industria,132.0,,,San Pantaleone,False,45.43048775216746,12.33343020999933,Santa Maria del Rosario,DORSODURO,,,exact_sestiere_derived_from_parish,"num=132, sestiere=DORSODURO (derived_from_parish), single door | WARNING: outside-Venice place name in Address/Location",4,True
Borghi A. Agenzia Trasporti,S. Polo 1963,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,1963.0,,SAN POLO,,False,45.43728362639778,12.330436967909288,Santa Maria Gloriosa,SAN POLO,,,exact_sestiere_direct,"num=1963, sestiere=SAN POLO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Borghi & Orioli,"D. Duro, 2525",,Agenzie di trasporto,,,"Casa di Spedizioni, Transporti Internazionali e Depositi, Tel. 20-781",,,,294,page_294_semantic.csv,industria,2525.0,,DORSODURO,,False,45.43436134901567,12.320567038032369,Santa Maria del Carmine,DORSODURO,,"[{""lett"": """", ""lat"": 45.434361, ""lon"": 12.320567}, {""lett"": ""A"", ""lat"": 45.434296, ""lon"": 12.320629}]",exact_sestiere_main_entrance_direct,"num=2525, sestiere=DORSODURO (direct), used unlettered row; 2 letter variants exist | WARNING: outside-Venice place name in Address/Location",4,True
Botto Attilio,S. Marco 4400,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,4400.0,,SAN MARCO,,False,45.43486264597577,12.335671876276251,San Luca,SAN MARCO,,"[{""lett"": """", ""lat"": 45.434863, ""lon"": 12.335672}, {""lett"": """", ""lat"": 45.434863, ""lon"": 12.335672}]",approximate_sestiere_first_variant_direct,"num=4400, sestiere=SAN MARCO (direct), no letter match; used first of 2 variants | WARNING: outside-Venice place name in Address/Location",4,True
Canuccio Gabriele e C.,S. Marco 2558,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,2558.0,,SAN MARCO,,False,45.43319990146623,12.3327411573376,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2558, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Carijo Alessandro,S. Marco 2558,,Agenzie di trasporto,,,Via Dante 108-110,,,,294,page_294_semantic.csv,industria,2558.0,,SAN MARCO,,False,45.43319990146623,12.3327411573376,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=2558, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Cecconi Aldo,Dorsoduro 2865,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,2865.0,,DORSODURO,,False,45.43271157489544,12.32399442180614,Santa Maria del Carmine,DORSODURO,,,exact_sestiere_direct,"num=2865, sestiere=DORSODURO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Cellei Server,S. Can Marco 1341,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,1341.0,,SAN MARCO,,False,45.43312110019173,12.336789262038083,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1341, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Ciani Mario,S. Marco 3051,,Agenzie di trasporto,,,Agenzia Marittima e spedizioni internazionali,,,,294,page_294_semantic.csv,industria,3051.0,,SAN MARCO,,False,45.43272365386678,12.328153492743018,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=3051, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
Cibinel Tullio,S. Polo 862,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,862.0,,SAN POLO,,False,45.43899457884072,12.333325381959916,San Silvestro,SAN POLO,,,exact_sestiere_direct,"num=862, sestiere=SAN POLO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
C.I.T.I.,"S. Polo, calle Traghetto Madonnetta, 1428",,Agenzie di trasporto,,,"Compagna Italiana Trasporti Internazionali, Telefono 27-778. Sede Centrale, Milano, Via Correggio N. 31",,,,294,page_294_semantic.csv,industria,1428.0,,SAN POLO,,False,45.43650913617251,12.33147115331882,Santa Maria Gloriosa,SAN POLO,,"[{""lett"": """", ""lat"": 45.436509, ""lon"": 12.331471}, {""lett"": """", ""lat"": 45.436509, ""lon"": 12.331471}]",approximate_sestiere_first_variant_direct,"num=1428, sestiere=SAN POLO (direct), no letter match; used first of 2 variants | WARNING: outside-Venice place name in Address/Location",4,True
De Carli Aldo,Dorsoduro 2893,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,2893.0,,DORSODURO,,False,45.43339782925826,12.322533667990166,Santa Maria del Carmine,DORSODURO,,"[{""lett"": """", ""lat"": 45.433398, ""lon"": 12.322534}, {""lett"": ""A"", ""lat"": 45.433424, ""lon"": 12.322653}]",exact_sestiere_main_entrance_direct,"num=2893, sestiere=DORSODURO (direct), used unlettered row; 2 letter variants exist | WARNING: outside-Venice place name in Address/Location",4,True
Ferroni Francesco,San Marco 1341,,Agenzie di trasporto,,,",",,,,294,page_294_semantic.csv,industria,1341.0,,SAN MARCO,,False,45.43312110019173,12.336789262038083,San Marco,SAN MARCO,,,exact_sestiere_direct,"num=1341, sestiere=SAN MARCO (direct), single door | WARNING: outside-Venice place name in Address/Location",4,True
