profession,frequency,cluster_id,category_name,likely_ad_propagation
Conchiapje,1,26,Address fragments / non-profession,False
Patrimonio,1,26,Address fragments / non-profession,False
Telefono,1,26,Address fragments / non-profession,False
" Arsenal°, , ",1,26,Address fragments / non-profession,False
Bimesile,1,26,Address fragments / non-profession,False
Bce salutariameta,1,26,Address fragments / non-profession,False
S. A.,1,26,Address fragments / non-profession,False
 olii,1,26,Address fragments / non-profession,False
Suaege,1,26,Address fragments / non-profession,False
"DOGANA,",1,26,Address fragments / non-profession,False
Rk. PP. Armeni Mechitaristi,1,26,Address fragments / non-profession,False
monista,1,26,Address fragments / non-profession,False
DELLA CA’ PESARO,4,27,Civic associations & clubs,False
trattoria,4,27,Food & hospitality,False
 trattoria,2,27,Food & hospitality,False
presso Albergo Danieli,1,27,Food & hospitality,False
presso Italian,1,27,Address fragments / non-profession,False
Gruppo Ristoranti trattorie,1,27,Food & hospitality,False
"Gruppo: Caffé, bar, bottigliere, birrierc",1,27,Food & hospitality,False
Gruppo: Osterie,1,27,Food & hospitality,False
località Dese,1,27,Address fragments / non-profession,False
stireria,1,27,Personal care,False
"Alla Nuova Trattoria, di Mario",1,27,Food & hospitality,False
Stabilimento : Casa di Pena,1,27,Government offices / State administration,False
rosticceria,1,27,Food & hospitality,False
Compra Vendita Caffè e Ristoranti,1,27,Food & hospitality,False
 Club Alpino Italiano,1,27,Food & hospitality,False
ditta,1,27,Food & hospitality,False
Premiate Cantine,1,27,Food & grocery retail,False
Cairampane trattoria,1,27,Food & hospitality,False
ristorante,1,27,Food & hospitality,False
albergo e ristorante,1,27,Food & hospitality,False
Category: Ospitalità,1,27,Food & hospitality,False
caffè (torrefazione),1,27,Food & hospitality,False
Ristorante,1,27,Food & hospitality,False
Presidente,20,28,Governance and leadership titles,False
Segretario,14,28,Governance and leadership titles,False
Vice Presidente,4,28,Governance and leadership titles,False
Municipio,4,28,Government offices / State administration,False
Comandante,2,28,Governance and leadership titles,False
 govvp,1,28,Governance and leadership titles,False
Vice Economo,1,28,Governance and leadership titles,False
"Segretario, ",1,28,Governance and leadership titles,False
Sede,1,28,Governance and leadership titles,False
Gerente,1,28,Governance and leadership titles,False
Vice Pres.,1,28,Governance and leadership titles,False
Presidente ,1,28,Governance and leadership titles,False
segretario,1,28,Governance and leadership titles,False
"Presidente,",1,28,Governance and leadership titles,False
Vice segretaria,1,28,Governance and leadership titles,False
Vendita e Mobilizzi,584,29,General goods trade,True
FERROVIE DELLO STATO,44,29,Transport and maritime,False
Società MARE,27,29,Transport and maritime,True
Società in NOME COLLETTIVO,19,29,Transport and maritime,False
SOCIETA' CANOTTIERI BUCIUNTORO,8,29,Sports organizations,False
impresa edile,6,29,Transport and maritime,False
Azienda Idroelettrica,5,29,Transport and maritime,True
Società Cementi Armati Centrifugati,5,29,Transport and maritime,True
Società Cooperativa Lavori e Recuperi Marittimi e Fluviali A. r. l.,4,29,Transport and maritime,False
Category: Attività Marittime ed Aeree,3,29,Transport and maritime,False
Squadra Mobile,3,29,Government offices / State administration,False
SOCIETA ITALIANA DEGLI AUTORI ED EDITORI,2,29,"Institutions, press and political parties",False
Category: Comunicazioni interne,2,29,Transport and maritime,False
Società di assicurazioni,2,29,Transport and maritime,False
Soc. Industriale es. Marco,2,29,Transport and maritime,False
Soc. Montedison per l'industria chimica,2,29,Transport and maritime,False
Società ITMA,2,29,Transport and maritime,False
Assicurazioni Generali,1,29,Transport and maritime,False
Stabilimento I. N. A.,1,29,Provincial and state institutions,False
presso Adriatica di Navigazione,1,29,Transport and maritime,False
Sezione Autonoma di Credito per le Piccole Industrie e l’Artigianato,1,29,Economic administration (academic),False
Azienda,1,29,Transport and maritime,False
"Ditta,",1,29,Transport and maritime,False
noleggio imbarcazioni,1,29,Transport and maritime,False
 impresa edile,1,29,Transport and maritime,False
Società Anonima,1,29,Transport and maritime,False
Societa Canottieri Bucintoro,1,29,Transport and maritime,False
Soc. a.r. l.,1,29,Transport and maritime,False
ricuperi navali,1,29,Transport and maritime,False
 agenzia marittima,1,29,Transport and maritime,False
Autotrasporti,1,29,Transport and maritime,False
 cantiere navale,1,29,Transport and maritime,False
Concessionarie Marelli,1,29,Transport and maritime,False
 Imbarcazioni,1,29,Transport and maritime,False
'IRC s.a.r.I.,1,29,Transport and maritime,False
Società mineraria immobile,1,29,Transport and maritime,False
Società Autorimessa Roma,1,29,Transport and maritime,False
Società Autotrasporti Saturnia,1,29,Transport and maritime,False
Società Bunieraggi,1,29,Transport and maritime,False
Ame-ricana nel Petrolio,1,29,Transport and maritime,False
Società Italo-Oriental d’idrogenco,1,29,Transport and maritime,False
spedizioni e trasporti,1,29,Transport and maritime,False
"Comando Militare Mar., Autorità dell'Alto Adriatico, Arsenale",1,29,Transport and maritime,False
(Società per la Gestione),1,29,Transport and maritime,False
Soc. Naz. Trasporti e Fratelli Gondrano,1,29,Transport and maritime,False
Comando Militare Maritt Aut. dell'Alto Adriatico,1,29,Transport and maritime,False
Sezione Città,1,29,Transport and maritime,False
Sezione Terraferma,1,29,Transport and maritime,False
Sezione Estuario e Marghera,1,29,Transport and maritime,False
Ditta,1,29,Transport and maritime,False
Vice Pres. Società Canottieri Bucintoro,1,29,Transport and maritime,False
Società Cattolica di Assicurazione Verona,1,29,Transport and maritime,False
Cantiere Navale,1,29,Transport and maritime,False
gestione S. A. ICSA,1,29,Transport and maritime,False
dell'Unione,1,29,Transport and maritime,False
Federaz. Cooperative,1,29,Transport and maritime,False
Deputazione Borsa valori,1,29,Transport and maritime,False
 r. t. trasporti marittimi,1,29,Transport and maritime,False
