category,frequency,cluster_id
Vernici sottomarine,2,6
carbone,2,6
carbone (importatori e produttori),2,6
Carbone e Legna (dettaglio),2,6
carbone legna,2,6
Carbone e legna,2,6
Materiale per costruzioni edilizie,2,6
Chimico,2,6
carbone e legna (dettagli),2,6
carbone e legna (dett.),2,6
Carbone e legna (dettaglio),2,6
bandaio e lattoniere,2,6
combustibili liquidi ed affini,2,6
Legnami e pali da costruzione,2,6
carburanti,2,6
coal and firewood,2,6
materiali da costruzione,1,6
Alcool denaturato,1,6
Articoli per Fumatori,1,6
"BAULI moderni, solidi, leggeri ed eleganti",1,6
Benzina,1,6
Carboni Fossili e Legna da ardere,1,6
Commercio Carboni e Legna da ardere,1,6
carboni o legna da ardere,1,6
Cementi armati,1,6
Concimi azotati,1,6
Denti artificiali,1,6
(fabbriche),1,6
Ferro battuto,1,6
Ferro e metalli da fondere,1,6
Fiscoli e dischi per la spremitura delle olive,1,6
Gas tossici,1,6
IMBALLAGGI IN LEGNO,1,6
Lavorazione marmi,1,6
Legna (ingrosso),1,6
Legnami di sfacimento,1,6
"Carboni fossili, Ligniti legna da ardere",1,6
Linifici,1,6
Materiale cinematografico,1,6
Materiali da costruzione,1,6
Manufatti in cemento,1,6
Materiale ferroviario,1,6
Materiali plastici,1,6
Materiali siderurgici,1,6
Materiali tecnici e per la ricostruzione,1,6
Materie resìnose,1,6
Metalli lavorati e bronzi,1,6
Paraffina,1,6
selciatura e pavimentazione stradale,1,6
Prodotti coloranti,1,6
rappresentante te colori e prodotti chimici,1,6
rappresentante i prodotti chimici,1,6
Refrattari - laterizi e calce,1,6
Ricerche minerarie,1,6
Riscaldamento e termosifoni,1,6
Rottami metallici,1,6
Fabbrica Timbri in Gomma,1,6
Tubi in cemento,1,6
Tubi in ferro e acciaio,1,6
alluminio,1,6
Carbone e legna (grossista),1,6
lavorazione dzoghe,1,6
materiali refrattari e laterizi. Prodotti chimici,1,6
materiale per construzioni edilizie,1,6
prodotti chimici (commercio),1,6
prodotti chimici commercio,1,6
legnami e pali da costruzione,1,6
carbone e legnai dettagli,1,6
"prodotti chimici, petrolio e benzina, marmi e cemento * * * * * * colori e vernici, ferramenta e metalli, carburo di calcio,",1,6
acque minerali,1,6
ra-bone e logna (dettaglio),1,6
navi in legno,1,6
detersivi saponi aflini,1,6
legnami e pelli da costruzioni,1,6
"di Belle, Ferrer e Zacchiroli M., carbone e legna (grossista)",1,6
riscaldamento e fumisteria,1,6
guarnizioni isolanenti,1,6
Acque Gassate,1,6
rappresentanti carboni,1,6
articoli tecnici combustibili solidi e liquidi,1,6
combustibili solidi,1,6
timbri di gomma in metallo e incisioni,1,6
ferri e metalli usati,1,6
lavorazione doghe,1,6
Carbone e legna (vendita al dettaglio),1,6
manipolazione carboni FF. SS.,1,6
Combustibili solidi e liquidi,1,6
Rappresentanze di prodotti chimici,1,6
cabbone e legna,1,6
fornaci da calce e laterizi,1,6
carbone e legna (det. taglio),1,6
fiscoi dischi per la spremitura delle olive,1,6
timbri di gomma,1,6
carbone e legna (det- taglio),1,6
fabbro ferrajo e mecrtnico,1,6
Labor. chimie delle dogane e imposte di fabbriczione,1,6
levame e pali da costruzioni,1,6
lubrificanti,1,6
fornura di calcei e butteri,1,6
prodotti e sottoprodotti petroliferi,1,6
Vetro (lavorazione),1,6
rappresentante-prodotti chimii,1,6
metalli minuti,1,6
carbone legna legnam & pali da costruzioni,1,6
Lavandiner e stirrac,1,6
Imballaggi in legno,1,6
legnami e palia da costruzioni,1,6
"armi, munizioni, proiettili",1,6
stoffine e tessuti,1,6
saponi,1,6
Lagenitmi e pali da costruzioni,1,6
fornica di calce e laterizi,1,6
Materiali per l’Edilizia,1,6
carbone e legna (grossisti),1,6
minerali,1,6
lubrificanti bitumi,1,6
ricerche minerarie,1,6
pali di legno,1,6
carbone e legname (dettaglio),1,6
"inco,re, coestelatore, sbalzatore, timbri di gom- ma e metallo",1,6
terramatta e metalía,1,6
Prefabbricati,1,6
materiale per costruzione,1,6
legno carboni (grossisti),1,6
curtona legna,1,6
materiale per saldature autogeno ossigeno,1,6
legna per cellulose,1,6
Fornace da calce e laterizi,1,6
Fornacci da calce e laterizi,1,6
Carboni e Legna da ardere,1,6
Molini e Pastificio,1,6
lavori poruuali materiali per costruzioni,1,6
"Manufatti in cemento, tubi in cemento",1,6
rappresentante carboni,1,6
carbone e legna ingrosso (dettaglio),1,6
fibre vegetali ed affini legna,1,6
Lavorazione di Sughero in genere,1,6
legnami e pali da costruzi,1,6
Carbone e Legna (Dettaglio),1,6
Fornaci,1,6
Laterizi Materiale per costruzioni edilizie,1,6
friggitore e commestibili,1,6
fabbro,1,6
Fabbro,1,6
graunoche e legna (dettagilo) | S. Polo,1,6
stoffe,1,6
"Clichés in zinco, rame ed ottone",1,6
ferro battuto,1,6
Fabbro Ferrario e Une-celnino,1,6
carbonaio e legna (dettaglio),1,6
Gassogeni,1,6
IMBALLAGGIA DI LEGNO PER QUALSIASI INDUSTRIA PAGLIA DI LEGNO PER IMBALLE DEPOSITO DI VENEZIA,1,6
S. A. Commercio Carboni e affini,1,6
carbone e legna (grossosta),1,6
stoffe per mobili,1,6
Articoli imballaggi di cellulosa,1,6
"Comoini chimici, Prodotti chimici, Prodotti azotati, Alcool, Cereali, vini, ecc.",1,6
stoffe tessuti,1,6
risandamento e fumisteria,1,6
carbone e legna (grossi sta),1,6
stoffe per arredamenti,1,6
carbone importatori e produttori,1,6
ceramica,1,6
pali in cemento armato,1,6
"autotrasporti, carbone e legnami",1,6
cement con- truction e mandauti di calce,1,6
Falegnami,51,7
Colorificio Veneziano,44,7
Articoli casalinghi e oggetti diversi,42,7
Oggetti artistici specialità veneziane ed affini,39,7
pittore,36,7
Decoratori e pittori,26,7
Oggetti usati,24,7
Antichità belle arti,23,7
Rappresentanze varie,23,7
Ferramenta e colori,21,7
Fotografie,21,7
architetto,21,7
decoratore e pittore,18,7
rappresentanze varie,17,7
oggetti di Cancelleria,17,7
Colori e Vernici,16,7
ottica ingegneria fotografia,15,7
Tappezzieri,15,7
oggetti artistici,15,7
FOTOGRAFIA,13,7
Quadri - riproduzioni ed oggetti artistici,13,7
Articoli Fotografici e affini,12,7
pittore decoratore,11,7
Vetri artistici,10,7
ferramenta e colori,10,7
Bandai e Lattonieri,8,7
Vetro,8,7
Insegnante Accademia di Belle Arti,8,7
"Terraglie, Porcellane e affini",7,7
Pittore,6,7
Articoli Funebri,5,7
Carta Cartoni ed affini,5,7
Perle d'ogni tipo a lume,5,7
Oggetti artistici,5,7
oggetti usati,5,7
ARTI GRAFICHE ESPERIA,5,7
antichità belle arti,5,7
FOTOMATERIALE,4,7
Materiale fotografico,4,7
articoli in vetro,4,7
Vetrerie in genere,4,7
fotografo,4,7
Architetto,4,7
mosaici,4,7
Decoratore e pittore,4,7
colori e vernici,3,7
Vetrerie,3,7
Fiori artificiali,3,7
Fiori in vetro,3,7
Picchettaggio o verniciature piroseffi,3,7
Pittore decoratore,3,7
Smalti,3,7
Vetrate artistiche,3,7
fotografie,3,7
scultore,3,7
articoli fotografici,3,7
Rappresentanze Varie,3,7
Pittori decoratori,3,7
Acquarelli e fotografie,2,7
Foto reportage,2,7
Articoli Sportivi,2,7
Cartoline illustrate,2,7
Arti Grafiche,2,7
COLORI - VERNICI - SMALTI,2,7
sviluppo e stampa,2,7
FOTO,2,7
Istituti di Bellezza,2,7
Nettezza urbana,2,7
Oggetti artistici per regali,2,7
Scuole di dattilografia,2,7
Specchi veneziani,2,7
Tessuti stampati e artistici,2,7
Vele e bandiere,2,7
decoratori e pittori,2,7
antichita belle arti,2,7
Articoli di Lusso per Regali,2,7
calzolaio,2,7
cartoline illustrate,2,7
vetri artistici,2,7
insegnante Accademia di Belle Arti,2,7
"terraglie, porcellane",2,7
fotografo (gabinetti di posa),2,7
Vetri di Murano,1,7
Articoli per regalo,1,7
"Arte veneziana, Fiori e Perle",1,7
Articoli da Bagno,1,7
"Articoli casalinghi e oggetti diversi, Fondamenta Ormesini",1,7
Lavori Fotografici,1,7
Articoli di Lusso,1,7
Articoli di Pittura e Disegno,1,7
Articoli da Viaggio,1,7
Fdm. Vetrari,1,7
Ritratti artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocinematografico,1,7
Carta da parati e affini,1,7
Carte da Gioco,1,7
Laboratorio Cornici ed Affini,1,7
Società An. cuoi artistici Veneziani,1,7
« Decorazione della Casa »,1,7
Giornali Riviste,1,7
Essenze spiritose,1,7
Pavimentazione rivestimenti murale vetrosi,1,7
Inchiostri,1,7
Arti Grafiche Esperia,1,7
"Ritratti artistici, Lavori industriali, Reparto elinocianografico, vendita materiale ft. ocinematografico",1,7
Maioliche artistiche,1,7
Arte Monumentaria,1,7
Mosaici,1,7
Oggetti preziosi ed affini,1,7
Commerciale cuci artistici Veneziani,1,7
Prodotti vetrari,1,7
Ritratti artistici - Lavori industriali - Reparto elite cinografico - vendita materiale ftocinematografico,1,7
Ritratti aistici - Lavori industriali - Reparto elio- cianografico,1,7
"Articoli di lusso per ""regali""",1,7
"Vetri Artistici, perle specialità, veneziane",1,7
"Collane di perle e fiori di vetro, produzione prornia",1,7
"Perle, Brillanti imitazione Argenterie, Specialità Veneziane, Casa Fondata nel 1872",1,7
Artisti Ritratti,1,7
Tessuti d'arte,1,7
Ritratti artistici - Lavori industriali,1,7
Tessuti d'Arte creati su telai primiavi,1,7
Vernici e smalti,1,7
Vetrerie scientifiche e farmaceutiche,1,7
"Vetreria Artistica e Stampata, Soffleria Sanitaria, Fiale ed Afftni, Lampadari e Vetri Artistici di Murano",1,7
quadri-riproduzionl ed oggettl artistici,1,7
fotografe,1,7
antiquità belle arti,1,7
"Ottica, ingegneria, fotografia",1,7
Picchettaggio e Verniciatura Prosceni,1,7
Ferramenta e Colori,1,7
Ritratti Artistici - Lavori Industriali,1,7
mobili artistici e laccati,1,7
Museo Archeologico,1,7
"colori e vernici, (dettaglio)",1,7
anticihità belle arti,1,7
Lavorazione artistica mosaici in smalto di vetro Veneziano,1,7
Fabbrica Vetri,1,7
fotografe (ottico,1,7
Ritratti artistici,1,7
pirechettaggio e verniciatura piroscafi,1,7
pittori decoratori,1,7
materiale fotografico etc.,1,7
Antichità e belle arti,1,7
Ritratti artistici e Lavori industriali - Reparto eliotro cinematografici - vendita materiale fotoincotenografico,1,7
vernici sottomarine,1,7
Insegne decorazioni al Neon,1,7
rappresentanti articoli in vetro,1,7
Fotografa,1,7
fiori artificiali,1,7
"oggetti artistici, fotografia",1,7
vetriere in genere e lampadari,1,7
anticichità e libreria,1,7
vetro,1,7
Accademia di Belle Arti,1,7
Pittore Decoratore,1,7
Oggetti Artistici,1,7
Ufficio di Espett. Oggetti di Antichita e d’Arte,1,7
fotografie (gabinetti di pos.,1,7
rappresentante articoli in vetro,1,7
pittore decorato.°,1,7
materiale fotografia,1,7
Decoratore e Pittore,1,7
"Specialità veneziana, quadri riproduzioni ed oggetti artistici",1,7
Articoli sanitari,1,7
materiale fotografico,1,7
articoli funebri,1,7
Ritratti artistici - Lavori industriali - Reparto elmo-cinografico - Veduta materiale fotocinomatografico,1,7
fotografo (agbinetti di pose),1,7
Fotografie (gabinetto di posa),1,7
"vetri, cristalli e specchi",1,7
articoli fotografici ottica,1,7
pasticcio,1,7
naturale cinematografico,1,7
argenteria e doratura,1,7
articoli ceramici,1,7
oggetti preziosi ed affini,1,7
fotografia,1,7
Molini artistici e tappaziere,1,7
perle d’ogni tipo a lume,1,7
cartoleria oggetti artistici,1,7
Soc. Lavorazione Vetri e Cristalli,1,7
vetrate artistiche,1,7
pic eletteggio e verniciatura piroscafi,1,7
Perle e Centre,1,7
Antichita della arti,1,7
Antichita belle arti,1,7
vetre. rie in genere e lampadari,1,7
perle vetrerie e lampadari bigiotterie,1,7
fotografie (gabinetti di posa),1,7
Colori e Vernici (Dettaglio),1,7
antiichabile belle arti,1,7
Conservatore Archivio Storico d’Arte Contemp.,1,7
cristalli e specchi (commercio e lavorazione),1,7
notelli gressi e lavorati,1,7
oggetti artistici per regali,1,7
Mosaicista,1,7
detta artigianale,1,7
vetreria in genere e lampadari,1,7
Metall d'Arte,1,7
specialitá veneziane,1,7
"fiori, piante e cementisti",1,7
Fotografia,1,7
Antiche,1,7
"Ritratti artistici, Lavori industriali",1,7
colori e vernici (dett.),1,7
(gabinetti di posa),1,7
artistic,1,7
"""Pavimenti e rivestimenti""",1,7
Scuola di dattilografia,1,7
"INSEGNE DECORAZIONI AL NEON, IMPIANTI DI ILLUMINAZIONE A GAS RARI, AGENTE PER IL VENETO S. A. SUPER LUX",1,7
galleria d’arte,1,7
tappetti decorazioni,1,7
Officina di Villar Perosa,1,7
Pavimentazioni e Rivestimenti Musici e Vetrosi,1,7
compatabile suprimetendenza al Monumenti Medianei e Moderni del Veneto Orientale,1,7
vetri in genere e lampadari,1,7
libri antichi,1,7
carta da parati ed affini,1,7
Mosaici Articoli Gres Industriali Ceramiche Aprile Lavorate,1,7
Economo Accademia di Belle Arti e Liceo Arti,1,7
disegnatore,1,7
decoratore o pittore,1,7
PAVIMENTAZIONE RIVESTIMENTI MUSIVI VETROSI,1,7
"Reparto di cinografico, vendita materie fotocinematografiche",1,7
Ceramica,1,7
Macchine per scrivere,144,8
Macchine per scrivere - Calcolatrici - Duplicatori,66,8
Elettricisti e Idraulici,36,8
Febbri ferrai e meccecini,25,8
Elettricità,22,8
DISINFESTAZIONI UNIVERSALI,20,8
Elettricità - Idraulica,19,8
SCHEDARI - MOBILI PER UFFICIO - MACCHINE CONTABILI - MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,17,8
macchinari,16,8
Ferramenta e metalli,15,8
Apparecchi e materiale radio,14,8
Materiale elettrico,14,8
Lavanderie meccaniche,13,8
Ferramenta in Genere,12,8
Tubazioni industriali,12,8
ingegnere,11,8
Grammofoni e dischi,8,8
elettricista e idraulico,8,8
fabbro ferraio e meccanico,8,8
Articoli Tecnici,7,8
apparecchi e materiale radio,7,8
Strumenti musicali,7,8
Apparecchiature elettriche automatiche,6,8
Fonderie Meccaniche,6,8
"Incisori, cesellatori sbozzatori",6,8
Macchine calcolatrici,6,8
Officine elettromeccaniche,6,8
elettricità idraulica e gas,6,8
Società industriale,6,8
radio e radiogrammofoni,5,8
radio (riparazioni),5,8
Macchine per ufficio,4,8
Macchine contabili,4,8
Meccanuficio,4,8
Officine meccaniche metallurgiche e costruzioni in ferro,4,8
Ottiche (Industria),4,8
strumenti musicali,4,8
ferramenta e metalli,4,8
articoli elettrici,3,8
Argentatura e doratura,3,8
officina meccanica e metallurgica,3,8
rappresentante apparecchi e materiale radio,3,8
Addizionatrici,2,8
Accordatori pianoforti,2,8
Articoli Elettrici,2,8
Elettrodi,2,8
Elettrotecnica,2,8
COPERTURE - RIVESTIMENTI - TUBAZIONI,2,8
Idraulica e sanitaria,2,8
Impianti elettrici,2,8
Macchine agricole,2,8
Macchine cinematografiche,2,8
Macchine utensili,2,8
Officine fabbrili,2,8
"Rappresentanti e commissionari auto, cicli e accessori",2,8
Società minerarie,2,8
Ingegnere,2,8
materiale elettrico,2,8
officina meccanica metallurgica e costruzioni in ferro,2,8
macchine cinematografiche,2,8
carta cartoni ed affini (industria),2,8
impianti di riscaldamento,2,8
officina elettromeccanica,2,8
impianti telefonici,2,8
Generatori Acetilene brevettati,2,8
Cicli e Motocicli,1,8
Impresa impianti elettrici industriali,1,8
Officina riparazioni,1,8
Abiti riparazioni,1,8
Accessori per auto e lubrificanti,1,8
Fabbrica Acque Gassate - “Chabeso”,1,8
FABBRICA ACQUE GASSATE,1,8
Macchine per scrivere - Calcolatrici - Duplicatori - OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,1,8
Avvolgimento Motori,1,8
Addizionatricei,1,8
Industrial,1,8
"Compressori, Trapani, Smerigliatrici, Martelli pneumatici",1,8
Costruzioni stradali e ferroviarie,1,8
"Officina elettrogalvanica, Argentatura, Ramatura, Biancatura, Ossidatura",1,8
Negozi: Bottega dell'Elettricità,1,8
produzione distribuzione,1,8
Elettrochimica,1,8
Elettrodomestica,1,8
Elettrogalvanica,1,8
"Impianti e Forniture Industriali e Civili, Riscaldamenti Moderni, Idraulici, Sanitari, Elettricità ed affini",1,8
Applicazioni elettroautomatiche impianti terrestri e navali,1,8
STABILIMENTO ELETTRO - MECCANICO PER LA LAVORAZIONE DEL LEGNO,1,8
Forniture meccaniche,1,8
Fotindustria,1,8
Gemme per veicoli,1,8
"IMPIANTI E FORNITURE INDUSTRIALI E CIVILI, IN RISCALDAMENTI MODERNI, IDRAULICI, SANITARI, ELETTRICITÀ ED AFFINI, OFFICINA ELETTROME CANICA, SALDATURA AUTOGENA",1,8
Impianti costruzioni elettriche,1,8
Impianti riscaldamento,1,8
Impianti Telefonici Automatici interni,1,8
manutenzione strade ferrate,1,8
costruzioni ferroviarie,1,8
Porto Industriale,1,8
Installazioni elettriche ed idrauliche e vendita materiale elettrico,1,8
Macchine e accessori,1,8
Macchine per scrivere e accessori,1,8
Materiali radio elettrici,1,8
Meccanica di precisione,1,8
Motori,1,8
Officine per carica accumulatori,1,8
Officine industria alluminio,1,8
Officina Meccanica e Fabbrile con Torneria,1,8
Officine meccaniche e saldature,1,8
Pianoforti di tutte le marche,1,8
per L'industria Mineraria ed agricola,1,8
Prodotti industriali,1,8
Radiotecnico,1,8
"Riparazioni radiorecivitori normali e speciali - altoparlanti - microfoni, pick ups, ecc.",1,8
Radiomeccanica,1,8
Riparazioni autoveicoli,1,8
Riparazioni impianti tecnici e igienici,1,8
Riparazioni riavvolgimenti macchine elettriche,1,8
Scaldabagni elettrici,1,8
Segnalazioni luminose,1,8
"Impianti Telefoni Automatici Interni, Autorizzata dall'Azienda di Stato",1,8
Telefoni,1,8
COMPRESSORI D’ARIA,1,8
TRAPANI ELETTRICI,1,8
Officina Meccanica Metallurgica e Costruzioni in Ferro,1,8
Officina meccanica,1,8
Industria dello spettacolo,1,8
eletricista,1,8
no. industria,1,8
officina meccanica metallurgica e construzioni in ferro,1,8
Impianti Elettro-Industriali,1,8
Elettricità Idraulica e Gas,1,8
strumenti musicali e materiele radio,1,8
"Articoli sanitari, Articoli di gomma, tecnici ed industriali, l'nper. meschi Pirelli, Buetti Berni e delle migliori Marche, Forniture complete per,Ambulatori""",1,8
fonderia meccanica,1,8
La Radio-elettrica,1,8
officina meccanica e saldature,1,8
macchine contabili calcolatrici,1,8
elettricisti idraulica gas,1,8
rappresento macchine,1,8
Printe. Uff. Impianti Elettrici e di Segnalamento,1,8
gas (industria),1,8
"Soc. per Az. a. r. 1., electrica e idraulica",1,8
tubazioni industriali,1,8
materiali radio elettrici,1,8
tornitore 2362,1,8
elettricità idraulica gas,1,8
macchine elettrica industriali e motori,1,8
impianti frigoriferi,1,8
impianti condizionamento d'aria,1,8
fabbro ferruic meccanico,1,8
pittunzionii industriali,1,8
Apparecchi o materiale radio,1,8
ferramenta,1,8
elettricista idraulica e gas,1,8
Industria,1,8
Generatori Accellene Brevettati,1,8
Offlcina Elettromeccanica,1,8
officina fabbrile,1,8
fabhro ferraio e meccanico,1,8
Ferri e Metalli Usati,1,8
accordatori pianoforti,1,8
rappresentante macchine,1,8
magil'na (fabbrica),1,8
fabbrica e deposito,1,8
Radio e radiogrammofoni,1,8
Elettricista idraulica e gas,1,8
rapprsentate macchinari,1,8
fabbrica,1,8
frigoriferi,1,8
Apparecchi agricoli,1,8
rappresentante materiale elettrico,1,8
prov. servizio impianti sport,1,8
rappresentante macchineri,1,8
Fonderia meccanica,1,8
macchine a motori,1,8
eletrogavanica,1,8
"Costruzioni ed impianti elettrici idraulici sanitari e gas, Officina riparazioni, Venezia materiale",1,8
"cicli e motocicli (accessori, riparazioni, vendite)",1,8
cicli e motocicli (noleggio nolecizio riparazioni),1,8
fabbro e meccanico,1,8
fabre ferraio e meccanico,1,8
"Ispett. Riparto Telegrafo Uff. Impianti Elettrici e di Segnalamento, Ferrovia dello Stato",1,8
Radio riparazioni,1,8
Fabbro ferraio meccanico,1,8
"impianti e Forniture industriali e Civili, Risc. Moderni, Idraulici, Sanitari, Elettricità ed affini",1,8
elettricista idraulico,1,8
Macchine per scrivene - Calcilatrici - Duplicatori,1,8
Importazione Esportazione Commercio Prodotti del suolo e del Findustrie,1,8
officina di Motoeicli,1,8
"Servizi accessori ferroviari, libereria",1,8
Fabbrica,1,8
industries,1,8
elettricista,1,8
"Sez, Materiale Trazione",1,8
radiomeccanica,1,8
impianti di riscaldamento elettricità idraulica e gas,1,8
gas (industrie),1,8
prodotti industriali,1,8
fonderia,1,8
elettromeccanica,1,8
Fonderia p'eceuenca,1,8
ghiaerio (fabbrica),1,8
"impianti elettrici di qualsiasi tipo, Lampadari, Compresi illuminanti, Apparecchi o materiale elettrico, Proiettori, Vetrof diffusori primidali Holophane Fidenza. Rappresentante della Società e Compagnia Elettrotecnica Italian., ""Fidenza"". Soc. An. Vetraria, a Dueic (Termoconvettori e Termareatori eletrtic) ol A.E.R.); Apparecchiature Elettroe Razionali, Materiale per installazione m°, Agente della Soc. Fabbriche Rumci >Neon >, Venezia",1,8
"Ufficio di Venezia, Sezioni: Stabilimento Grandi Motori, Ferriere Piemontesi, Industrie Metallurgiche ed Accialerie, Fonderie Ghisa, Materiale Ferroviario, S. A. Metalli, S. A. Produscia, S. A. Ricuperi Metallifei, Prodotti Vitoc e della Vetrooock.",1,8
elettricità e idraulica,1,8
"mezzi S.M.L.T., elettricità idraulica e gas",1,8
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,8
Addizionatori,1,8
Industria Acque Gassate,1,8
elettricità e idraulica e gas,1,8
Premiata Fonderia Artistica Maccanica con Laboratorio Bronzi,1,8
officina industria alluminio,1,8
officium industria,1,8
officina meccanici metalurgla e costruzioni in ferro,1,8
poste e telegrafi,1,8
elettrotecnica,1,8
materiali radio electri,1,8
macchine sutenili nuove e do canzone,1,8
Costruzioni Meccaniche,1,8
"VETRI DIFFUSORI PRISMATICI PER ILLUMINAZIONE, PROIETTORI E RIFLETTORI PER ILLUMINAZIONE, PUBBLICA, INDUSTRIALE, STABILIMENTI E UFFICI, RAPPRESENTANTE S. A. SUPER LUX",1,8
"IMPIANTI ELETTRICI DI QUAL SIASI TIPO, LAMPADARI, COMPLESSI ILLUMINANTI, APPARECCHI E MATERIALE ELETTRICO, PROIETTORI, VETRI DIFFUSORI PRISMATICI,",1,8
fabbro ferrario e meccanico,1,8
elettricità industriale e gas,1,8
"Forniture Statali, Parastatali e Private, Costruzioni Elettriche Centrali, Sottostazioni di Trasformazione e smistamento. Cabine di Trasformazione e di Manovra, Officine carica accumulatori. Linee per trasporto energia per alta e bassa tensione. Per trazioni o telefoniche in genere. Impianti di bordo: Da guerra e mercantili, industriali di luce o forza motricc., Domestici, Di segnalazione. In serie e ad intensità costante, Telefoni, Teatrali, Ospedalieri. Segnalamenti Terrestri e Marittimi. Acustici o luminosi. Macchinari Elettrici, Riparazioni, Riavvolgimenti.",1,8
Associazione Regionale tra gli Industriali,1,8
fabbro ferraio e mecca-nico,1,8
Società Fabbriche Riunite,1,8
cicli e motocicli (accessori,1,8
radio (trasmissioni),1,8
industria bostchiva,1,8
commercio e lavorazione,1,8
factories,1,8
Coltellerie IN GENERE - ARROTATURA RASOI,1,8
Elettricista,1,8
rappresentante macchinari,1,8
fabbro ferraro e meccanico,1,8
Fabbrica Acque Gassate,1,8
autoriparatori,1,8
Ritocchi artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocenematicografico,1,8
Empoilo Materiale Elettfi.,1,8
Fabbrica S. Baseggio 1124,1,8
elettricita idraulica e gas,1,8
SCHEDARI - MOBILI PER UFFICI - MACCHINE CONTABILI MACCHINE PER SCRIVERE DUPLICATORI - ACCESSORI,1,8
regolatori di temperatura,1,8
Impianti condizionamento d’aria,1,8
Trattorie,177,9
Alimentari,136,9
trattoria,76,9
Specialità veneziane,74,9
alimentari (dett.),71,9
Generi alimentari,66,9
macelleria,58,9
Caffe,53,9
Panifici,41,9
Frutta e verdura GROSSISTI,39,9
Vini (grossisti),35,9
alimentari,33,9
Salumi (negozi),32,9
panificio,31,9
Olii commestibili ed affini,29,9
farmacista,27,9
tabaccheria,24,9
RISTORANTE,21,9
Drogherie,20,9
pasticceria,20,9
specialità veneziane,20,9
Caffè (esercizi),19,9
rappresentante generi alimentari,18,9
caffè (esercizi),17,9
Caffè,16,9
Farmacie,16,9
Caffe (torrefazione),14,9
Frutta secca,14,9
Friggitorie e commestibili cotti,13,9
Pastifici,13,9
salumi (negozio),12,9
farmacia,11,9
Pesce,11,9
Prodotti farmaceutici,11,9
Ristoranti,10,9
caffè,10,9
frutta e verdura (grossista),9,9
ristorante,9,9
Alimentari (dett.),9,9
Tabaccheria,8,9
Frutta,8,9
Gelaterie,8,9
albergo e ristorante,8,9
Pasticcerie ed affini,7,9
vini (grossista),7,9
Pesce conserva,7,9
Crine vegetali,5,9
Rosticcerie,5,9
Panificio,5,9
salumi,5,9
alimentari (dett),5,9
frutta e verdura,5,9
alimentari (gross.),5,9
bar pasticceria,5,9
Calonificio Veneziano,5,9
Caffe (importatori),4,9
vini (commercio enologico),4,9
drogheria,4,9
gelateria,4,9
Aromi per dolci,3,9
Bottiglierie,3,9
Ortaggi e legumi,3,9
Pesce e crostacei,3,9
Sciroppi,3,9
Ristorante,3,9
rosticceria,3,9
Alimentari (gross.),3,9
cereali,3,9
Pasticceria,3,9
Farmacia,3,9
pesce (ingrosso),3,9
caffe (esercizi),3,9
Birra,2,9
Liquori,2,9
Cantine,2,9
Essicazione frutta ed erbaggi,2,9
Frutta e verdura conservate,2,9
Gelateria,2,9
Latte (grossisti),2,9
Liqouri (dettaglio),2,9
Marmellate,2,9
Pesce marittima,2,9
Pescicoltura,2,9
Prodotti agricoli,2,9
Salumi (grossisti),2,9
Alimentari (dett),2,9
Caffè (torrefazione),2,9
ghiaccio (vendita),2,9
bar-pasticceria,2,9
pastificio,2,9
frutta secca,2,9
oli commestibili,2,9
vini grossista,2,9
alimentaristi (dett.),2,9
alimentari (det.),2,9
Pesce (ingrosso),2,9
Alimentari (det.t),2,9
Frutta e verdura (grossista),2,9
olii commestibili,2,9
prodotti farmaceutici (commercio),2,9
"alimentari gross, drogheria",2,9
ottica (commercio),2,9
oli commestibili (commercio),2,9
vini (grossisti),2,9
Rappresentante generi alimentari,2,9
commercio,2,9
Farmacista,2,9
friggitoria e commestibili cotti,2,9
(grossista),2,9
caffè (surrogati),2,9
budella salate,2,9
giornali (distribuzione),2,9
"Importazione, Esportazione Frutta e verdura",1,9
scambio generi alimentarii,1,9
gestione caffè,1,9
Carni conservate,1,9
Carni e Frattaglie cotte,1,9
Erbe medicinali,1,9
Esercizio caffè,1,9
Legumi,1,9
"Vini, Liquori, Alimentari, Rappresentanze e Depositi",1,9
"Rappresentanza di case produttrici di medicinali, prodotti dietetici, chimici, sanitari, igienici, ortopedici, galenici",1,9
Medicinali,1,9
"Pasticcerie, Liquori, Vini",1,9
(commercio),1,9
Assistenza generi razionati agli alimentari bar alberghi,1,9
Ristoranti vegetariani,1,9
"Rinomata cucina, VIni scelti, Servizio accurato",1,9
giornalaio (vendita),1,9
il caffè (esercizio),1,9
Aromi dolci affini di Marcassoli Marino,1,9
Caffè (Esercizi),1,9
"Bar, Caffè",1,9
Accomodini Verzemin Alimentari D. Caonet di. Ca Ponte e C. Alimentari (arross.),1,9
"Panificio, pastificio",1,9
alimentari (gross e,1,9
specialità veniziane,1,9
importo di Consumo,1,9
latticini alimentari,1,9
alimentari (grosso),1,9
macelleria (introduced bestiame),1,9
macellaio (introdtuto e bestiame),1,9
pesce conservato caviale,1,9
Rappresentante Generi Alimentari,1,9
